time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
92000,2026-01-06 16:38:57,0.0,5,7.385,0.0,0.0,-4.250186,17.9,1.7,-3.9,1024,1024,1684,1024,0,0,100,0,73,5.808,66.56,158.136488,P-GPS,,48.2
92100,2026-01-06 16:38:57,0.0,5,7.385,0.0,0.0,-4.47388,17.9,2.4,-4.0,1024,1024,1684,1024,0,0,100,0,73,5.808,66.56,158.792656,P-GPS,,48.4
92200,2026-01-06 16:38:57,0.0,5,7.385,0.0,0.0,-4.250186,17.8,3.4,-4.9,1024,1024,1684,1024,0,0,100,0,73,5.808,66.56,159.448824,P-GPS,,48.6
92300,2026-01-06 16:38:57,0.0,5,7.385,0.0,0.0,-4.250186,17.7,3.8,-4.7,1024,1024,1684,1024,0,0,100,0,73,5.808,66.56,160.104992,P-GPS,,48.8
92400,2026-01-06 16:38:57,0.0,5,7.385,0.0,0.0,-4.47388,17.6,3.0,-4.2,1024,1024,1684,1024,0,0,100,0,73,5.808,66.56,160.76116,P-GPS,,49.0
92500,2026-01-06 16:38:57,0.0,5,7.385,0.0,0.0,-4.47388,17.6,3.0,-4.8,1024,1024,1684,1024,0,0,100,0,73,5.808,66.56,161.089244,P-GPS,,49.1
92600,2026-01-06 16:38:58,0.0,5,7.376,0.0,0.0,-4.250186,17.7,2.2,-4.8,1024,1024,1684,1024,0,0,100,0,73,5.645,66.56,161.745412,P-GPS,,49.3
92700,2026-01-06 16:38:58,0.0,5,7.376,0.0,0.0,-4.250186,17.5,2.2,-5.0,1024,1024,1684,1024,0,0,100,0,73,5.645,66.56,162.40158,P-GPS,,49.5
92800,2026-01-06 16:38:58,0.0,5,7.376,0.0,0.0,-4.250186,17.6,2.1,-5.6,1024,1024,1684,1024,0,0,100,0,73,5.645,66.56,163.057748,P-GPS,,49.7
92900,2026-01-06 16:38:58,0.0,5,7.376,0.0,0.0,-4.250186,17.5,1.2,-5.7,1024,1024,1569,1024,0,0,83,0,73,5.645,66.56,163.713916,P-GPS,,49.9
93000,2026-01-06 16:38:58,0.223694,5,7.376,-0.223694,0.0,-4.250186,17.7,0.2,-5.7,1024,1024,1362,1024,0,0,51,0,73,5.645,66.56,164.370084,P-GPS,,50.1
93100,2026-01-06 16:38:58,0.0,5,7.376,0.0,0.0,-4.250186,17.7,-0.3,-5.8,1024,1024,1024,1024,0,0,0,0,73,5.645,66.56,165.026252,P-GPS,,50.3
93200,2026-01-06 16:38:58,0.0,5,7.376,0.0,0.0,-4.026492,17.6,-0.4,-6.0,1024,1024,1024,1024,0,0,0,0,73,5.645,66.56,165.68242,P-GPS,,50.5
93300,2026-01-06 16:38:58,0.0,5,7.376,0.0,0.0,-3.35541,17.7,-0.5,-5.9,1024,1024,1024,1024,0,0,0,0,73,5.645,66.56,166.010504,P-GPS,,50.6
93400,2026-01-06 16:38:58,0.0,5,7.376,0.0,0.0,-2.684328,17.7,-0.5,-5.7,1024,1024,1024,1024,0,0,0,0,73,5.645,66.56,166.666672,P-GPS,,50.8
93500,2026-01-06 16:38:59,0.0,5,7.376,0.0,0.0,-2.013246,17.8,-0.6,-5.3,1024,1024,1024,1024,0,0,0,0,73,5.645,66.56,166.994756,P-GPS,,50.9
93600,2026-01-06 16:38:59,0.0,5,7.376,0.0,0.0,-1.11847,17.8,-0.4,-5.6,1024,1024,1024,1024,0,0,0,0,73,5.645,66.56,166.994756,P-GPS,,50.9
93700,2026-01-06 16:38:59,0.0,5,7.485,0.0,0.0,-0.671082,17.8,-0.4,-5.9,1024,1024,1024,1024,0,0,0,0,73,4.969,66.56,167.32284,P-GPS,,51.0
93800,2026-01-06 16:38:59,0.0,5,7.485,0.0,0.0,-0.223694,17.8,-0.8,-6.1,1024,1024,1024,1024,0,0,0,0,73,4.969,66.56,167.32284,P-GPS,,51.0
93900,2026-01-06 16:38:59,0.0,5,7.485,0.0,0.0,0.0,17.7,-0.9,-6.4,1024,1024,1024,1024,0,0,0,0,73,4.969,66.56,167.32284,P-GPS,,51.0
94000,2026-01-06 16:38:59,0.0,5,7.485,0.0,0.0,0.0,17.8,-1.1,-5.9,1024,1024,1024,1024,0,0,0,0,73,4.969,66.56,167.32284,P-GPS,,51.0
94100,2026-01-06 16:38:59,0.0,5,7.485,0.0,0.0,0.0,17.8,-0.9,-5.3,1024,1024,1024,1024,0,0,0,0,73,4.969,66.56,167.32284,P-GPS,,51.0
94200,2026-01-06 16:38:59,0.0,5,7.485,0.0,0.0,0.0,17.7,-0.2,-4.9,1024,1024,1024,1024,0,0,0,0,73,4.969,66.56,167.32284,P-GPS,,51.0
94300,2026-01-06 16:38:59,0.0,5,7.485,0.0,0.0,0.0,17.6,0.1,-5.0,1024,1024,1024,1024,0,0,0,0,73,4.969,66.56,167.32284,P-GPS,,51.0
94400,2026-01-06 16:38:59,0.0,5,7.485,0.0,0.0,0.0,17.7,0.5,-4.8,1024,1024,1024,1024,0,0,0,0,73,4.969,66.56,167.32284,P-GPS,,51.0
94500,2026-01-06 16:38:59,0.0,5,7.485,0.0,0.0,0.0,17.7,0.8,-4.8,1024,1024,1024,1024,0,0,0,0,73,4.969,66.56,167.32284,P-GPS,,51.0
94600,2026-01-06 16:39:00,0.0,5,7.485,0.0,0.0,0.0,17.6,1.2,-4.8,1024,1024,1024,1024,0,0,0,0,73,4.969,66.56,167.32284,P-GPS,,51.0
94700,2026-01-06 16:39:00,0.0,5,7.485,0.0,0.0,0.0,17.6,1.1,-4.7,1024,1024,1024,1024,0,0,0,0,73,4.969,66.56,167.32284,P-GPS,,51.0
94800,2026-01-06 16:39:00,0.0,5,7.415,0.0,0.0,0.0,17.6,0.9,-4.3,1024,1024,1024,1024,0,0,0,0,73,5.067,66.74,167.32284,P-GPS,,51.0
94900,2026-01-06 16:39:00,0.0,5,7.415,0.0,0.0,0.0,17.8,0.4,-4.2,1024,1024,1024,1024,0,0,0,0,73,5.067,66.74,166.994756,P-GPS,,50.9
95000,2026-01-06 16:39:00,0.0,5,7.415,0.0,0.0,0.0,17.9,-0.4,-3.8,1024,1024,1024,1024,0,0,0,0,73,5.067,66.74,166.994756,P-GPS,,50.9
95100,2026-01-06 16:39:00,0.0,5,7.415,0.0,0.0,0.0,17.8,-0.3,-4.3,1024,1024,1024,1024,0,0,0,0,73,5.067,66.74,166.994756,P-GPS,,50.9
95200,2026-01-06 16:39:00,0.0,5,7.415,0.0,0.0,0.0,17.9,-0.8,-4.2,1024,1024,1024,1024,0,0,0,0,73,5.067,66.74,166.994756,P-GPS,,50.9
95300,2026-01-06 16:39:00,0.0,5,7.415,0.0,0.0,0.0,17.9,-1.0,-3.7,1024,1024,1024,1024,0,0,0,0,73,5.067,66.74,166.994756,P-GPS,,50.9
95400,2026-01-06 16:39:00,0.0,5,7.415,0.0,0.0,0.0,17.9,-1.0,-3.8,1024,1024,1024,1024,0,0,0,0,73,5.067,66.74,166.994756,P-GPS,,50.9
95500,2026-01-06 16:39:01,0.0,5,7.415,0.0,0.0,0.0,17.9,-0.9,-4.0,1024,1024,1024,1024,0,0,0,0,73,5.067,66.74,166.994756,P-GPS,,50.9
95600,2026-01-06 16:39:01,0.0,5,7.415,0.0,0.0,0.0,18.0,-1.0,-3.8,1024,1024,1024,1024,0,0,0,0,73,5.067,66.74,166.994756,P-GPS,,50.9
95700,2026-01-06 16:39:01,0.0,5,7.415,0.0,0.0,0.0,17.9,-0.5,-4.1,1024,1024,1024,1024,0,0,0,0,73,5.067,66.74,166.994756,P-GPS,,50.9
95800,2026-01-06 16:39:01,0.0,5,7.415,0.0,0.0,0.0,17.9,-0.7,-4.2,1024,1024,1024,1024,0,0,0,0,73,5.067,66.74,166.994756,P-GPS,,50.9
95900,2026-01-06 16:39:01,0.0,5,7.417,0.0,0.0,0.0,17.8,0.0,-4.3,1024,1024,1024,1024,0,0,0,0,73,5.108,66.74,166.994756,P-GPS,,50.9
96000,2026-01-06 16:39:01,0.0,5,7.417,0.0,0.0,0.0,17.7,0.2,-4.5,1024,1024,1024,1024,0,0,0,0,73,5.108,66.74,166.994756,P-GPS,,50.9
96100,2026-01-06 16:39:01,0.0,5,7.417,0.0,0.0,0.0,17.8,0.4,-4.4,1024,1024,1024,1024,0,0,0,0,73,5.108,66.74,166.994756,P-GPS,,50.9
96200,2026-01-06 16:39:01,0.0,5,7.417,0.0,0.0,0.0,17.8,0.1,-4.3,1024,1024,1024,1024,0,0,0,0,73,5.108,66.74,166.994756,P-GPS,,50.9
96300,2026-01-06 16:39:01,0.0,5,7.417,0.0,0.0,0.0,17.8,0.5,-4.5,1024,1024,1024,1024,0,0,0,0,73,5.108,66.74,166.666672,P-GPS,,50.8
96400,2026-01-06 16:39:01,0.0,5,7.417,0.0,0.0,0.0,17.8,0.4,-4.2,1024,1024,1024,1024,0,0,0,0,73,5.108,66.74,166.666672,P-GPS,,50.8
96500,2026-01-06 16:39:01,0.0,5,7.417,0.0,0.0,0.0,17.8,0.6,-4.2,1024,1024,1024,1024,0,0,0,0,73,5.108,66.74,166.666672,P-GPS,,50.8
