time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
719100,2026-01-08 12:40:43,0.0,5,7.109,0.0,0.0,-4.250186,39.2,11.0,7.1,1024,1024,1684,1024,0,0,100,0,53,8.036,81.86,157.808404,P-GPS,,48.1
719200,2026-01-08 12:40:43,0.0,5,7.166,0.0,0.0,-4.250186,39.0,10.1,7.2,1024,1024,1684,1024,0,0,100,0,53,7.701,81.86,158.464572,P-GPS,,48.3
719300,2026-01-08 12:40:44,0.0,5,7.166,0.0,0.0,-4.47388,39.1,9.7,7.6,1024,1024,1684,1024,0,0,100,0,53,7.701,81.86,159.12074,P-GPS,,48.5
719400,2026-01-08 12:40:44,0.0,5,7.166,0.0,0.0,-4.47388,39.2,9.7,7.5,1024,1024,1684,1024,0,0,100,0,53,7.701,81.86,159.448824,P-GPS,,48.6
719500,2026-01-08 12:40:44,0.0,5,7.166,0.0,0.0,-4.47388,39.1,8.9,7.3,1024,1024,1684,1024,0,0,100,0,53,7.701,81.86,160.104992,P-GPS,,48.8
719600,2026-01-08 12:40:44,0.0,5,7.166,0.0,0.0,-4.47388,39.1,8.8,7.1,1024,1024,1684,1024,0,0,100,0,53,7.701,81.86,160.76116,P-GPS,,49.0
719700,2026-01-08 12:40:44,0.0,5,7.166,0.0,0.0,-4.250186,39.1,8.8,7.0,1024,1024,1684,1024,0,0,100,0,53,7.701,81.86,161.417328,P-GPS,,49.2
719800,2026-01-08 12:40:44,0.0,5,7.166,0.0,0.0,-4.250186,39.1,8.7,6.7,1024,1024,1024,1024,0,0,0,0,53,7.701,81.86,161.745412,P-GPS,,49.3
719900,2026-01-08 12:40:44,0.0,5,7.166,0.0,0.0,-4.250186,39.0,8.1,6.7,1024,1024,1024,1024,0,0,0,0,53,7.701,81.86,162.40158,P-GPS,,49.5
720000,2026-01-08 12:40:44,0.0,5,7.166,0.0,0.0,-4.47388,39.0,8.3,6.5,1024,1024,1024,1024,0,0,0,0,53,7.701,81.86,163.057748,P-GPS,,49.7
720100,2026-01-08 12:40:44,0.0,5,7.166,0.0,0.0,-4.47388,39.0,8.0,6.5,1024,1024,1024,1024,0,0,0,0,53,7.701,81.86,163.385832,P-GPS,,49.8
720200,2026-01-08 12:40:45,0.0,5,7.166,0.0,0.0,-4.026492,39.0,8.7,6.9,1024,1024,1024,1024,0,0,0,0,53,7.701,81.86,164.042,P-GPS,,50.0
720300,2026-01-08 12:40:45,0.0,5,7.166,0.0,0.0,-3.35541,39.2,8.9,7.2,1024,1024,1024,1024,0,0,0,0,53,7.701,81.86,164.370084,P-GPS,,50.1
720400,2026-01-08 12:40:45,0.0,5,7.166,0.0,0.0,-2.684328,39.3,10.0,7.0,1024,1024,1024,1024,0,0,0,0,53,7.701,81.86,164.698168,P-GPS,,50.2
