index,time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
95,159300,2026-01-07 15:35:42,0.0,5,7.377,0.0,0.0,0.0,35.6,6.1,0.0,1024,1024,1024,1024,0,0,0,0,68,6.046,67.28,37.073492,P-GPS,,11.3
96,159400,2026-01-07 15:35:43,0.223694,5,7.377,-0.223694,0.0,0.0,35.7,5.9,-0.5,1024,1024,1024,1024,0,0,0,0,68,6.046,67.28,37.073492,P-GPS,,11.3
97,159500,2026-01-07 15:35:43,0.223694,5,7.377,-0.223694,0.0,0.0,35.7,6.2,-1.4,1024,1024,1024,1024,0,0,0,0,68,6.046,67.28,37.073492,P-GPS,,11.3
98,159600,2026-01-07 15:35:43,0.223694,5,7.377,-0.223694,0.0,0.0,35.6,6.5,-1.2,1024,1024,1024,1024,0,0,0,0,68,6.046,67.28,37.073492,P-GPS,,11.3
99,159700,2026-01-07 15:35:43,0.223694,5,7.377,-0.223694,0.0,0.0,35.7,5.7,-1.3,1024,1024,1024,1024,0,0,0,0,68,6.046,67.28,37.073492,P-GPS,,11.3
100,159800,2026-01-07 15:35:43,0.0,5,7.472,0.0,0.0,0.0,35.6,5.8,-0.5,1024,1024,1024,1024,0,0,0,0,68,5.361,67.28,37.073492,P-GPS,,11.3
101,159900,2026-01-07 15:35:43,0.0,5,7.472,0.0,0.0,0.0,35.5,5.8,-0.1,1024,1024,1024,1024,0,0,0,0,68,5.361,67.28,37.073492,P-GPS,,11.3
102,160000,2026-01-07 15:35:43,0.0,5,7.472,0.0,0.0,0.0,35.5,5.3,-0.2,1024,1024,1024,1024,0,0,0,0,68,5.361,67.28,37.073492,P-GPS,,11.3
103,160100,2026-01-07 15:35:43,0.0,5,7.472,0.0,0.0,0.0,35.5,5.0,0.1,1024,1024,1024,1024,0,0,0,0,68,5.361,67.28,37.073492,P-GPS,,11.3
104,160200,2026-01-07 15:35:43,0.0,5,7.472,0.0,0.0,0.0,35.5,5.1,0.4,1024,1024,1024,1024,0,0,0,0,68,5.361,67.28,37.073492,P-GPS,,11.3
