index,time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
866,86600,2026-01-11 15:31:22,0.0,5,7.763,0.0,0.0,0.0,32.4,8.8,-10.5,1024,1024,1024,1024,0,0,0,0,92,5.312,61.34,165.68242,P-GPS,,50.5
867,86700,2026-01-11 15:31:22,0.0,5,7.763,0.0,0.0,0.0,32.4,8.7,-10.1,1024,1024,1024,1024,0,0,0,0,92,5.312,61.34,165.68242,P-GPS,,50.5
868,86800,2026-01-11 15:31:22,0.0,5,7.763,0.0,0.0,0.0,32.4,8.3,-10.1,1024,1024,1024,1024,0,0,0,0,92,5.312,61.34,165.68242,P-GPS,,50.5
869,86900,2026-01-11 15:31:22,0.0,5,7.763,0.0,0.0,0.0,32.5,8.1,-10.1,1024,1024,1024,1024,0,0,0,0,92,5.312,61.34,165.68242,P-GPS,,50.5
870,87000,2026-01-11 15:31:22,0.0,5,7.763,0.0,0.0,0.0,32.5,8.5,-9.9,1024,1024,1024,1024,0,0,0,0,92,5.312,61.34,165.68242,P-GPS,,50.5
871,87100,2026-01-11 15:31:23,0.0,5,7.763,0.0,0.0,0.0,32.5,8.2,-9.5,1024,1024,1024,1024,0,0,0,0,92,5.312,61.34,165.68242,P-GPS,,50.5
872,87200,2026-01-11 15:31:23,0.0,5,7.763,0.0,0.0,0.0,32.5,8.2,-9.5,1024,1024,1024,1024,0,0,0,0,92,5.312,61.34,165.68242,P-GPS,,50.5
873,87300,2026-01-11 15:31:23,0.0,5,7.763,0.0,0.0,0.0,32.6,7.9,-9.2,1024,1024,1024,1024,0,0,0,0,92,5.312,61.34,165.68242,P-GPS,,50.5
874,87400,2026-01-11 15:31:23,0.0,5,7.691,0.0,0.0,0.0,32.7,7.3,-8.6,1024,1024,1024,1024,0,0,0,0,92,4.94,61.34,165.68242,P-GPS,,50.5
875,87500,2026-01-11 15:31:23,0.0,5,7.691,0.0,0.0,0.0,32.6,7.9,-9.1,1024,1024,1024,1024,0,0,0,0,92,4.94,61.34,165.68242,P-GPS,,50.5
876,87600,2026-01-11 15:31:23,0.0,5,7.691,0.0,0.0,0.0,32.5,8.6,-9.2,1024,1024,1024,1024,0,0,0,0,92,4.94,61.34,165.68242,P-GPS,,50.5
877,87700,2026-01-11 15:31:23,0.0,5,7.691,0.0,0.0,0.0,32.6,8.3,-9.4,1024,1024,1024,1024,0,0,0,0,92,4.94,61.34,166.010504,P-GPS,,50.6
