index,time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
730,519300,2026-01-07 12:38:40,0.0,5,7.34,0.0,0.0,0.0,22.9,7.4,-0.1,1024,1024,1024,1024,0,0,0,0,63,5.653,73.22,166.666672,P-GPS,,50.8
731,519400,2026-01-07 12:38:40,0.0,5,7.34,0.0,0.0,0.0,22.9,7.0,-0.1,1024,1024,1024,1024,0,0,0,0,63,5.653,73.22,166.666672,P-GPS,,50.8
732,519500,2026-01-07 12:38:40,0.0,5,7.34,0.0,0.0,0.0,22.9,6.7,0.1,1024,1024,1024,1024,0,0,0,0,63,5.653,73.22,166.666672,P-GPS,,50.8
733,519600,2026-01-07 12:38:40,0.0,5,7.348,0.0,0.0,0.0,22.9,6.5,0.2,1024,1024,1024,1024,0,0,0,0,63,4.498,73.22,166.666672,P-GPS,,50.8
734,519700,2026-01-07 12:38:41,0.0,5,7.348,0.0,0.0,0.0,22.9,6.5,0.2,1024,1024,1024,1024,0,0,0,0,63,4.498,73.22,166.666672,P-GPS,,50.8
735,519800,2026-01-07 12:38:41,0.0,5,7.348,0.0,0.0,0.0,22.8,6.7,0.3,1024,1024,1024,1024,0,0,0,0,63,4.498,73.22,166.666672,P-GPS,,50.8
736,519900,2026-01-07 12:38:41,0.0,5,7.348,0.0,0.0,0.0,22.8,6.8,0.4,1024,1024,1024,1024,0,0,0,0,63,4.498,73.22,166.666672,P-GPS,,50.8
737,520000,2026-01-07 12:38:41,0.0,5,7.348,0.0,0.0,0.0,22.9,7.1,0.4,1024,1024,1024,1024,0,0,0,0,63,4.498,73.22,166.666672,P-GPS,,50.8
738,520100,2026-01-07 12:38:41,0.0,5,7.348,0.0,0.0,0.0,22.9,7.2,0.6,1024,1024,1024,1024,0,0,0,0,63,4.498,73.22,166.666672,P-GPS,,50.8
739,520200,2026-01-07 12:38:41,0.0,5,7.348,0.0,0.0,0.0,22.8,7.0,0.5,1024,1024,1024,1024,0,0,0,0,63,4.498,73.22,166.666672,P-GPS,,50.8
740,520300,2026-01-07 12:38:41,0.0,5,7.348,0.0,0.0,0.0,22.7,6.9,0.5,1024,1024,1024,1024,0,0,0,0,63,4.498,73.22,166.666672,P-GPS,,50.8
741,520400,2026-01-07 12:38:41,0.0,5,7.348,0.0,0.0,0.0,22.8,6.2,0.1,1024,1024,1024,1024,0,0,0,0,63,4.498,73.22,166.666672,P-GPS,,50.8
742,520500,2026-01-07 12:38:41,0.0,5,7.348,0.0,0.0,0.0,22.8,6.2,0.1,1024,1024,1024,1024,0,0,0,0,63,4.498,73.22,166.666672,P-GPS,,50.8
743,520600,2026-01-07 12:38:41,0.0,5,7.348,0.0,0.0,0.0,22.8,5.9,1.0,1024,1024,1024,1024,0,0,0,0,63,4.498,73.22,166.666672,P-GPS,,50.8
744,520700,2026-01-07 12:38:42,0.0,5,7.348,0.0,0.0,0.0,22.9,6.5,1.2,1024,1024,1024,1024,0,0,0,0,63,4.498,73.22,166.666672,P-GPS,,50.8
