time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
372800,2026-01-08 12:34:19,0.0,5,7.561,0.0,0.0,-4.250186,23.8,9.7,2.5,1024,1024,1684,1024,0,0,100,0,75,5.346,75.74,92.519688,P-GPS,,28.2
372900,2026-01-08 12:34:19,0.0,5,7.561,0.0,0.0,-4.250186,23.8,9.1,3.0,1024,1024,1684,1024,0,0,100,0,75,5.346,75.74,93.175856,P-GPS,,28.4
373000,2026-01-08 12:34:19,0.0,5,7.561,0.0,0.0,-4.47388,23.9,8.7,3.1,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,93.832024,P-GPS,,28.6
373100,2026-01-08 12:34:19,0.0,5,7.561,0.0,0.0,-4.47388,23.9,9.1,3.1,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,94.816276,P-GPS,,28.9
373200,2026-01-08 12:34:19,0.0,5,7.561,0.0,0.0,-4.250186,24.0,9.7,3.7,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,95.472444,P-GPS,,29.1
373300,2026-01-08 12:34:19,0.0,5,7.561,0.0,0.0,-3.35541,24.1,10.3,3.9,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,96.128612,P-GPS,,29.3
373400,2026-01-08 12:34:19,0.0,5,7.561,0.0,0.0,-2.684328,24.2,10.1,4.4,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,96.78478,P-GPS,,29.5
373500,2026-01-08 12:34:20,0.0,5,7.561,0.0,0.0,-1.789552,24.1,9.8,4.2,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,97.112864,P-GPS,,29.6
373600,2026-01-08 12:34:20,0.0,5,7.561,0.0,0.0,-1.11847,24.0,9.9,4.7,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,97.112864,P-GPS,,29.6
373700,2026-01-08 12:34:20,0.0,5,7.561,0.0,0.0,-0.671082,23.9,9.1,4.8,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,97.440948,P-GPS,,29.7
373800,2026-01-08 12:34:20,0.223694,5,7.561,0.0,-0.223694,-0.223694,23.9,8.8,4.9,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,97.440948,P-GPS,,29.7
373900,2026-01-08 12:34:20,0.223694,5,7.561,0.0,-0.223694,0.0,23.9,8.4,5.2,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,97.769032,P-GPS,,29.8
374000,2026-01-08 12:34:20,0.223694,5,7.561,0.0,-0.223694,0.0,23.8,8.3,5.0,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,97.769032,P-GPS,,29.8
374100,2026-01-08 12:34:20,0.223694,5,7.561,0.0,-0.223694,0.0,23.7,7.6,5.2,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,97.769032,P-GPS,,29.8
374200,2026-01-08 12:34:20,0.223694,5,7.561,0.0,-0.223694,0.0,23.8,6.6,5.6,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,97.769032,P-GPS,,29.8
374300,2026-01-08 12:34:20,0.223694,5,7.561,0.0,0.0,0.0,23.8,6.2,5.9,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,97.769032,P-GPS,,29.8
374400,2026-01-08 12:34:20,0.0,5,7.561,0.0,0.0,-0.223694,23.9,5.9,5.7,1024,1024,1024,1024,0,0,0,0,75,5.346,75.74,97.769032,P-GPS,,29.8
