index,time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
922,92200,2026-01-08 12:29:17,0.3131716,5,7.666,-0.223694,0.223694,0.0,24.5,10.6,5.3,1024,1024,1024,1024,0,0,0,0,93,6.489,66.2,163.713916,P-GPS,,49.9
923,92300,2026-01-08 12:29:17,0.3131716,5,7.666,-0.223694,0.223694,0.0,24.4,10.1,5.0,1024,1024,1024,1024,0,0,0,0,93,6.489,66.2,163.385832,P-GPS,,49.8
924,92400,2026-01-08 12:29:17,0.3131716,5,7.666,-0.223694,0.223694,0.0,24.5,10.6,5.0,1024,1024,1024,1024,0,0,0,0,93,6.489,66.2,163.385832,P-GPS,,49.8
925,92500,2026-01-08 12:29:17,0.3131716,5,7.666,-0.223694,0.223694,0.0,24.5,10.3,4.2,1024,1024,1024,1024,0,0,0,0,93,6.489,66.2,163.385832,P-GPS,,49.8
926,92600,2026-01-08 12:29:18,0.3131716,5,7.666,-0.223694,0.223694,-0.223694,24.4,9.4,4.2,1024,1024,1024,1024,0,0,0,0,93,6.489,66.2,163.057748,P-GPS,,49.7
927,92700,2026-01-08 12:29:18,0.3131716,5,7.666,-0.223694,0.223694,-0.447388,24.3,10.7,4.5,1024,1024,1024,1024,0,0,0,0,93,6.489,66.2,163.057748,P-GPS,,49.7
928,92800,2026-01-08 12:29:18,0.223694,5,7.666,0.0,0.223694,-0.223694,24.3,11.8,5.0,1024,1024,1024,1024,0,0,0,0,93,6.489,66.2,163.057748,P-GPS,,49.7
929,92900,2026-01-08 12:29:18,0.3131716,5,7.666,-0.223694,0.223694,0.0,24.5,12.2,5.0,1024,1024,1024,1024,0,0,0,0,93,6.489,66.2,162.729664,P-GPS,,49.6
930,93000,2026-01-08 12:29:18,0.3131716,5,7.666,-0.223694,0.223694,0.0,24.6,10.8,5.0,1024,1024,1024,1024,0,0,0,0,93,6.489,66.2,162.729664,P-GPS,,49.6
931,93100,2026-01-08 12:29:18,0.3131716,5,7.666,-0.223694,0.223694,0.0,24.5,11.7,3.8,1024,1024,1024,1024,0,0,0,0,93,6.489,66.2,162.729664,P-GPS,,49.6
932,93200,2026-01-08 12:29:18,0.3131716,5,7.711,-0.223694,0.223694,0.0,24.4,11.8,3.5,1024,1024,1024,1024,0,0,0,0,93,5.564,66.38,162.40158,P-GPS,,49.5
933,93300,2026-01-08 12:29:18,0.3131716,5,7.711,-0.223694,0.223694,0.0,24.3,11.1,3.1,1024,1024,1024,1024,0,0,0,0,93,5.564,66.38,162.40158,P-GPS,,49.5
934,93400,2026-01-08 12:29:18,0.3131716,5,7.711,-0.223694,0.223694,0.0,24.2,11.4,3.5,1024,1024,1024,1024,0,0,0,0,93,5.564,66.38,162.40158,P-GPS,,49.5
935,93500,2026-01-08 12:29:19,0.3131716,5,7.711,-0.223694,0.223694,0.0,24.3,11.5,3.0,1024,1024,1024,1024,0,0,0,0,93,5.564,66.38,162.40158,P-GPS,,49.5
936,93600,2026-01-08 12:29:19,0.223694,5,7.711,-0.223694,0.0,0.0,24.4,11.6,4.1,1024,1024,1024,1024,0,0,0,0,93,5.564,66.38,162.073496,P-GPS,,49.4
937,93700,2026-01-08 12:29:19,0.0,5,7.711,0.0,0.0,0.0,24.3,10.7,3.6,1024,1024,1024,1024,0,0,0,0,93,5.564,66.38,162.073496,P-GPS,,49.4
938,93800,2026-01-08 12:29:19,0.223694,5,7.711,-0.223694,0.0,-0.223694,24.2,11.2,3.7,1024,1024,1024,1024,0,0,0,0,93,5.564,66.38,162.40158,P-GPS,,49.5
939,93900,2026-01-08 12:29:19,0.223694,5,7.711,-0.223694,0.0,-0.223694,24.2,10.4,4.3,1024,1024,1024,1024,0,0,0,0,93,5.564,66.38,162.40158,P-GPS,,49.5
