index,time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
429,470800,2026-01-12 12:14:09,0.0,5,7.542,0.0,0.0,0.0,8.6,9.2,-4.0,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,95.800528,P-GPS,,29.2
430,470900,2026-01-12 12:14:09,0.223694,5,7.542,-0.223694,0.0,0.0,8.6,8.6,-4.6,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,95.800528,P-GPS,,29.2
431,471000,2026-01-12 12:14:09,0.3131716,5,7.542,-0.223694,0.223694,0.0,8.6,8.4,-4.9,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,96.128612,P-GPS,,29.3
432,471100,2026-01-12 12:14:09,0.3131716,5,7.542,-0.223694,0.223694,0.0,8.6,7.8,-5.2,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,96.128612,P-GPS,,29.3
433,471200,2026-01-12 12:14:09,0.223694,5,7.542,-0.223694,0.0,0.0,8.6,8.0,-5.9,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,96.128612,P-GPS,,29.3
434,471300,2026-01-12 12:14:09,0.223694,5,7.542,-0.223694,0.0,0.0,8.6,7.5,-5.8,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,96.128612,P-GPS,,29.3
435,471400,2026-01-12 12:14:09,0.223694,5,7.542,-0.223694,0.0,0.0,8.5,7.7,-5.7,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,96.128612,P-GPS,,29.3
436,471500,2026-01-12 12:14:10,0.223694,5,7.542,-0.223694,0.0,0.0,8.5,7.5,-5.6,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,95.800528,P-GPS,,29.2
437,471600,2026-01-12 12:14:10,0.223694,5,7.542,-0.223694,0.0,0.0,8.6,7.4,-5.5,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,95.800528,P-GPS,,29.2
438,471700,2026-01-12 12:14:10,0.0,5,7.542,0.0,0.0,0.0,8.6,7.3,-5.7,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,95.800528,P-GPS,,29.2
439,471800,2026-01-12 12:14:10,0.223694,5,7.542,-0.223694,0.0,0.0,8.8,6.7,-5.3,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,95.800528,P-GPS,,29.2
440,471900,2026-01-12 12:14:10,0.0,5,7.542,0.0,0.0,0.0,8.7,7.0,-5.2,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,95.800528,P-GPS,,29.2
441,472000,2026-01-12 12:14:10,0.223694,5,7.542,-0.223694,0.0,0.0,8.8,7.0,-5.0,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,95.472444,P-GPS,,29.1
442,472100,2026-01-12 12:14:10,0.0,5,7.542,0.0,0.0,0.0,8.8,6.8,-4.5,1024,1024,1024,1024,0,0,0,0,69,4.522,73.22,95.472444,P-GPS,,29.1
443,472200,2026-01-12 12:14:10,0.0,5,7.508,0.0,0.0,0.0,8.7,7.0,-4.6,1024,1024,1024,1024,0,0,0,0,69,4.212,73.22,95.472444,P-GPS,,29.1
444,472300,2026-01-12 12:14:10,0.0,5,7.508,0.0,0.0,0.0,8.7,8.0,-4.4,1024,1024,1024,1024,0,0,0,0,69,4.212,73.22,95.472444,P-GPS,,29.1
445,472400,2026-01-12 12:14:11,0.0,5,7.508,0.0,0.0,0.0,8.8,7.7,-4.0,1024,1024,1024,1024,0,0,0,0,69,4.212,73.22,95.472444,P-GPS,,29.1
446,472500,2026-01-12 12:14:11,0.0,5,7.508,0.0,0.0,0.0,8.8,7.3,-4.0,1024,1024,1024,1024,0,0,0,0,69,4.212,73.22,95.472444,P-GPS,,29.1
447,472600,2026-01-12 12:14:11,0.0,5,7.508,0.0,0.0,0.0,8.7,8.1,-4.8,1024,1024,1024,1024,0,0,0,0,69,4.212,73.22,95.472444,P-GPS,,29.1
