index,time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
809,221600,2026-01-13 12:23:18,0.0,5,7.753,0.0,0.0,0.0,6.4,4.0,-9.9,1024,1024,1024,1024,0,0,0,0,84,3.677,70.88,164.370084,P-GPS,,50.1
810,221700,2026-01-13 12:23:18,0.0,5,7.753,0.0,0.0,0.0,6.4,4.2,-9.8,1024,1024,1024,1024,0,0,0,0,84,3.677,70.88,164.698168,P-GPS,,50.2
811,221800,2026-01-13 12:23:18,0.0,5,7.753,0.0,0.0,0.0,6.4,4.0,-10.0,1024,1024,1024,1024,0,0,0,0,84,3.677,70.88,164.698168,P-GPS,,50.2
812,221900,2026-01-13 12:23:18,0.0,5,7.753,0.0,0.0,0.0,6.4,3.7,-10.0,1024,1024,1024,1024,0,0,0,0,84,3.677,70.88,164.698168,P-GPS,,50.2
813,222000,2026-01-13 12:23:18,0.0,5,7.753,0.0,0.0,0.0,6.4,4.0,-9.4,1024,1024,1024,1024,0,0,0,0,84,3.677,70.88,164.698168,P-GPS,,50.2
814,222100,2026-01-13 12:23:18,0.0,5,7.753,0.0,0.0,0.0,6.5,4.1,-9.0,1024,1024,1024,1024,0,0,0,0,84,3.677,70.88,164.698168,P-GPS,,50.2
815,222200,2026-01-13 12:23:18,0.0,5,7.753,0.0,0.0,0.0,6.5,4.2,-8.7,1024,1024,1024,1024,0,0,0,0,84,3.677,70.88,164.698168,P-GPS,,50.2
816,222300,2026-01-13 12:23:18,0.0,5,7.753,0.0,0.0,0.0,6.4,4.1,-8.1,1024,1024,1024,1024,0,0,0,0,84,3.677,70.88,164.698168,P-GPS,,50.2
817,222400,2026-01-13 12:23:18,0.0,5,7.753,0.0,0.0,0.0,6.3,3.9,-9.0,1024,1024,1024,1024,0,0,0,0,84,3.677,70.88,164.698168,P-GPS,,50.2
818,222500,2026-01-13 12:23:19,0.0,5,7.753,0.0,0.0,0.0,6.3,4.5,-9.1,1024,1024,1024,1024,0,0,0,0,84,3.677,70.88,164.698168,P-GPS,,50.2
819,222600,2026-01-13 12:23:19,0.0,5,7.753,0.0,0.0,0.0,6.3,4.2,-8.6,1024,1024,1024,1024,0,0,0,0,84,3.677,70.88,164.698168,P-GPS,,50.2
820,222700,2026-01-13 12:23:19,0.0,5,7.722,0.0,0.0,0.0,6.3,3.7,-8.4,1024,1024,1024,1024,0,0,0,0,84,4.091,70.88,164.698168,P-GPS,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),50.2
821,222800,2026-01-13 12:23:19,0.0,5,7.722,0.0,0.0,0.0,6.4,3.7,-8.3,1024,1024,1024,1024,0,0,0,0,84,4.091,70.88,164.698168,P-GPS,,50.2
822,222900,2026-01-13 12:23:19,0.0,5,7.722,0.0,0.0,0.0,6.4,3.9,-8.3,1024,1024,1024,1024,0,0,0,0,84,4.091,70.88,164.698168,P-GPS,,50.2
823,223000,2026-01-13 12:23:19,0.0,5,7.722,0.0,0.0,0.0,6.5,3.6,-8.5,1024,1024,1024,1024,0,0,0,0,84,4.091,70.88,164.698168,P-GPS,,50.2
824,223100,2026-01-13 12:23:19,0.0,5,7.722,0.0,0.0,0.0,6.7,2.3,-8.3,1024,1024,1024,1024,0,0,0,0,84,4.091,70.88,164.698168,P-GPS,,50.2
825,223200,2026-01-13 12:23:19,0.0,5,7.722,0.0,0.0,0.0,6.4,3.8,-8.3,1024,1024,1024,1024,0,0,0,0,84,4.091,70.88,164.698168,P-GPS,,50.2
826,223300,2026-01-13 12:23:19,0.0,5,7.722,0.0,0.0,0.0,6.5,3.9,-7.8,1024,1024,1024,1024,0,0,0,0,84,4.091,70.88,164.698168,P-GPS,,50.2
827,223400,2026-01-13 12:23:19,0.0,5,7.722,0.0,0.0,0.0,6.4,3.9,-8.1,1024,1024,1024,1024,0,0,0,0,84,4.091,70.88,164.698168,P-GPS,,50.2
828,223500,2026-01-13 12:23:20,0.0,5,7.722,0.0,0.0,0.0,6.4,4.1,-8.2,1024,1024,1024,1024,0,0,0,0,84,4.091,70.88,164.698168,P-GPS,,50.2
829,223600,2026-01-13 12:23:20,0.0,5,7.722,0.0,0.0,0.0,6.4,4.3,-8.5,1024,1024,1024,1024,0,0,0,0,84,4.091,70.88,164.698168,P-GPS,,50.2
830,223700,2026-01-13 12:23:20,0.0,5,7.722,0.0,0.0,0.0,6.4,4.7,-8.6,1024,1024,1024,1024,0,0,0,0,84,4.091,70.88,164.698168,P-GPS,,50.2
831,223800,2026-01-13 12:23:20,0.0,5,7.732,0.0,0.0,0.0,6.3,5.0,-8.6,1024,1024,1024,1024,0,0,0,0,84,3.995,70.88,164.698168,P-GPS,,50.2
832,223900,2026-01-13 12:23:20,0.0,5,7.732,0.0,0.0,0.0,6.4,5.0,-8.2,1024,1024,1024,1024,0,0,0,0,84,3.995,70.88,164.698168,P-GPS,,50.2
833,224000,2026-01-13 12:23:20,0.0,5,7.732,0.0,0.0,0.0,6.3,5.3,-8.2,1024,1024,1024,1024,0,0,0,0,84,3.995,70.88,164.698168,P-GPS,,50.2
834,224100,2026-01-13 12:23:20,0.0,5,7.732,0.0,0.0,0.0,6.3,5.3,-8.1,1024,1024,1024,1024,0,0,0,0,84,3.995,70.88,164.698168,P-GPS,,50.2
835,224200,2026-01-13 12:23:20,0.0,5,7.732,0.0,0.0,0.0,6.4,5.2,-8.1,1024,1024,1024,1024,0,0,0,0,84,3.995,70.88,164.698168,P-GPS,,50.2
836,224300,2026-01-13 12:23:20,0.0,5,7.732,0.0,0.0,0.0,6.4,5.0,-7.9,1024,1024,1024,1024,0,0,0,0,84,3.995,70.88,164.698168,P-GPS,,50.2
837,224400,2026-01-13 12:23:20,0.0,5,7.732,0.0,0.0,0.0,6.4,5.0,-7.8,1024,1024,1024,1024,0,0,0,0,84,3.995,70.88,164.698168,P-GPS,,50.2
838,224500,2026-01-13 12:23:21,0.0,5,7.732,0.0,0.0,0.0,6.4,4.8,-7.8,1024,1024,1024,1024,0,0,0,0,84,3.995,70.88,164.698168,P-GPS,,50.2
839,224600,2026-01-13 12:23:21,0.0,5,7.732,0.0,0.0,0.0,6.4,4.9,-7.7,1024,1024,1024,1024,0,0,0,0,84,3.995,70.88,164.698168,P-GPS,,50.2
840,224700,2026-01-13 12:23:21,0.0,5,7.732,0.0,0.0,0.0,6.4,4.8,-7.8,1024,1024,1024,1024,0,0,0,0,84,3.995,70.88,164.698168,P-GPS,,50.2
841,224800,2026-01-13 12:23:21,0.0,5,7.732,0.0,0.0,0.0,6.3,5.0,-8.4,1024,1024,1024,1024,0,0,0,0,84,3.995,70.88,164.698168,P-GPS,,50.2
842,224900,2026-01-13 12:23:21,0.0,5,7.734,0.0,0.0,0.0,6.3,5.2,-8.4,1024,1024,1024,1024,0,0,0,0,84,4.01,71.06,164.698168,P-GPS,,50.2
843,225000,2026-01-13 12:23:21,0.0,5,7.734,0.0,0.0,0.0,6.4,4.9,-8.2,1024,1024,1024,1024,0,0,0,0,84,4.01,71.06,164.698168,P-GPS,,50.2
844,225100,2026-01-13 12:23:21,0.0,5,7.734,0.0,0.0,0.0,6.4,4.6,-8.2,1024,1024,1024,1024,0,0,0,0,84,4.01,71.06,164.698168,P-GPS,,50.2
845,225200,2026-01-13 12:23:21,0.0,5,7.734,0.0,0.0,0.0,6.3,5.4,-8.3,1024,1024,1024,1024,0,0,0,0,84,4.01,71.06,164.698168,P-GPS,,50.2
846,225300,2026-01-13 12:23:21,0.0,5,7.734,0.0,0.0,0.0,6.3,5.6,-8.1,1024,1024,1024,1024,0,0,0,0,84,4.01,71.06,164.370084,P-GPS,,50.1
847,225400,2026-01-13 12:23:21,0.0,5,7.734,0.0,0.0,0.0,6.4,5.2,-8.3,1024,1024,1024,1024,0,0,0,0,84,4.01,71.06,164.370084,P-GPS,,50.1
848,225500,2026-01-13 12:23:22,0.0,5,7.734,0.0,0.0,0.0,6.3,5.4,-8.6,1024,1024,1024,1024,0,0,0,0,84,4.01,71.06,164.370084,P-GPS,,50.1
849,225600,2026-01-13 12:23:22,0.0,5,7.734,0.0,0.0,0.0,6.4,4.4,-8.2,1024,1024,1024,1024,0,0,0,0,84,4.01,71.06,164.370084,P-GPS,,50.1
850,225700,2026-01-13 12:23:22,0.0,5,7.734,0.0,0.0,0.0,6.5,4.4,-8.6,1024,1024,1024,1024,0,0,0,0,84,4.01,71.06,164.370084,P-GPS,,50.1
851,225800,2026-01-13 12:23:22,0.0,5,7.734,0.0,0.0,0.0,6.5,4.2,-8.9,1024,1024,1024,1024,0,0,0,0,84,4.01,71.06,164.370084,P-GPS,,50.1
852,225900,2026-01-13 12:23:22,0.0,5,7.734,0.0,0.0,0.0,6.5,4.2,-8.9,1024,1024,1024,1024,0,0,0,0,84,4.01,71.06,164.370084,P-GPS,,50.1
853,226000,2026-01-13 12:23:22,0.0,5,7.726,0.0,0.0,0.0,6.4,4.3,-8.8,1024,1024,1024,1024,0,0,0,0,84,4.198,71.06,164.370084,P-GPS,,50.1
854,226100,2026-01-13 12:23:22,0.0,5,7.726,0.0,0.0,0.0,6.5,4.1,-8.6,1024,1024,1024,1024,0,0,0,0,84,4.198,71.06,164.370084,P-GPS,,50.1
855,226200,2026-01-13 12:23:22,0.0,5,7.726,0.0,0.0,0.0,6.5,4.2,-8.1,1024,1024,1024,1024,0,0,0,0,84,4.198,71.06,164.370084,P-GPS,,50.1
856,226300,2026-01-13 12:23:22,0.0,5,7.726,0.0,0.0,0.0,6.5,4.2,-7.9,1024,1024,1024,1024,0,0,0,0,84,4.198,71.06,164.370084,P-GPS,,50.1
857,226400,2026-01-13 12:23:22,0.0,5,7.726,0.0,0.0,0.0,6.5,4.4,-7.7,1024,1024,1024,1024,0,0,0,0,84,4.198,71.06,164.042,P-GPS,,50.0
858,226500,2026-01-13 12:23:22,0.0,5,7.726,0.0,0.0,0.0,6.5,4.2,-7.5,1024,1024,1024,1024,0,0,0,0,84,4.198,71.06,164.042,P-GPS,,50.0
859,226600,2026-01-13 12:23:23,0.0,5,7.726,0.0,0.0,0.0,6.4,4.7,-7.1,1024,1024,1024,1024,0,0,0,0,84,4.198,71.06,164.042,P-GPS,,50.0
860,226700,2026-01-13 12:23:23,0.0,5,7.726,0.0,0.0,0.0,6.5,4.5,-7.1,1024,1024,1024,1024,0,0,0,0,84,4.198,71.06,164.042,P-GPS,,50.0
861,226800,2026-01-13 12:23:23,0.0,5,7.726,0.0,0.0,0.0,6.5,4.4,-7.1,1024,1024,1024,1024,0,0,0,0,84,4.198,71.06,164.042,P-GPS,,50.0
