index,time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
418,367500,2026-01-06 16:47:49,0.0,5,7.122,0.0,0.0,0.0,10.1,2.5,-7.3,1024,1024,1024,1024,0,0,0,0,53,6.245,75.38,101.049872,P-GPS,,30.8
419,367600,2026-01-06 16:47:49,0.0,5,7.122,0.0,0.0,0.0,10.4,2.4,-7.1,1024,1024,1024,1024,0,0,0,0,53,6.245,75.38,101.377956,P-GPS,,30.9
420,367700,2026-01-06 16:47:49,0.0,5,7.122,0.0,0.0,0.0,10.4,1.9,-7.1,1024,1024,1024,1024,0,0,0,0,53,6.245,75.38,101.377956,P-GPS,,30.9
421,367800,2026-01-06 16:47:49,0.0,5,7.122,0.0,0.0,0.0,10.3,1.8,-7.3,1024,1024,1024,1024,0,0,0,0,53,6.245,75.38,101.377956,P-GPS,,30.9
422,367900,2026-01-06 16:47:49,0.0,5,7.122,0.0,0.0,0.0,10.3,2.0,-7.5,1024,1024,1024,1024,0,0,0,0,53,6.245,75.38,101.377956,P-GPS,,30.9
423,368000,2026-01-06 16:47:49,0.0,5,7.122,0.0,0.0,0.0,10.2,1.9,-7.3,1024,1024,1024,1024,0,0,0,0,53,6.245,75.38,101.377956,P-GPS,,30.9
424,368100,2026-01-06 16:47:49,0.0,5,7.158,0.0,0.0,0.0,10.1,1.7,-6.9,1024,1024,1024,1024,0,0,0,0,53,5.118,75.38,101.377956,P-GPS,,30.9
425,368200,2026-01-06 16:47:50,0.0,5,7.158,0.0,0.0,0.0,10.3,1.0,-6.8,1024,1024,1024,1024,0,0,0,0,53,5.118,75.38,101.377956,P-GPS,,30.9
426,368300,2026-01-06 16:47:50,0.0,5,7.158,0.0,0.0,0.0,10.4,0.8,-7.2,1024,1024,1024,1024,0,0,0,0,53,5.118,75.38,101.377956,P-GPS,,30.9
427,368400,2026-01-06 16:47:50,0.223694,5,7.158,-0.223694,0.0,0.0,10.6,0.0,-7.4,1024,1024,1024,1024,0,0,0,0,53,5.118,75.38,101.377956,P-GPS,,30.9
428,368500,2026-01-06 16:47:50,0.223694,5,7.158,-0.223694,0.0,0.0,10.7,-0.7,-7.5,1024,1024,1024,1024,0,0,0,0,53,5.118,75.38,101.377956,P-GPS,,30.9
429,368600,2026-01-06 16:47:50,0.0,5,7.158,0.0,0.0,0.0,10.5,-0.5,-7.5,1024,1024,1024,1024,0,0,0,0,53,5.118,75.38,101.70604,P-GPS,,31.0
430,368700,2026-01-06 16:47:50,0.0,5,7.158,0.0,0.0,0.0,10.5,-0.7,-7.8,1024,1024,1024,1024,0,0,0,0,53,5.118,75.38,101.70604,P-GPS,,31.0
431,368800,2026-01-06 16:47:50,0.223694,5,7.158,-0.223694,0.0,0.0,10.5,-1.0,-8.3,1024,1024,1024,1024,0,0,0,0,53,5.118,75.38,101.70604,P-GPS,,31.0
432,368900,2026-01-06 16:47:50,0.223694,5,7.158,0.0,0.0,0.0,10.6,-1.0,-8.4,1024,1024,1024,1024,0,0,0,0,53,5.118,75.38,101.70604,P-GPS,,31.0
433,369000,2026-01-06 16:47:50,0.0,5,7.158,0.0,0.0,0.0,10.8,-1.2,-8.4,1024,1024,1024,1024,0,0,0,0,53,5.118,75.38,101.70604,P-GPS,,31.0
434,369100,2026-01-06 16:47:50,0.0,5,7.158,0.0,0.0,0.0,10.6,-0.8,-9.3,1024,1024,1024,1024,0,0,0,0,53,5.118,75.38,101.70604,P-GPS,,31.0
435,369200,2026-01-06 16:47:51,0.0,5,7.177,0.0,0.0,0.0,10.3,0.0,-8.9,1024,1024,1024,1024,0,0,0,0,53,5.17,75.56,101.70604,P-GPS,,31.0
436,369300,2026-01-06 16:47:51,0.0,5,7.177,0.0,0.0,0.0,10.8,-0.4,-8.7,1024,1024,1024,1024,0,0,0,0,53,5.17,75.56,101.70604,P-GPS,,31.0
437,369400,2026-01-06 16:47:51,0.0,5,7.177,0.0,0.0,0.0,10.7,-0.1,-9.7,1024,1024,1024,1024,0,0,0,0,53,5.17,75.56,101.70604,P-GPS,,31.0
438,369500,2026-01-06 16:47:51,0.0,5,7.177,0.0,0.0,0.0,10.3,1.0,-10.0,1024,1024,1024,1024,0,0,0,0,53,5.17,75.56,101.70604,P-GPS,,31.0
439,369600,2026-01-06 16:47:51,0.0,5,7.177,0.0,0.0,0.0,10.2,0.9,-9.4,1024,1024,1024,1024,0,0,0,0,53,5.17,75.56,101.70604,P-GPS,,31.0
440,369700,2026-01-06 16:47:51,0.0,5,7.177,0.0,0.0,0.0,10.6,0.6,-8.4,1024,1024,1024,1024,0,0,0,0,53,5.17,75.56,101.70604,P-GPS,,31.0
441,369800,2026-01-06 16:47:51,0.0,5,7.177,0.0,0.0,0.0,10.6,0.0,-8.3,1024,1024,1024,1024,0,0,0,0,53,5.17,75.56,101.70604,P-GPS,,31.0
442,369900,2026-01-06 16:47:51,0.0,5,7.177,0.0,0.0,0.0,10.8,-0.3,-8.3,1024,1024,1024,1024,0,0,0,0,53,5.17,75.56,101.70604,P-GPS,,31.0
443,370000,2026-01-06 16:47:51,0.0,5,7.177,0.0,0.0,0.0,10.9,-0.8,-7.9,1024,1024,1024,1024,0,0,0,0,53,5.17,75.56,101.70604,P-GPS,,31.0
444,370100,2026-01-06 16:47:51,0.0,5,7.177,0.0,0.0,0.0,10.9,-0.8,-8.0,1024,1024,1024,1024,0,0,0,0,53,5.17,75.56,101.70604,P-GPS,,31.0
445,370200,2026-01-06 16:47:52,0.0,5,7.177,0.0,0.0,0.0,10.6,-0.7,-9.3,1024,1024,1024,1024,0,0,0,0,53,5.17,75.56,101.70604,P-GPS,,31.0
446,370300,2026-01-06 16:47:52,0.0,5,7.182,0.0,0.0,0.0,10.2,1.3,-10.3,1024,1024,1024,1024,0,0,0,0,53,4.978,75.56,101.70604,P-GPS,,31.0
447,370400,2026-01-06 16:47:52,0.0,5,7.182,0.0,0.0,0.0,10.3,1.7,-9.9,1024,1024,1024,1024,0,0,0,0,53,4.978,75.56,101.377956,P-GPS,,30.9
448,370500,2026-01-06 16:47:52,0.0,5,7.182,0.0,0.0,0.0,10.4,1.5,-9.5,1024,1024,1024,1024,0,0,0,0,53,4.978,75.56,101.377956,P-GPS,,30.9
449,370600,2026-01-06 16:47:52,0.0,5,7.182,0.0,0.0,0.0,10.6,0.8,-8.9,1024,1024,1024,1024,0,0,0,0,53,4.978,75.56,101.377956,P-GPS,,30.9
450,370700,2026-01-06 16:47:52,0.0,5,7.182,0.0,0.0,0.0,10.5,0.4,-9.0,1024,1024,1024,1024,0,0,0,0,53,4.978,75.56,101.049872,P-GPS,,30.8
451,370800,2026-01-06 16:47:52,0.0,5,7.182,0.0,0.0,0.0,10.4,0.5,-8.7,1024,1024,1024,1024,0,0,0,0,53,4.978,75.56,101.049872,P-GPS,,30.8
452,370900,2026-01-06 16:47:52,0.0,5,7.182,0.0,0.0,0.0,10.5,0.1,-8.6,1024,1024,1024,1024,0,0,0,0,53,4.978,75.56,101.049872,P-GPS,,30.8
453,371000,2026-01-06 16:47:52,0.0,5,7.182,0.0,0.0,0.0,10.5,0.1,-8.3,1024,1024,1024,1024,0,0,0,0,53,4.978,75.56,101.049872,P-GPS,,30.8
454,371100,2026-01-06 16:47:53,0.0,5,7.182,0.0,0.0,0.0,10.4,0.5,-8.1,1024,1024,1024,1024,0,0,0,0,53,4.978,75.56,101.049872,P-GPS,,30.8
455,371200,2026-01-06 16:47:53,0.0,5,7.182,0.0,0.0,0.0,10.5,0.0,-8.8,1024,1024,1024,1024,0,0,0,0,53,4.978,75.56,100.721788,P-GPS,,30.7
456,371300,2026-01-06 16:47:53,0.0,5,7.182,0.0,0.0,0.0,10.6,0.0,-8.9,1024,1024,1024,1024,0,0,0,0,53,4.978,75.56,100.721788,P-GPS,,30.7
457,371400,2026-01-06 16:47:53,0.0,5,7.167,0.0,0.0,0.0,10.5,-0.2,-8.9,1024,1024,1024,1024,0,0,0,0,53,5.28,75.74,100.721788,P-GPS,,30.7
458,371500,2026-01-06 16:47:53,0.0,5,7.167,0.0,0.0,0.0,10.6,-0.7,-8.5,1024,1024,1024,1024,0,0,0,0,53,5.28,75.74,100.721788,P-GPS,,30.7
459,371600,2026-01-06 16:47:53,0.0,5,7.167,0.0,0.0,0.0,10.8,-1.5,-8.1,1024,1024,1024,1024,0,0,0,0,53,5.28,75.74,100.393704,P-GPS,,30.6
460,371700,2026-01-06 16:47:53,0.0,5,7.167,0.0,0.0,0.0,11.0,-1.8,-8.4,1024,1024,1024,1024,0,0,0,0,53,5.28,75.74,100.393704,P-GPS,,30.6
461,371800,2026-01-06 16:47:53,0.0,5,7.167,0.0,0.0,0.0,10.9,-2.2,-8.0,1024,1024,1024,1024,0,0,0,0,53,5.28,75.74,100.393704,P-GPS,,30.6
462,371900,2026-01-06 16:47:53,0.0,5,7.167,0.0,0.0,0.0,10.4,-1.0,-8.2,1024,1024,1024,1024,0,0,0,0,53,5.28,75.74,100.06562,P-GPS,,30.5
463,372000,2026-01-06 16:47:53,0.0,5,7.167,0.0,0.0,0.0,10.2,-0.3,-8.5,1024,1024,1024,1024,0,0,0,0,53,5.28,75.74,100.06562,P-GPS,,30.5
464,372100,2026-01-06 16:47:54,0.0,5,7.167,0.0,0.0,0.0,10.2,0.7,-8.4,1024,1024,1024,1024,0,0,0,0,53,5.28,75.74,100.06562,P-GPS,,30.5
465,372200,2026-01-06 16:47:54,0.0,5,7.167,0.0,0.0,0.0,10.1,0.6,-8.7,1024,1024,1024,1024,0,0,0,0,53,5.28,75.74,100.06562,P-GPS,,30.5
466,372300,2026-01-06 16:47:54,0.0,5,7.167,0.0,0.0,0.0,10.1,1.0,-8.5,1024,1024,1024,1024,0,0,0,0,53,5.28,75.74,100.06562,P-GPS,,30.5
467,372400,2026-01-06 16:47:54,0.223694,5,7.167,0.223694,0.0,0.0,9.9,2.0,-8.4,1024,1024,1024,1024,0,0,0,0,53,5.28,75.74,99.737536,P-GPS,,30.4
468,372500,2026-01-06 16:47:54,0.0,5,7.155,0.0,0.0,0.0,10.1,2.0,-7.6,1024,1024,1024,1024,0,0,0,0,53,5.324,75.74,99.737536,P-GPS,,30.4
469,372600,2026-01-06 16:47:54,0.0,5,7.155,0.0,0.0,0.0,10.2,1.2,-7.3,1024,1024,1024,1024,0,0,0,0,53,5.324,75.74,99.737536,P-GPS,,30.4
470,372700,2026-01-06 16:47:54,0.0,5,7.155,0.0,0.0,0.0,10.2,1.4,-7.2,1024,1024,1024,1024,0,0,0,0,53,5.324,75.74,99.737536,P-GPS,,30.4
471,372800,2026-01-06 16:47:54,0.0,5,7.155,0.0,0.0,0.0,10.1,2.1,-7.8,1024,1024,1024,1024,0,0,0,0,53,5.324,75.74,99.737536,P-GPS,,30.4
472,372900,2026-01-06 16:47:54,0.0,5,7.155,0.0,0.0,0.0,10.0,2.3,-7.9,1024,1024,1024,1024,0,0,0,0,53,5.324,75.74,99.737536,P-GPS,,30.4
473,373000,2026-01-06 16:47:54,0.0,5,7.155,0.0,0.0,0.0,10.0,2.5,-8.1,1024,1024,1024,1024,0,0,0,0,53,5.324,75.74,99.737536,P-GPS,,30.4
474,373100,2026-01-06 16:47:55,0.0,5,7.155,0.0,0.0,0.0,10.1,1.8,-7.6,1024,1024,1024,1024,0,0,0,0,53,5.324,75.74,99.409452,P-GPS,,30.3
475,373200,2026-01-06 16:47:55,0.0,5,7.155,0.0,0.0,0.0,10.1,2.1,-7.6,1024,1024,1024,1024,0,0,0,0,53,5.324,75.74,99.409452,P-GPS,,30.3
476,373300,2026-01-06 16:47:55,0.0,5,7.155,0.0,0.0,0.0,10.0,2.6,-7.8,1024,1024,1024,1024,0,0,0,0,53,5.324,75.74,99.409452,P-GPS,,30.3
477,373400,2026-01-06 16:47:55,0.0,5,7.155,0.0,0.0,0.0,10.0,3.0,-7.9,1024,1024,1024,1024,0,0,0,0,53,5.324,75.74,99.409452,P-GPS,,30.3
478,373500,2026-01-06 16:47:55,0.0,5,7.155,0.0,0.0,0.0,10.0,3.1,-8.0,1024,1024,1024,1024,0,0,0,0,53,5.324,75.74,99.409452,P-GPS,,30.3
479,373600,2026-01-06 16:47:55,0.0,5,7.155,0.0,0.0,0.0,10.1,3.4,-8.2,1024,1024,1024,1024,0,0,0,0,53,5.324,75.74,99.409452,P-GPS,,30.3
480,373700,2026-01-06 16:47:55,0.0,5,7.152,0.0,0.0,0.0,10.1,3.2,-8.4,1024,1024,1024,1024,0,0,0,0,53,5.404,75.74,99.409452,P-GPS,,30.3
481,373800,2026-01-06 16:47:55,0.0,5,7.152,0.0,0.0,0.0,10.1,3.0,-8.5,1024,1024,1024,1024,0,0,0,0,53,5.404,75.74,99.409452,P-GPS,,30.3
482,373900,2026-01-06 16:47:55,0.0,5,7.152,0.0,0.0,0.0,10.2,2.6,-8.6,1024,1024,1024,1024,0,0,0,0,53,5.404,75.74,99.409452,P-GPS,,30.3
483,374000,2026-01-06 16:47:55,0.0,5,7.152,0.0,0.0,0.0,10.3,2.4,-8.6,1024,1024,1024,1024,0,0,0,0,53,5.404,75.74,99.737536,P-GPS,,30.4
484,374100,2026-01-06 16:47:56,0.0,5,7.152,0.0,0.0,0.0,10.2,2.5,-9.0,1024,1024,1024,1024,0,0,0,0,53,5.404,75.74,99.737536,P-GPS,,30.4
