index,time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
103,456500,2026-01-07 12:37:37,0.0,5,7.462,0.0,0.0,0.0,23.0,6.3,3.9,1024,1024,1024,1024,0,0,0,0,68,5.562,72.68,35.433072,P-GPS,,10.8
104,456600,2026-01-07 12:37:37,0.0,5,7.462,0.0,0.0,0.0,23.0,6.2,3.9,1024,1024,1024,1024,0,0,0,0,68,5.562,72.68,35.433072,P-GPS,,10.8
105,456700,2026-01-07 12:37:38,0.0,5,7.462,0.0,0.0,0.0,23.0,6.1,4.0,1024,1024,1024,1024,0,0,0,0,68,5.562,72.68,35.433072,P-GPS,,10.8
106,456800,2026-01-07 12:37:38,0.0,5,7.462,0.0,0.0,0.0,23.0,6.4,4.2,1024,1024,1024,1024,0,0,0,0,68,5.562,72.68,35.433072,P-GPS,,10.8
107,456900,2026-01-07 12:37:38,0.0,5,7.462,0.0,0.0,0.0,23.0,5.9,4.1,1024,1024,1024,1024,0,0,0,0,68,5.562,72.68,35.104988,P-GPS,,10.7
108,457000,2026-01-07 12:37:38,0.0,5,7.462,0.0,0.0,0.0,23.0,5.9,4.0,1024,1024,1024,1024,0,0,0,0,68,5.562,72.68,35.104988,P-GPS,,10.7
109,457100,2026-01-07 12:37:38,0.0,5,7.429,0.0,0.0,0.0,22.9,5.9,3.9,1024,1024,1024,1024,0,0,0,0,67,4.969,72.68,35.104988,P-GPS,SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),10.7
110,457200,2026-01-07 12:37:38,0.0,5,7.429,0.0,0.0,0.0,22.9,5.7,3.8,1024,1024,1024,1024,0,0,0,0,67,4.969,72.68,35.104988,P-GPS,,10.7
111,457300,2026-01-07 12:37:38,0.0,5,7.429,0.0,0.0,0.0,22.9,5.5,3.7,1024,1024,1024,1024,0,0,0,0,67,4.969,72.68,35.104988,P-GPS,,10.7
112,457400,2026-01-07 12:37:38,0.0,5,7.429,0.0,0.0,0.0,23.0,5.5,3.7,1024,1024,1024,1024,0,0,0,0,67,4.969,72.68,34.776904,P-GPS,,10.6
113,457500,2026-01-07 12:37:38,0.0,5,7.429,0.0,0.0,0.0,23.0,5.6,3.8,1024,1024,1024,1024,0,0,0,0,67,4.969,72.68,34.776904,P-GPS,,10.6
114,457600,2026-01-07 12:37:38,0.0,5,7.429,0.0,0.0,0.0,23.0,5.7,3.9,1024,1024,1024,1024,0,0,0,0,67,4.969,72.68,34.776904,P-GPS,,10.6
115,457700,2026-01-07 12:37:39,0.0,5,7.429,0.0,0.0,0.0,23.0,5.8,3.7,1024,1024,1024,1024,0,0,0,0,67,4.969,72.68,34.776904,P-GPS,,10.6
116,457800,2026-01-07 12:37:39,0.0,5,7.429,0.0,0.0,0.0,22.9,5.7,3.4,1024,1024,1024,1024,0,0,0,0,67,4.969,72.68,34.44882,P-GPS,,10.5
117,457900,2026-01-07 12:37:39,0.0,5,7.429,0.0,0.0,0.0,22.9,5.6,3.3,1024,1024,1024,1024,0,0,0,0,67,4.969,72.68,34.44882,P-GPS,,10.5
118,458000,2026-01-07 12:37:39,0.0,5,7.429,0.0,0.0,0.0,22.9,5.6,3.3,1024,1024,1024,1024,0,0,0,0,67,4.969,72.68,34.44882,P-GPS,,10.5
119,458100,2026-01-07 12:37:39,0.0,5,7.429,0.0,0.0,0.0,22.9,5.4,3.2,1024,1024,1024,1024,0,0,0,0,67,4.969,72.68,34.44882,P-GPS,,10.5
120,458200,2026-01-07 12:37:39,0.0,5,7.435,0.0,0.0,0.0,22.9,5.0,3.3,1024,1024,1024,1024,0,0,0,0,67,4.997,72.68,34.44882,P-GPS,,10.5
121,458300,2026-01-07 12:37:39,0.0,5,7.435,0.0,0.0,0.0,22.9,5.1,3.4,1024,1024,1024,1024,0,0,0,0,67,4.997,72.68,34.120736,P-GPS,,10.4
