index,time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
380,108100,2026-01-13 17:34:03,0.223694,5,7.779,-0.223694,0.0,0.0,41.8,9.7,-6.5,1024,1024,1024,1024,0,0,0,0,91,4.097,67.28,97.112864,P-GPS,,29.6
381,108200,2026-01-13 17:34:03,0.223694,5,7.779,-0.223694,0.0,0.0,42.0,9.1,-6.9,1024,1024,1024,1024,0,0,0,0,91,4.097,67.28,97.112864,P-GPS,,29.6
382,108300,2026-01-13 17:34:03,0.0,5,7.779,0.0,0.0,0.0,41.9,9.1,-6.6,1024,1024,1024,1024,0,0,0,0,91,4.097,67.28,97.112864,P-GPS,,29.6
383,108400,2026-01-13 17:34:03,0.0,5,7.779,0.0,0.0,0.0,41.8,9.5,-7.1,1024,1024,1024,1024,0,0,0,0,91,4.097,67.28,97.112864,P-GPS,,29.6
384,108500,2026-01-13 17:34:03,0.0,5,7.779,0.0,0.0,0.0,41.9,10.0,-6.0,1024,1024,1024,1024,0,0,0,0,91,4.097,67.28,96.78478,P-GPS,,29.5
385,108600,2026-01-13 17:34:03,0.0,5,7.779,0.0,0.0,0.0,42.0,9.9,-5.0,1024,1024,1024,1024,0,0,0,0,91,4.097,67.28,96.78478,P-GPS,,29.5
386,108700,2026-01-13 17:34:04,0.0,5,7.779,0.0,0.0,0.0,41.9,11.2,-5.9,1024,1024,1024,1024,0,0,0,0,91,4.097,67.28,96.78478,P-GPS,,29.5
387,108800,2026-01-13 17:34:04,0.0,5,7.779,0.0,0.0,0.0,41.8,11.5,-5.5,1024,1024,1024,1024,0,0,0,0,91,4.097,67.28,96.456696,P-GPS,,29.4
388,108900,2026-01-13 17:34:04,0.0,5,7.779,0.0,0.0,0.0,41.8,11.7,-5.1,1024,1024,1024,1024,0,0,0,0,91,4.097,67.28,96.456696,P-GPS,,29.4
389,109000,2026-01-13 17:34:04,0.0,5,7.787,0.223694,0.0,0.0,41.8,12.4,-5.1,1024,1024,1024,1024,0,0,0,0,91,4.609,67.28,96.456696,P-GPS,,29.4
