time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
197300,2026-01-07 15:36:20,0.0,5,7.356,0.0,0.0,-4.250186,35.5,5.7,1.2,1024,1024,1684,1024,0,0,100,0,66,5.574,68.54,92.191604,P-GPS,,28.1
197400,2026-01-07 15:36:20,0.0,5,7.356,0.0,0.0,-4.250186,35.4,5.3,1.3,1024,1024,1684,1024,0,0,100,0,66,5.574,68.54,92.847772,P-GPS,,28.3
197500,2026-01-07 15:36:21,0.0,5,7.356,0.0,0.0,-4.250186,35.4,4.8,1.3,1024,1024,1684,1024,0,0,100,0,66,5.574,68.54,93.50394,P-GPS,,28.5
197600,2026-01-07 15:36:21,0.0,5,7.356,0.0,0.0,-4.250186,35.4,4.6,1.3,1024,1024,1684,1024,0,0,100,0,66,5.574,68.54,94.488192,P-GPS,,28.8
197700,2026-01-07 15:36:21,0.0,5,7.356,0.0,0.0,-4.47388,35.5,4.5,1.8,1024,1024,1684,1024,0,0,100,0,66,5.574,68.54,95.14436,P-GPS,,29.0
197800,2026-01-07 15:36:21,0.0,5,7.356,0.0,0.0,-4.47388,35.5,4.8,2.1,1024,1024,1684,1024,0,0,100,0,66,5.574,68.54,95.800528,P-GPS,,29.2
197900,2026-01-07 15:36:21,0.0,5,7.356,0.0,0.0,-4.47388,35.5,4.6,1.9,1024,1024,1684,1024,0,0,100,0,66,5.574,68.54,96.456696,P-GPS,,29.4
198000,2026-01-07 15:36:21,0.0,5,7.356,0.0,0.0,-4.250186,35.5,4.3,1.4,1024,1024,1024,1024,0,0,0,0,66,5.574,68.54,97.112864,P-GPS,,29.6
198100,2026-01-07 15:36:21,0.0,5,7.356,0.0,0.0,-4.47388,35.5,4.4,1.2,1024,1024,1024,1024,0,0,0,0,66,5.574,68.54,97.769032,P-GPS,,29.8
198200,2026-01-07 15:36:21,0.0,5,7.356,0.0,0.0,-4.250186,35.5,4.6,1.4,1024,1024,1024,1024,0,0,0,0,66,5.574,68.54,98.4252,P-GPS,,30.0
198300,2026-01-07 15:36:21,0.0,5,7.335,0.0,0.0,-4.250186,35.6,4.6,1.3,1024,1024,1024,1024,0,0,0,0,66,5.933,68.72,99.081368,P-GPS,,30.2
