time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
269200,2026-01-06 16:42:34,0.0,5,7.351,0.0,0.0,0.0,21.8,6.4,-3.5,1024,1024,1024,1024,0,0,0,0,61,4.727,72.14,168.307092,P-GPS,,51.3
269300,2026-01-06 16:42:34,0.0,5,7.351,0.0,0.0,0.0,21.7,6.3,-3.8,1024,1024,1024,1024,0,0,0,0,61,4.727,72.14,168.307092,P-GPS,,51.3
269400,2026-01-06 16:42:35,0.0,5,7.351,0.0,0.0,0.0,21.7,6.1,-4.0,1024,1024,1024,1024,0,0,0,0,61,4.727,72.14,168.635176,P-GPS,,51.4
269500,2026-01-06 16:42:35,0.0,5,7.351,0.0,0.0,0.0,21.7,6.1,-3.7,1024,1024,1024,1024,0,0,0,0,61,4.727,72.14,168.635176,P-GPS,,51.4
269600,2026-01-06 16:42:35,0.0,5,7.351,0.0,0.0,0.0,21.7,6.1,-3.7,1024,1024,1024,1024,0,0,0,0,61,4.727,72.14,168.96326,P-GPS,,51.5
269700,2026-01-06 16:42:35,0.0,5,7.351,0.0,0.0,0.0,21.7,6.6,-4.0,1024,1024,1024,1024,0,0,0,0,61,4.727,72.14,168.96326,P-GPS,,51.5
269800,2026-01-06 16:42:35,0.0,5,7.351,0.0,0.0,0.0,21.7,6.4,-3.8,1024,1024,1024,1024,0,0,0,0,61,4.727,72.14,168.96326,P-GPS,,51.5
269900,2026-01-06 16:42:35,0.0,5,7.351,0.0,0.0,0.0,21.8,6.2,-3.7,1024,1024,1024,1024,0,0,0,0,61,4.727,72.14,168.96326,P-GPS,,51.5
270000,2026-01-06 16:42:35,0.0,5,7.351,0.0,0.0,0.0,21.8,5.8,-3.6,1024,1024,1024,1024,0,0,0,0,61,4.727,72.14,169.291344,P-GPS,,51.6
270100,2026-01-06 16:42:35,0.0,5,7.351,0.0,0.0,0.0,21.8,5.6,-3.3,1024,1024,1024,1024,0,0,0,0,61,4.727,72.14,169.291344,P-GPS,,51.6
270200,2026-01-06 16:42:35,0.0,5,7.351,0.0,0.0,0.0,21.8,5.8,-3.1,1024,1024,1024,1024,0,0,0,0,61,4.727,72.14,169.291344,P-GPS,,51.6
270300,2026-01-06 16:42:36,0.0,5,7.351,0.0,0.0,0.0,21.8,5.8,-3.2,1024,1024,1024,1024,0,0,0,0,61,4.727,72.14,169.291344,P-GPS,,51.6
