time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
664600,2026-01-07 15:45:35,0.0,5,6.881,0.0,0.0,-4.250186,24.3,5.3,2.3,1024,1024,1684,1024,0,0,100,0,34,6.376,78.08,92.191604,P-GPS,,28.1
664700,2026-01-07 15:45:35,0.0,5,6.881,0.0,0.0,-4.250186,24.4,5.8,1.8,1024,1024,1684,1024,0,0,100,0,34,6.376,78.08,92.847772,P-GPS,,28.3
664800,2026-01-07 15:45:35,0.0,5,6.881,0.0,0.0,-4.250186,24.4,5.7,1.5,1024,1024,1684,1024,0,0,100,0,34,6.376,78.08,93.50394,P-GPS,,28.5
664900,2026-01-07 15:45:35,0.0,5,6.881,0.0,0.0,-4.47388,24.4,5.3,2.3,1024,1024,1684,1024,0,0,100,0,34,6.376,78.08,94.160108,P-GPS,,28.7
665000,2026-01-07 15:45:35,0.0,5,6.881,0.0,0.0,-4.47388,24.4,5.7,2.7,1024,1024,1684,1024,0,0,100,0,34,6.376,78.08,94.816276,P-GPS,,28.9
665100,2026-01-07 15:45:35,0.0,5,6.881,0.0,0.0,-4.47388,24.4,5.6,3.2,1024,1024,1684,1024,0,0,100,0,34,6.376,78.08,95.472444,P-GPS,,29.1
665200,2026-01-07 15:45:35,0.0,5,6.881,0.0,0.0,-4.47388,24.5,5.5,3.8,1024,1024,1684,1024,0,0,100,0,34,6.376,78.08,96.128612,P-GPS,,29.3
665300,2026-01-07 15:45:36,0.0,5,6.893,0.0,0.0,-4.47388,24.5,5.3,3.7,1024,1024,1684,1024,0,0,100,0,34,6.135,78.08,96.78478,P-GPS,,29.5
665400,2026-01-07 15:45:36,0.0,5,6.893,0.0,0.0,-4.47388,24.6,5.3,3.9,1024,1024,1294,1024,0,0,41,0,34,6.135,78.08,97.440948,P-GPS,,29.7
665500,2026-01-07 15:45:36,0.0,5,6.893,0.0,0.0,-4.250186,24.4,5.5,3.8,1024,1024,1024,1024,0,0,0,0,34,6.135,78.08,98.097116,P-GPS,,29.9
665600,2026-01-07 15:45:36,0.0,5,6.893,0.0,0.0,-4.250186,24.3,5.5,3.6,1024,1024,1024,1024,0,0,0,0,34,6.135,78.08,98.753284,P-GPS,,30.1
665700,2026-01-07 15:45:36,0.0,5,6.893,0.0,0.0,-4.250186,24.5,6.2,3.5,1024,1024,1024,1024,0,0,0,0,34,6.135,78.08,99.409452,P-GPS,,30.3
665800,2026-01-07 15:45:36,0.0,5,6.893,0.0,0.0,-3.579104,24.6,7.2,3.5,1024,1024,1024,1024,0,0,0,0,34,6.135,78.08,100.06562,P-GPS,,30.5
665900,2026-01-07 15:45:36,0.0,5,6.893,0.0,0.0,-2.908022,24.7,7.4,3.5,1024,1024,1024,1024,0,0,0,0,34,6.135,78.08,100.393704,P-GPS,,30.6
