time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
148900,2026-01-09 20:09:05,0.0,5,7.822,0.0,0.0,0.0,5.4,0.4,-1.2,1024,1024,1024,1024,0,0,0,0,88,4.438,68.36,34.120736,P-GPS,,10.4
149000,2026-01-09 20:09:05,0.0,5,7.822,0.0,0.0,0.0,5.5,0.7,-0.9,1024,1024,1024,1024,0,0,0,0,88,4.438,68.36,34.120736,P-GPS,,10.4
149100,2026-01-09 20:09:06,0.0,5,7.822,0.0,0.0,0.0,5.5,1.2,-0.7,1024,1024,1024,1024,0,0,0,0,88,4.438,68.36,34.120736,P-GPS,,10.4
149200,2026-01-09 20:09:06,0.0,5,7.822,0.0,0.0,0.0,5.5,1.8,-0.9,1024,1024,1024,1024,0,0,0,0,88,4.438,68.36,34.120736,P-GPS,,10.4
149300,2026-01-09 20:09:06,0.0,5,7.822,0.0,0.0,0.0,5.5,2.0,-1.4,1024,1024,1024,1024,0,0,0,0,88,4.438,68.36,34.120736,P-GPS,,10.4
149400,2026-01-09 20:09:06,0.0,5,7.822,0.0,0.0,0.0,5.5,2.4,-1.2,1024,1024,1024,1024,0,0,0,0,88,4.438,68.36,34.120736,P-GPS,,10.4
149500,2026-01-09 20:09:06,0.0,5,7.822,0.0,0.0,0.0,5.6,2.5,-1.1,1024,1024,1024,1024,0,0,0,0,88,4.438,68.36,34.120736,P-GPS,,10.4
149600,2026-01-09 20:09:06,0.0,5,7.822,0.0,0.0,0.0,5.5,2.4,-1.2,1024,1024,1024,1024,0,0,0,0,88,4.438,68.36,34.120736,P-GPS,,10.4
149700,2026-01-09 20:09:06,0.0,5,7.822,0.0,0.0,0.0,5.5,2.1,-1.2,1024,1024,1024,1024,0,0,0,0,88,4.438,68.36,34.120736,P-GPS,,10.4
149800,2026-01-09 20:09:06,0.0,5,7.822,0.0,0.0,0.0,5.5,1.9,-1.0,1024,1024,1024,1024,0,0,0,0,88,4.438,68.36,34.120736,P-GPS,,10.4
149900,2026-01-09 20:09:06,0.0,5,7.822,0.0,0.0,0.0,5.5,1.7,-0.8,1024,1024,1024,1024,0,0,0,0,88,4.438,68.36,34.120736,P-GPS,,10.4
150000,2026-01-09 20:09:07,0.0,5,7.748,0.0,0.0,0.0,5.5,1.5,-0.7,1024,1024,1024,1024,0,0,0,0,88,4.843,68.36,34.44882,P-GPS,,10.5
150100,2026-01-09 20:09:07,0.0,5,7.748,0.0,0.0,0.0,5.5,1.0,-0.6,1024,1024,1024,1024,0,0,0,0,88,4.843,68.36,34.44882,P-GPS,,10.5
150200,2026-01-09 20:09:07,0.0,5,7.748,0.0,0.0,0.0,5.6,1.4,-0.3,1024,1024,1024,1024,0,0,0,0,88,4.843,68.36,34.44882,P-GPS,,10.5
150300,2026-01-09 20:09:07,0.0,5,7.748,0.0,0.0,0.0,5.6,1.4,0.0,1024,1024,1024,1024,0,0,0,0,88,4.843,68.36,34.44882,P-GPS,,10.5
150400,2026-01-09 20:09:07,0.0,5,7.748,0.0,0.0,0.0,5.6,1.5,0.0,1024,1024,1024,1024,0,0,0,0,88,4.843,68.36,34.44882,P-GPS,,10.5
150500,2026-01-09 20:09:07,0.0,5,7.748,0.0,0.0,0.0,5.6,1.2,0.2,1024,1024,1024,1024,0,0,0,0,88,4.843,68.36,34.44882,P-GPS,,10.5
150600,2026-01-09 20:09:07,0.0,5,7.748,0.0,0.0,0.0,5.6,1.3,0.1,1024,1024,1024,1024,0,0,0,0,88,4.843,68.36,34.44882,P-GPS,,10.5
150700,2026-01-09 20:09:07,0.0,5,7.748,0.0,0.0,0.0,5.5,1.2,0.1,1024,1024,1024,1024,0,0,0,0,88,4.843,68.36,34.44882,P-GPS,,10.5
150800,2026-01-09 20:09:07,0.0,5,7.748,0.0,0.0,0.0,5.5,1.4,0.0,1024,1024,1024,1024,0,0,0,0,88,4.843,68.36,34.44882,P-GPS,,10.5
150900,2026-01-09 20:09:07,0.0,5,7.748,0.0,0.0,0.0,5.5,1.0,0.0,1024,1024,1024,1024,0,0,0,0,88,4.843,68.36,34.44882,P-GPS,,10.5
151000,2026-01-09 20:09:07,0.0,5,7.748,0.0,0.0,0.0,5.6,1.0,0.0,1024,1024,1024,1024,0,0,0,0,88,4.843,68.36,34.44882,P-GPS,,10.5
151100,2026-01-09 20:09:08,0.0,5,7.748,0.0,0.0,0.0,5.6,0.8,-0.1,1024,1024,1024,1024,0,0,0,0,88,4.816,68.36,34.44882,P-GPS,,10.5
151200,2026-01-09 20:09:08,0.0,5,7.748,0.0,0.0,0.0,5.5,0.9,-0.2,1024,1024,1024,1024,0,0,0,0,88,4.816,68.36,34.44882,P-GPS,,10.5
151300,2026-01-09 20:09:08,0.0,5,7.748,0.0,0.0,0.0,5.6,0.7,-0.4,1024,1024,1024,1024,0,0,0,0,88,4.816,68.36,34.44882,P-GPS,,10.5
151400,2026-01-09 20:09:08,0.0,5,7.748,0.0,0.0,0.0,5.5,0.7,-0.5,1024,1024,1024,1024,0,0,0,0,88,4.816,68.36,34.44882,P-GPS,,10.5
151500,2026-01-09 20:09:08,0.0,5,7.748,0.0,0.0,0.0,5.5,0.7,-0.6,1024,1024,1024,1024,0,0,0,0,88,4.816,68.36,34.44882,P-GPS,,10.5
151600,2026-01-09 20:09:08,0.0,5,7.748,0.0,0.0,0.0,5.6,0.9,-0.5,1024,1024,1024,1024,0,0,0,0,88,4.816,68.36,34.44882,P-GPS,,10.5
151700,2026-01-09 20:09:08,0.0,5,7.748,0.0,0.0,0.0,5.6,0.9,-0.5,1024,1024,1024,1024,0,0,0,0,88,4.816,68.36,34.44882,P-GPS,,10.5
151800,2026-01-09 20:09:08,0.0,5,7.748,0.0,0.0,0.0,5.5,1.1,-0.4,1024,1024,1024,1024,0,0,0,0,88,4.816,68.36,34.44882,P-GPS,,10.5
151900,2026-01-09 20:09:08,0.0,5,7.748,0.0,0.0,0.0,5.5,1.2,-0.5,1024,1024,1024,1024,0,0,0,0,88,4.816,68.36,34.44882,P-GPS,,10.5
152000,2026-01-09 20:09:09,0.0,5,7.748,0.0,0.0,0.0,5.5,1.4,-0.5,1024,1024,1024,1024,0,0,0,0,88,4.816,68.36,34.44882,P-GPS,,10.5
152100,2026-01-09 20:09:09,0.0,5,7.748,0.0,0.0,0.0,5.5,1.5,-0.5,1024,1024,1024,1024,0,0,0,0,88,4.816,68.36,34.44882,P-GPS,,10.5
152200,2026-01-09 20:09:09,0.0,5,7.746,0.0,0.0,0.0,5.5,1.5,-0.5,1024,1024,1024,1024,0,0,0,0,88,4.79,68.54,34.44882,P-GPS,,10.5
