time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
337200,2026-01-07 12:34:39,0.0,5,7.45,0.0,0.0,-4.250186,50.3,6.2,4.9,1024,1024,1684,1024,0,0,100,0,75,6.333,71.78,92.191604,P-GPS,,28.1
337300,2026-01-07 12:34:39,0.0,5,7.45,0.0,0.0,-4.250186,50.3,6.3,4.9,1024,1024,1684,1024,0,0,100,0,75,6.333,71.78,92.519688,P-GPS,,28.2
337400,2026-01-07 12:34:40,0.0,5,7.45,0.0,0.0,-4.250186,50.4,6.5,4.9,1024,1024,1684,1024,0,0,100,0,75,6.333,71.78,93.175856,P-GPS,,28.4
337500,2026-01-07 12:34:40,0.0,5,7.45,0.0,0.0,-4.250186,50.4,6.6,4.8,1024,1024,1684,1024,0,0,100,0,75,6.333,71.78,93.832024,P-GPS,,28.6
337600,2026-01-07 12:34:40,0.0,5,7.459,0.0,0.0,-4.250186,50.3,6.4,4.9,1024,1024,1684,1024,0,0,100,0,75,6.12,71.78,94.160108,P-GPS,,28.7
337700,2026-01-07 12:34:40,0.0,5,7.459,0.0,0.0,-4.250186,50.3,6.4,4.9,1024,1024,1684,1024,0,0,100,0,75,6.12,71.78,94.816276,P-GPS,,28.9
337800,2026-01-07 12:34:40,0.0,5,7.459,0.0,0.0,-4.250186,50.4,6.5,5.2,1024,1024,1684,1024,0,0,100,0,75,6.12,71.78,95.472444,P-GPS,,29.1
337900,2026-01-07 12:34:40,0.0,5,7.459,0.0,0.0,-4.250186,50.4,7.1,5.3,1024,1024,1684,1024,0,0,100,0,75,6.12,71.78,96.128612,P-GPS,,29.3
338000,2026-01-07 12:34:40,0.0,5,7.459,0.0,0.0,-4.250186,50.4,7.1,5.2,1024,1024,1024,1024,0,0,0,0,75,6.12,71.78,96.456696,P-GPS,,29.4
338100,2026-01-07 12:34:40,0.0,5,7.459,0.0,0.0,-4.250186,50.4,7.4,4.9,1024,1024,1024,1024,0,0,0,0,75,6.12,71.78,97.112864,P-GPS,,29.6
338200,2026-01-07 12:34:40,0.0,5,7.459,0.0,0.0,-4.250186,50.4,7.8,4.6,1024,1024,1024,1024,0,0,0,0,75,6.12,71.78,97.769032,P-GPS,,29.8
338300,2026-01-07 12:34:40,0.0,5,7.459,0.0,0.0,-3.579104,50.5,8.7,4.7,1024,1024,1024,1024,0,0,0,0,75,6.12,71.78,98.097116,P-GPS,,29.9
338400,2026-01-07 12:34:41,0.0,5,7.459,0.0,0.0,-2.908022,50.6,8.6,4.9,1024,1024,1024,1024,0,0,0,0,75,6.12,71.78,98.753284,P-GPS,,30.1
338500,2026-01-07 12:34:41,0.0,5,7.459,0.0,0.0,-2.23694,50.5,8.5,5.2,1024,1024,1024,1024,0,0,0,0,75,6.12,71.78,98.753284,P-GPS,,30.1
338600,2026-01-07 12:34:41,0.0,5,7.459,0.0,0.0,-1.342164,50.6,8.4,5.5,1024,1024,1024,1024,0,0,0,0,75,6.12,71.78,99.081368,P-GPS,,30.2
338700,2026-01-07 12:34:41,0.0,5,7.542,0.0,0.0,-0.671082,50.6,8.5,5.2,1024,1024,1024,1024,0,0,0,0,75,5.165,71.78,99.081368,P-GPS,,30.2
338800,2026-01-07 12:34:41,0.0,5,7.542,0.0,0.0,-0.447388,50.6,8.3,5.2,1024,1024,1024,1024,0,0,0,0,75,5.165,71.78,99.081368,P-GPS,,30.2
338900,2026-01-07 12:34:41,0.0,5,7.542,0.0,0.0,0.0,50.5,7.9,5.3,1024,1024,1024,1024,0,0,0,0,75,5.165,71.78,99.081368,P-GPS,,30.2
339000,2026-01-07 12:34:41,0.0,5,7.542,0.0,0.0,0.0,50.5,7.6,5.4,1024,1024,1024,1024,0,0,0,0,75,5.165,71.78,99.081368,P-GPS,,30.2
339100,2026-01-07 12:34:41,0.0,5,7.542,0.0,0.0,0.0,50.5,7.6,5.3,1024,1024,1024,1024,0,0,0,0,75,5.165,71.78,99.081368,P-GPS,,30.2
339200,2026-01-07 12:34:41,0.0,5,7.542,0.0,0.0,0.0,50.4,7.5,5.3,1024,1024,1024,1024,0,0,0,0,75,5.165,71.78,99.081368,P-GPS,,30.2
339300,2026-01-07 12:34:42,0.0,5,7.542,0.0,0.0,0.0,50.4,7.6,5.3,1024,1024,1024,1024,0,0,0,0,75,5.165,71.78,99.081368,P-GPS,,30.2
339400,2026-01-07 12:34:42,0.0,5,7.542,0.0,0.0,0.0,50.4,7.3,5.2,1024,1024,1024,1024,0,0,0,0,75,5.165,71.78,99.081368,P-GPS,,30.2
339500,2026-01-07 12:34:42,0.0,5,7.542,0.0,0.0,0.0,50.4,7.3,5.0,1024,1024,1024,1024,0,0,0,0,75,5.165,71.78,99.081368,P-GPS,,30.2
339600,2026-01-07 12:34:42,0.0,5,7.542,0.0,0.0,0.0,50.4,7.0,4.8,1024,1024,1024,1024,0,0,0,0,75,5.165,71.78,99.081368,P-GPS,,30.2
339700,2026-01-07 12:34:42,0.0,5,7.542,0.0,0.0,0.0,50.4,7.0,4.8,1024,1024,1024,1024,0,0,0,0,75,5.165,71.78,99.081368,P-GPS,,30.2
339800,2026-01-07 12:34:42,0.0,5,7.528,0.0,0.0,0.0,50.4,7.1,4.8,1024,1024,1024,1024,0,0,0,0,75,4.54,71.96,99.081368,P-GPS,,30.2
339900,2026-01-07 12:34:42,0.0,5,7.528,0.0,0.0,0.0,50.4,7.1,4.7,1024,1024,1024,1024,0,0,0,0,75,4.54,71.96,99.081368,P-GPS,,30.2
340000,2026-01-07 12:34:42,0.0,5,7.528,0.0,0.0,0.0,50.4,7.0,4.7,1024,1024,1024,1024,0,0,0,0,75,4.54,71.96,99.081368,P-GPS,,30.2
340100,2026-01-07 12:34:42,0.0,5,7.528,0.0,0.0,0.0,50.4,7.0,4.7,1024,1024,1024,1024,0,0,0,0,75,4.54,71.96,99.081368,P-GPS,,30.2
340200,2026-01-07 12:34:42,0.0,5,7.528,0.0,0.0,0.0,50.4,7.0,4.7,1024,1024,1024,1024,0,0,0,0,75,4.54,71.96,98.753284,P-GPS,,30.1
340300,2026-01-07 12:34:42,0.0,5,7.528,0.0,0.0,0.0,50.4,6.9,4.9,1024,1024,1024,1024,0,0,0,0,75,4.54,71.96,98.753284,P-GPS,,30.1
340400,2026-01-07 12:34:43,0.0,5,7.528,0.0,0.0,0.0,50.5,7.3,4.9,1024,1024,1024,1024,0,0,0,0,75,4.54,71.96,98.753284,P-GPS,,30.1
340500,2026-01-07 12:34:43,0.0,5,7.528,0.0,0.0,0.0,50.4,7.1,5.1,1024,1024,1024,1024,0,0,0,0,75,4.54,71.96,98.753284,P-GPS,,30.1
340600,2026-01-07 12:34:43,0.0,5,7.528,0.0,0.0,0.0,50.4,7.3,5.2,1024,1024,1024,1024,0,0,0,0,75,4.54,71.96,98.753284,P-GPS,,30.1
340700,2026-01-07 12:34:43,0.0,5,7.528,0.0,0.0,0.0,50.5,7.3,5.1,1024,1024,1024,1024,0,0,0,0,75,4.54,71.96,98.753284,P-GPS,,30.1
340800,2026-01-07 12:34:43,0.0,5,7.528,0.0,0.0,0.0,50.4,7.6,5.2,1024,1024,1024,1024,0,0,0,0,75,4.54,71.96,98.753284,P-GPS,,30.1
340900,2026-01-07 12:34:43,0.0,5,7.525,0.0,0.0,0.0,50.4,7.4,5.3,1024,1024,1024,1024,0,0,0,0,75,4.697,71.96,98.753284,P-GPS,,30.1
341000,2026-01-07 12:34:43,0.0,5,7.525,0.0,0.0,0.0,50.4,7.4,5.3,1024,1024,1024,1024,0,0,0,0,75,4.697,71.96,98.753284,P-GPS,,30.1
341100,2026-01-07 12:34:43,0.0,5,7.525,0.0,0.0,0.0,50.4,7.4,5.1,1024,1024,1024,1024,0,0,0,0,75,4.697,71.96,98.753284,P-GPS,,30.1
341200,2026-01-07 12:34:43,0.0,5,7.525,0.0,0.0,0.0,50.4,7.1,4.9,1024,1024,1024,1024,0,0,0,0,75,4.697,71.96,98.753284,P-GPS,,30.1
341300,2026-01-07 12:34:43,0.0,5,7.525,0.0,0.0,0.0,50.4,7.1,5.1,1024,1024,1024,1024,0,0,0,0,75,4.697,71.96,98.753284,P-GPS,,30.1
341400,2026-01-07 12:34:44,0.0,5,7.525,0.0,0.0,0.0,50.4,7.3,5.1,1024,1024,1024,1024,0,0,0,0,75,4.697,71.96,98.753284,P-GPS,,30.1
341500,2026-01-07 12:34:44,0.0,5,7.525,0.0,0.0,0.0,50.4,7.5,5.1,1024,1024,1024,1024,0,0,0,0,75,4.697,71.96,98.753284,P-GPS,,30.1
341600,2026-01-07 12:34:44,0.0,5,7.525,0.0,0.0,0.0,50.4,7.6,5.1,1024,1024,1024,1024,0,0,0,0,75,4.697,71.96,98.753284,P-GPS,,30.1
341700,2026-01-07 12:34:44,0.0,5,7.525,0.0,0.0,0.0,50.4,7.5,5.0,1024,1024,1024,1024,0,0,0,0,75,4.697,71.96,98.753284,P-GPS,,30.1
341800,2026-01-07 12:34:44,0.0,5,7.525,0.0,0.0,0.0,50.4,7.6,5.0,1024,1024,1024,1024,0,0,0,0,75,4.697,71.96,98.753284,P-GPS,,30.1
341900,2026-01-07 12:34:44,0.0,5,7.525,0.0,0.0,0.0,50.4,7.5,5.1,1024,1024,1024,1024,0,0,0,0,75,4.697,71.96,98.4252,P-GPS,,30.0
342000,2026-01-07 12:34:44,0.0,5,7.519,0.0,0.0,0.0,50.4,7.5,5.1,1024,1024,1024,1024,0,0,0,0,75,4.771,71.96,98.4252,P-GPS,,30.0
342100,2026-01-07 12:34:44,0.0,5,7.519,0.0,0.0,0.0,50.4,7.1,5.0,1024,1024,1024,1024,0,0,0,0,75,4.771,71.96,98.4252,P-GPS,,30.0
342200,2026-01-07 12:34:45,0.0,5,7.519,0.0,0.0,0.0,50.4,7.1,5.1,1024,1024,1024,1024,0,0,0,0,75,4.771,71.96,98.4252,P-GPS,,30.0
342300,2026-01-07 12:34:45,0.0,5,7.519,0.0,0.0,0.0,50.4,7.0,5.1,1024,1024,1024,1024,0,0,0,0,75,4.771,71.96,98.4252,P-GPS,,30.0
342400,2026-01-07 12:34:45,0.0,5,7.519,0.0,0.0,0.0,50.3,6.9,5.0,1024,1024,1024,1024,0,0,0,0,75,4.771,71.96,98.4252,P-GPS,,30.0
342500,2026-01-07 12:34:45,0.0,5,7.519,0.0,0.0,0.0,50.3,6.6,4.7,1024,1024,1024,1024,0,0,0,0,75,4.771,71.96,98.4252,P-GPS,,30.0
342600,2026-01-07 12:34:45,0.0,5,7.519,0.0,0.0,0.0,50.3,6.8,4.8,1024,1024,1024,1024,0,0,0,0,75,4.771,71.96,98.4252,P-GPS,,30.0
342700,2026-01-07 12:34:45,0.0,5,7.519,0.0,0.0,0.0,50.3,6.4,4.4,1024,1024,1024,1024,0,0,0,0,75,4.771,71.96,98.4252,P-GPS,,30.0
342800,2026-01-07 12:34:45,0.0,5,7.519,0.0,0.0,0.0,50.3,6.6,4.3,1024,1024,1024,1024,0,0,0,0,75,4.771,71.96,98.097116,P-GPS,,29.9
342900,2026-01-07 12:34:45,0.0,5,7.519,0.0,0.0,0.0,50.3,6.3,4.0,1024,1024,1024,1024,0,0,0,0,75,4.771,71.96,98.097116,P-GPS,,29.9
343000,2026-01-07 12:34:45,0.0,5,7.519,0.0,0.0,0.0,50.2,6.0,4.0,1024,1024,1024,1024,0,0,0,0,75,4.771,71.96,98.097116,P-GPS,,29.9
343100,2026-01-07 12:34:45,0.0,5,7.503,0.0,0.0,0.0,50.3,5.9,4.2,1024,1024,1024,1024,0,0,0,0,75,4.948,71.96,98.4252,P-GPS,,30.0
343200,2026-01-07 12:34:45,0.0,5,7.503,0.0,0.0,0.0,50.3,6.5,4.3,1024,1024,1024,1024,0,0,0,0,75,4.948,71.96,98.4252,P-GPS,,30.0
343300,2026-01-07 12:34:45,0.0,5,7.503,0.0,0.0,0.0,50.3,7.0,4.3,1024,1024,1024,1024,0,0,0,0,75,4.948,71.96,98.4252,P-GPS,,30.0
343400,2026-01-07 12:34:46,0.0,5,7.503,0.0,0.0,0.0,50.3,7.3,4.2,1024,1024,1024,1024,0,0,0,0,75,4.948,71.96,98.4252,P-GPS,,30.0
343500,2026-01-07 12:34:46,0.0,5,7.503,0.0,0.0,0.0,50.3,7.9,4.3,1024,1024,1024,1024,0,0,0,0,75,4.948,71.96,98.4252,P-GPS,,30.0
343600,2026-01-07 12:34:46,0.0,5,7.503,0.0,0.0,0.0,50.4,8.3,4.5,1024,1024,1024,1024,0,0,0,0,75,4.948,71.96,98.4252,P-GPS,,30.0
343700,2026-01-07 12:34:46,0.0,5,7.503,0.0,0.0,0.0,50.4,8.6,4.3,1024,1024,1024,1024,0,0,0,0,75,4.948,71.96,98.4252,P-GPS,,30.0
343800,2026-01-07 12:34:46,0.0,5,7.503,0.0,0.0,0.0,50.4,8.9,4.4,1024,1024,1024,1024,0,0,0,0,75,4.948,71.96,98.4252,P-GPS,,30.0
343900,2026-01-07 12:34:46,0.0,5,7.503,0.0,0.0,0.0,50.4,8.5,4.2,1024,1024,1024,1024,0,0,0,0,75,4.948,71.96,98.4252,P-GPS,,30.0
344000,2026-01-07 12:34:46,0.0,5,7.503,0.0,0.0,0.0,50.4,8.4,4.3,1024,1024,1024,1024,0,0,0,0,75,4.948,71.96,98.4252,P-GPS,,30.0
344100,2026-01-07 12:34:46,0.0,5,7.503,0.0,0.0,0.0,50.4,8.4,4.2,1024,1024,1024,1024,0,0,0,0,75,4.948,71.96,98.4252,P-GPS,,30.0
344200,2026-01-07 12:34:46,0.0,5,7.51,0.0,0.0,0.0,50.5,8.6,4.1,1024,1024,1024,1024,0,0,0,0,75,4.868,71.96,98.4252,P-GPS,,30.0
