time(millisecond),timestamp,speed(mph),gpslevel,voltage(v),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),battery_percent,current(A),battery_temperature(f),ascent(feet),flycState,message,height_above_takeoff(meters)
238100,2026-01-06 16:42:03,0.0,5,7.286,0.0,0.0,-4.026492,21.9,3.5,-2.3,1024,1024,1684,1024,0,0,100,0,64,5.622,71.42,92.519688,P-GPS,,28.2
238200,2026-01-06 16:42:03,0.0,5,7.286,0.0,0.0,-4.250186,22.1,2.9,-2.5,1024,1024,1684,1024,0,0,100,0,64,5.622,71.42,93.175856,P-GPS,,28.4
238300,2026-01-06 16:42:03,0.0,5,7.286,0.0,0.0,-4.250186,22.0,2.9,-2.7,1024,1024,1684,1024,0,0,100,0,64,5.622,71.42,93.832024,P-GPS,,28.6
238400,2026-01-06 16:42:04,0.0,5,7.246,0.0,0.0,-4.47388,21.7,2.6,-3.5,1024,1024,1684,1024,0,0,100,0,64,5.991,71.42,94.488192,P-GPS,,28.8
238500,2026-01-06 16:42:04,0.0,5,7.246,0.0,0.0,-4.47388,21.7,2.2,-4.3,1024,1024,1684,1024,0,0,100,0,64,5.991,71.42,95.14436,P-GPS,,29.0
238600,2026-01-06 16:42:04,0.0,5,7.246,0.0,0.0,-4.47388,21.8,2.0,-4.0,1024,1024,1684,1024,0,0,100,0,64,5.991,71.42,95.800528,P-GPS,,29.2
238700,2026-01-06 16:42:04,0.0,5,7.246,0.0,0.0,-4.47388,21.8,1.6,-4.4,1024,1024,1684,1024,0,0,100,0,64,5.991,71.42,96.78478,P-GPS,,29.5
238800,2026-01-06 16:42:04,0.0,5,7.246,0.0,0.0,-4.47388,21.8,1.9,-4.7,1024,1024,1684,1024,0,0,100,0,64,5.991,71.42,97.440948,P-GPS,,29.7
238900,2026-01-06 16:42:04,0.0,5,7.246,0.0,0.0,-4.47388,21.9,2.1,-5.1,1024,1024,1024,1024,0,0,0,0,64,5.991,71.42,98.097116,P-GPS,,29.9
239000,2026-01-06 16:42:04,0.0,5,7.246,0.0,0.0,-4.47388,21.8,2.3,-5.2,1024,1024,1024,1024,0,0,0,0,64,5.991,71.42,98.753284,P-GPS,,30.1
239100,2026-01-06 16:42:04,0.0,5,7.246,0.0,0.0,-4.250186,21.7,2.3,-5.4,1024,1024,1024,1024,0,0,0,0,64,5.991,71.42,99.409452,P-GPS,,30.3
239200,2026-01-06 16:42:04,0.0,5,7.246,0.0,0.0,-3.579104,21.5,3.1,-5.9,1024,1024,1024,1024,0,0,0,0,64,5.991,71.42,100.06562,P-GPS,,30.5
239300,2026-01-06 16:42:04,0.0,5,7.246,0.0,0.223694,-2.908022,21.4,3.3,-6.1,1024,1024,1024,1024,0,0,0,0,64,5.991,71.42,100.721788,P-GPS,,30.7
239400,2026-01-06 16:42:05,0.223694,5,7.246,0.0,0.223694,-2.23694,21.4,3.2,-6.3,1024,1024,1024,1024,0,0,0,0,64,5.991,71.42,101.049872,P-GPS,,30.8
239500,2026-01-06 16:42:05,0.0,5,7.367,0.0,0.0,-1.342164,21.4,3.3,-6.5,1024,1024,1024,1024,0,0,0,0,63,4.702,71.6,101.377956,P-GPS,,30.9
239600,2026-01-06 16:42:05,0.0,5,7.367,0.0,0.0,-0.447388,21.4,3.3,-7.4,1024,1024,1024,1024,0,0,0,0,63,4.702,71.6,101.377956,P-GPS,,30.9
239700,2026-01-06 16:42:05,0.0,5,7.367,0.0,0.0,0.0,21.9,2.1,-6.3,1024,1024,1024,1024,0,0,0,0,63,4.702,71.6,101.377956,P-GPS,,30.9
239800,2026-01-06 16:42:05,0.0,5,7.367,0.0,0.0,0.0,22.0,2.5,-5.9,1024,1024,1024,1024,0,0,0,0,63,4.702,71.6,101.377956,P-GPS,,30.9
239900,2026-01-06 16:42:05,0.223694,5,7.367,0.223694,0.0,0.0,22.1,3.1,-5.4,1024,1024,1024,1024,0,0,0,0,63,4.702,71.6,101.377956,P-GPS,,30.9
240000,2026-01-06 16:42:05,0.223694,5,7.367,0.223694,0.0,0.0,21.9,5.2,-4.9,1024,1024,1024,1024,0,0,0,0,63,4.702,71.6,101.70604,P-GPS,,31.0
240100,2026-01-06 16:42:05,0.223694,5,7.367,0.223694,0.0,0.0,21.8,5.6,-4.8,1024,1024,1024,1024,0,0,0,0,63,4.702,71.6,101.70604,P-GPS,,31.0
240200,2026-01-06 16:42:05,0.0,5,7.367,0.0,0.0,0.0,21.9,4.9,-4.5,1024,1024,1024,1024,0,0,0,0,63,4.702,71.6,101.70604,P-GPS,,31.0
240300,2026-01-06 16:42:06,0.223694,5,7.367,0.223694,0.0,0.0,21.9,4.9,-4.6,1024,1024,1024,1024,0,0,0,0,63,4.702,71.6,101.70604,P-GPS,,31.0
240400,2026-01-06 16:42:06,0.0,5,7.367,0.0,0.0,0.0,21.9,5.1,-4.7,1024,1024,1024,1024,0,0,0,0,63,4.702,71.6,101.70604,P-GPS,,31.0
240500,2026-01-06 16:42:06,0.0,5,7.367,0.0,0.0,0.0,21.8,5.5,-5.0,1024,1024,1024,1024,0,0,0,0,63,4.702,71.6,101.70604,P-GPS,,31.0
240600,2026-01-06 16:42:06,0.0,5,7.367,0.0,0.0,0.0,21.8,5.3,-5.2,1024,1024,1024,1024,0,0,0,0,63,4.702,71.6,101.70604,P-GPS,,31.0
240700,2026-01-06 16:42:06,0.0,5,7.304,0.0,0.0,0.0,21.9,5.0,-5.1,1024,1024,1024,1024,0,0,0,0,63,5.054,71.6,101.70604,P-GPS,,31.0
240800,2026-01-06 16:42:06,0.0,5,7.304,0.0,0.0,0.0,21.9,4.7,-5.1,1024,1024,1024,1024,0,0,0,0,63,5.054,71.6,101.70604,P-GPS,,31.0
240900,2026-01-06 16:42:06,0.0,5,7.304,0.0,0.0,0.0,21.9,4.8,-4.9,1024,1024,1024,1024,0,0,0,0,63,5.054,71.6,101.70604,P-GPS,,31.0
241000,2026-01-06 16:42:06,0.0,5,7.304,0.0,0.0,0.0,21.9,4.7,-5.0,1024,1024,1024,1024,0,0,0,0,63,5.054,71.6,101.70604,P-GPS,,31.0
241100,2026-01-06 16:42:06,0.0,5,7.304,0.0,0.0,0.0,21.9,4.6,-5.1,1024,1024,1024,1024,0,0,0,0,63,5.054,71.6,101.70604,P-GPS,,31.0
241200,2026-01-06 16:42:06,0.0,5,7.304,0.0,0.0,0.0,22.0,4.2,-4.8,1024,1024,1024,1024,0,0,0,0,63,5.054,71.6,101.70604,P-GPS,,31.0
241300,2026-01-06 16:42:06,0.0,5,7.304,0.0,0.0,0.0,22.0,4.3,-4.7,1024,1024,1024,1024,0,0,0,0,63,5.054,71.6,101.70604,P-GPS,,31.0
241400,2026-01-06 16:42:07,0.0,5,7.304,0.0,0.0,0.0,21.8,4.7,-4.9,1024,1024,1024,1024,0,0,0,0,63,5.054,71.6,101.70604,P-GPS,,31.0
241500,2026-01-06 16:42:07,0.0,5,7.304,0.0,0.0,0.0,21.7,5.4,-4.9,1024,1024,1024,1024,0,0,0,0,63,5.054,71.6,101.70604,P-GPS,,31.0
241600,2026-01-06 16:42:07,0.0,5,7.304,0.0,0.0,0.0,21.9,5.1,-4.7,1024,1024,1024,1024,0,0,0,0,63,5.054,71.6,101.70604,P-GPS,,31.0
241700,2026-01-06 16:42:07,0.0,5,7.304,0.0,0.0,0.0,21.8,5.1,-4.7,1024,1024,1024,1024,0,0,0,0,63,5.054,71.6,101.70604,P-GPS,,31.0
241800,2026-01-06 16:42:07,0.0,5,7.298,0.0,0.0,0.0,21.8,5.0,-4.7,1024,1024,1024,1024,0,0,0,0,63,5.382,71.6,101.70604,P-GPS,,31.0
