time(millisecond),timestamp,altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
418000,2026-01-09 20:13:49,720.7721031172,0.328084,0.0,0.0,0.0,15,5,0.0,720.7721031172,0.0,0.0,0.0,0.0,0.0,0.0,17.3,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028),0.0
418100,2026-01-09 20:13:50,720.7721031172,0.328084,0.0,0.0198849087728,0.0198849087728,15,5,0.0,720.7721031172,0.0,0.0,0.0198849087728,0.0,0.0,0.0,17.3,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,41,Motors_Started,,0.0
418200,2026-01-09 20:13:50,720.7721031172,0.328084,0.0,0.045817586768,0.048768374264,15,5,0.0,720.7721031172,0.0,0.0,0.045817586768,0.0,0.0,0.0,17.3,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,41,Motors_Started,,0.0
418300,2026-01-09 20:13:50,720.7721031172,0.328084,0.0,0.051460631568,0.054702101488,15,5,0.0,720.7721031172,0.0,0.0,0.051460631568,0.0,0.0,0.0,17.3,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,41,Motors_Started,,0.0
418400,2026-01-09 20:13:50,720.7721031172,0.328084,0.0,0.056441602856,0.05999672108,15,5,0.0,720.7721031172,0.0,0.0,0.056441602856,0.0,0.0,0.0,17.2,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 90m (295 ft). Data Recorder File Index is 32. Setting new Maximum Flight Altitude to 90m (295 ft),0.0
418500,2026-01-09 20:13:50,720.7721031172,0.328084,0.0,0.78862863416,0.079653545856,15,5,0.0,720.7721031172,0.0,0.0,0.78862863416,0.0,0.0,0.0,17.4,3.8,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,41,Motors_Started,,0.0
418600,2026-01-09 20:13:50,720.7721031172,0.328084,0.0,0.80294293908,0.100946853624,15,5,0.0,720.7721031172,0.0,0.0,0.80294293908,0.0,0.0,0.0,17.5,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,41,Motors_Started,,0.0
418700,2026-01-09 20:13:50,720.7721031172,0.328084,0.0,0.80383532756,0.123448494764,15,5,0.0,720.7721031172,0.0,0.0,0.80383532756,0.0,0.0,0.0,17.5,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,41,Motors_Started,,0.0
418800,2026-01-09 20:13:50,720.7721031172,0.328084,0.0,0.80428808348,0.14815781314,15,5,0.0,720.7721031172,0.0,0.0,0.80428808348,0.0,0.0,0.0,17.5,3.9,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,41,Motors_Started,,0.0
418900,2026-01-09 20:13:50,720.7721031172,0.328084,0.0,0.8143537006,0.160605976268,15,5,0.0,720.7721031172,0.0,0.0,0.8143537006,0.0,0.0,0.0,17.5,3.8,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,41,Motors_Started,,0.0
419000,2026-01-09 20:13:51,720.7721031172,0.328084,0.0,0.82296262476,0.171913063244,15,5,0.0,720.7721031172,0.0,0.0,0.82296262476,0.0,0.0,0.0,17.6,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,41,Motors_Started,,0.0
419100,2026-01-09 20:13:51,720.7721031172,0.328084,0.0,0.8363025202,0.192271331612,15,5,0.0,720.7721031172,0.0,0.0,0.8363025202,0.0,0.0,0.0,17.5,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,11,AutoTakeoff,,0.0
419200,2026-01-09 20:13:51,720.7721031172,0.328084,0.0,0.85048887236,0.214799219472,15,5,0.0,720.7721031172,0.0,0.0,0.85048887236,0.0,0.0,0.0,17.5,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.848,3.851,0,0,0,0,0.0,75.74,720.7721031172,0.0,11,AutoTakeoff,,0.0
419300,2026-01-09 20:13:51,720.7721031172,0.328084,0.0,0.85225396428,0.219103353468,15,5,7.674,720.7721031172,0.0,0.0,0.85225396428,0.0,0.0,0.0,17.6,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.837,3.838,0,0,0,0,1.343,75.74,720.7721031172,0.0,11,AutoTakeoff,,0.0
419400,2026-01-09 20:13:51,720.7721031172,0.328084,0.0,0.85302168084,0.22312336672,15,5,7.674,720.7721031172,0.0,0.0,0.85302168084,0.0,0.0,0.0,17.5,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.837,3.838,0,0,0,0,1.343,75.74,720.7721031172,0.0,11,AutoTakeoff,,0.0
419500,2026-01-09 20:13:51,720.7721031172,0.328084,0.0,0.8702920226,0.24246555894,15,5,7.674,720.7721031172,0.0,0.0,0.8702920226,0.0,0.0,0.0,17.5,3.8,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,71,3.837,3.838,0,0,0,0,1.343,75.74,720.7721031172,0.0,11,AutoTakeoff,,0.0
419600,2026-01-09 20:13:51,720.7721031172,0.328084,0.0,0.88157155052,0.262726714444,15,5,7.674,720.7721031172,0.0,0.0,0.88157155052,0.0,0.0,0.0,17.6,3.8,0.6,0,0,1024,1024,1190,1024,0,0,25,0,0,0,0,71,3.837,3.838,0,0,0,0,1.343,75.74,720.7721031172,0.0,11,AutoTakeoff,,0.0
419700,2026-01-09 20:13:51,720.7721031172,0.328084,0.0,0.89605645912,0.277339903888,15,5,7.674,720.7721031172,0.0,0.0,0.89605645912,0.0,0.0,0.0,18.3,3.8,0.6,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,71,3.837,3.838,0,0,0,0,1.343,75.74,720.7721031172,0.0,11,AutoTakeoff,,0.0
419800,2026-01-09 20:13:51,720.7721031172,0.328084,0.0,0.90984582964,0.292053487036,15,5,7.674,720.7721031172,0.0,0.0,0.90984582964,0.0,0.0,0.0,19.7,2.8,-0.1,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,71,3.837,3.838,0,0,0,0,1.343,75.74,720.7721031172,0.0,11,AutoTakeoff,,0.0
419900,2026-01-09 20:13:51,720.7721031172,0.328084,0.0,0.907562365,0.300220482048,15,5,7.674,720.7721031172,0.0,0.0,0.90984582964,0.0,0.0,-0.223694,20.8,1.9,-1.1,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,71,3.837,3.838,0,0,0,0,1.343,75.74,720.7721031172,0.0,11,AutoTakeoff,,0.0
420000,2026-01-09 20:13:51,720.7721031172,0.328084,0.0,0.91507220776,0.308298566296,15,5,7.674,720.7721031172,0.0,0.0,0.91507220776,0.0,0.0,-0.447388,21.0,2.0,-1.3,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,71,3.837,3.838,0,0,0,0,1.343,75.74,720.7721031172,0.0,11,AutoTakeoff,,0.0
