time(millisecond),timestamp,altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
0,2026-01-13 12:19:10,720.87142529886,0.328084,0.0,0.0,0.0,13,2,0.0,720.87142529886,0.0,0.0,0.0,0.0,0.0,0.0,346.7,3.1,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.085,4.071,0,0,0,0,0.0,62.42,720.87142529886,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002). Satellite positioning signal weak. Hovering unstable. Fly,0.0
100,2026-01-13 12:19:10,720.87142529886,0.328084,0.0,0.0180284782672,0.0180284782672,13,2,0.0,720.87142529886,0.0,0.0,0.0180284782672,0.0,0.0,0.0,346.7,3.2,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.085,4.071,0,0,0,0,0.0,62.42,720.87142529886,0.0,41,Motors_Started,,0.0
200,2026-01-13 12:19:10,720.87142529886,0.328084,0.0,0.208583340008,0.242932094388,13,2,0.0,720.87142529886,0.0,0.0,0.208583340008,0.0,0.0,0.0,346.7,3.2,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.085,4.071,0,0,0,0,0.0,62.42,720.87142529886,0.0,41,Motors_Started,,0.0
300,2026-01-13 12:19:10,720.87142529886,0.328084,0.0,1.15425528628,1.18888127164,13,2,0.0,720.87142529886,0.0,0.0,1.15425528628,0.0,0.0,0.0,346.7,3.1,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.085,4.071,0,0,0,0,0.0,62.42,720.87142529886,0.0,41,Motors_Started,,0.0
400,2026-01-13 12:19:10,720.87142529886,0.328084,0.0,1.92677499604,1.96174218876,13,2,0.0,720.87142529886,0.0,0.0,1.92677499604,0.0,0.0,0.0,346.6,3.1,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.085,4.071,0,0,0,0,0.0,62.42,720.87142529886,0.0,41,Motors_Started,,0.0
500,2026-01-13 12:19:10,720.87142529886,0.328084,0.0,2.05277893708,2.11643051392,13,2,0.0,720.87142529886,0.0,0.0,2.05277893708,0.0,0.0,0.0,346.7,3.2,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.085,4.071,0,0,0,0,0.0,62.42,720.87142529886,0.0,41,Motors_Started,,0.0
600,2026-01-13 12:19:10,720.87142529886,0.328084,0.0,2.16608602732,2.25190624004,13,2,0.0,720.87142529886,0.0,0.0,2.16608602732,0.0,0.0,0.0,347.1,3.2,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.085,4.071,0,0,0,0,0.0,62.42,720.87142529886,0.0,41,Motors_Started,,0.0
700,2026-01-13 12:19:10,720.87142529886,0.328084,0.0,2.24149941556,2.34006569168,13,2,0.0,720.87142529886,0.0,0.0,2.24149941556,0.0,0.0,0.0,347.1,3.1,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.085,4.071,0,0,0,0,0.0,62.42,720.87142529886,0.0,41,Motors_Started,,0.0
800,2026-01-13 12:19:11,720.87142529886,0.328084,0.0,2.64938328688,2.80160113952,13,2,0.0,720.87142529886,0.0,0.0,2.64938328688,0.0,0.0,0.0,347.1,3.1,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.085,4.071,0,0,0,0,0.0,62.42,720.87142529886,0.0,41,Motors_Started,,0.0
900,2026-01-13 12:19:11,720.87142529886,0.328084,0.0,2.723343263,2.88337935736,13,2,0.0,720.87142529886,0.0,0.0,2.723343263,0.0,0.0,0.0,347.1,3.1,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.085,4.071,0,0,0,0,0.0,62.42,720.87142529886,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 90m (295 ft). Data Recorder File Index is 36. Setting new Maximum Flight Altitude to 90m (295 ft),0.0
