time(millisecond),timestamp,height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
626500,2026-01-08 12:39:11,Available with any HD 360 subscription,Available with any HD 360 subscription,721.0079935447,0.328084,0.0,0.0,0.0,18,5,0.0,721.0079935447,0.0,0.0,0.0,0.0,0.0,0.0,35.3,2.4,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.802,3.799,0,0,0,0,0.0,79.88,721.0079935447,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),0.0
626600,2026-01-08 12:39:11,,,721.0079935447,0.328084,0.0,0.0151551185952,0.0151551185952,18,5,7.601,721.0079935447,0.0,0.0,0.0151551185952,0.0,0.0,0.0,35.3,2.4,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.802,3.799,0,0,0,0,0.677,79.88,721.0079935447,0.0,41,Motors_Started,,0.0
626700,2026-01-08 12:39:11,,,721.0079935447,0.328084,0.0,0.018337106886,0.0186924874748,18,5,7.601,721.0079935447,0.0,0.0,0.018337106886,0.0,0.0,0.0,35.3,2.4,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.802,3.799,0,0,0,0,0.677,79.88,721.0079935447,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 90m (295 ft). Data Recorder File Index is 30. Setting new Maximum Flight Altitude to 90m (295 ft),0.0
626800,2026-01-08 12:39:11,,,721.0079935447,0.328084,0.0,1.4473753744,0.0210998694416,18,5,7.601,721.0079935447,0.0,0.0,1.4473753744,0.0,0.0,0.0,35.4,2.4,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.802,3.799,0,0,0,0,0.677,79.88,721.0079935447,0.0,41,Motors_Started,,0.0
626900,2026-01-08 12:39:11,,,721.0079935447,0.328084,0.0,1.45483272372,0.0317466873676,18,5,7.601,721.0079935447,0.0,0.0,1.45483272372,0.0,0.0,0.0,35.4,2.4,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.802,3.799,0,0,0,0,0.677,79.88,721.0079935447,0.0,41,Motors_Started,,0.0
627000,2026-01-08 12:39:11,,,721.0079935447,0.328084,0.0,1.48975070384,0.067314962784,18,5,7.601,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,35.3,2.4,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.802,3.799,0,0,0,0,0.677,79.88,721.0079935447,0.0,41,Motors_Started,,0.0
627100,2026-01-08 12:39:11,,,721.0079935447,0.328084,0.0,1.4812828558,0.079827102292,18,5,7.601,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,35.5,2.4,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.802,3.799,0,0,0,0,0.677,79.88,721.0079935447,0.0,41,Motors_Started,,0.0
627200,2026-01-08 12:39:12,,,721.0079935447,0.328084,0.0,1.46953088692,0.09494422876,18,5,7.601,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,35.4,2.4,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.802,3.799,0,0,0,0,0.677,79.88,721.0079935447,0.0,41,Motors_Started,,0.0
627300,2026-01-08 12:39:12,,,721.0079935447,0.328084,0.0,1.46461946944,0.100045606876,18,5,7.601,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,35.4,2.3,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.802,3.799,0,0,0,0,0.677,79.88,721.0079935447,0.0,41,Motors_Started,,0.0
627400,2026-01-08 12:39:12,,,721.0079935447,0.328084,0.0,1.44648626676,0.118440620588,18,5,7.601,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,35.4,2.3,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.802,3.799,0,0,0,0,0.677,79.88,721.0079935447,0.0,41,Motors_Started,,0.0
627500,2026-01-08 12:39:12,,,721.0079935447,0.328084,0.0,1.44701776284,0.120883205968,18,5,7.601,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,35.4,2.4,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.802,3.799,0,0,0,0,0.677,79.88,721.0079935447,0.0,41,Motors_Started,,0.0
627600,2026-01-08 12:39:12,,,721.0079935447,0.328084,0.0,1.44787406208,0.123420607624,18,5,7.601,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,35.4,2.3,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.802,3.799,0,0,0,0,0.677,79.88,721.0079935447,0.0,11,AutoTakeoff,,0.0
627700,2026-01-08 12:39:12,,,721.0079935447,0.328084,0.0,1.44976054508,0.126448166776,18,5,7.549,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,35.4,2.4,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.773,3.776,0,0,0,0,1.286,79.88,721.0079935447,0.0,11,AutoTakeoff,,0.0
627800,2026-01-08 12:39:12,,,721.0079935447,0.328084,0.0,1.46148954808,0.14955381056,18,5,7.549,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,35.4,2.4,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.773,3.776,0,0,0,0,1.286,79.88,721.0079935447,0.0,11,AutoTakeoff,,0.0
627900,2026-01-08 12:39:12,,,721.0079935447,0.328084,0.0,1.46849414148,0.161238850304,18,5,7.549,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,35.4,2.4,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.773,3.776,0,0,0,0,1.286,79.88,721.0079935447,0.0,11,AutoTakeoff,,0.0
628000,2026-01-08 12:39:12,,,721.0079935447,0.328084,0.0,1.47693246196,0.175839572556,18,5,7.549,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,34.8,2.4,0.0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.773,3.776,0,0,0,0,1.286,79.88,721.0079935447,0.0,11,AutoTakeoff,,0.0
628100,2026-01-08 12:39:12,,,721.0079935447,0.328084,0.0,1.4742946666,0.18137795856,18,5,7.549,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,33.6,2.3,0.0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.773,3.776,0,0,0,0,1.286,79.88,721.0079935447,0.0,11,AutoTakeoff,,0.0
628200,2026-01-08 12:39:13,,,721.0079935447,0.328084,0.0,1.47264768492,0.20015092504,18,5,7.549,721.0079935447,0.0,0.0,1.48975070384,0.0,0.0,0.0,32.7,2.0,-0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.773,3.776,0,0,0,0,1.286,79.88,721.0079935447,0.0,11,AutoTakeoff,,0.0
628300,2026-01-08 12:39:13,,,721.0079935447,0.328084,0.223694,1.43473757872,0.238370086368,18,5,7.549,721.0079935447,0.0,0.223694,1.48975070384,0.223694,0.0,0.0,31.4,0.9,-0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.773,3.776,0,0,0,0,1.286,79.88,721.0079935447,0.0,11,AutoTakeoff,,0.0
628400,2026-01-08 12:39:13,,,721.0079935447,0.328084,0.447388,1.37122051632,0.302005259008,18,5,7.549,721.0079935447,0.0,0.447388,1.48975070384,0.447388,0.0,0.0,29.4,-0.8,-1.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.773,3.776,0,0,0,0,1.286,79.88,721.0079935447,0.0,11,AutoTakeoff,,0.0
628500,2026-01-08 12:39:13,,,721.0079935447,0.328084,0.7158208,1.28363521168,0.3909777028,18,5,7.549,721.0079935447,0.0,0.7158208,1.48975070384,0.671082,-0.223694,-0.447388,28.5,-1.5,-2.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.773,3.776,0,0,0,0,1.286,79.88,721.0079935447,0.0,11,AutoTakeoff,,0.0
628600,2026-01-08 12:39:13,,,721.0079935447,0.328084,1.006623,1.15478022068,0.52197836316,18,5,7.549,721.0079935447,0.0,1.006623,1.48975070384,0.894776,-0.447388,-0.671082,28.9,2.1,2.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.773,3.776,0,0,0,0,1.286,79.88,721.0079935447,0.0,11,AutoTakeoff,,0.0
628700,2026-01-08 12:39:13,,,721.0079935447,0.656168,0.9171454,1.01147641032,0.6676345358,18,5,7.549,721.0079935447,0.0,1.006623,1.48975070384,0.894776,-0.223694,-0.894776,28.9,4.0,3.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.773,3.776,0,0,0,0,1.286,79.88,721.0079935447,0.0,11,AutoTakeoff,,0.0
628800,2026-01-08 12:39:13,,,721.3360775447,0.656168,0.9171454,0.85936354456,0.8250164306,18,5,7.403,721.3360775447,0.328084,1.006623,1.48975070384,0.894776,-0.223694,-1.342164,29.0,4.5,4.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.707,3.696,0,0,0,0,4.605,79.88,721.3360775447,0.328084,11,AutoTakeoff,,0.1
628900,2026-01-08 12:39:13,,,721.6641615447,0.984252,0.894776,0.70248689912,0.99156499236,18,5,7.403,721.6641615447,0.656168,1.006623,1.48975070384,0.894776,0.0,-1.565858,29.2,4.9,4.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.707,3.696,0,0,0,0,4.605,79.88,721.6641615447,0.656168,11,AutoTakeoff,,0.2
629000,2026-01-08 12:39:13,,,721.9922455447,1.312336,0.894776,0.54967521444,1.16864176968,19,5,7.403,721.9922455447,0.984252,1.006623,1.48975070384,0.894776,0.0,-2.013246,29.3,6.5,4.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.707,3.696,0,0,0,0,4.605,79.88,721.9922455447,0.984252,11,AutoTakeoff,Home Point updated. RTH altitude adjusted to 90 m (Code: 120852),0.3
629100,2026-01-08 12:39:13,,,722.3203295447,1.312336,0.894776,0.32813649344,1.41128285356,19,5,7.403,722.3203295447,1.312336,1.006623,1.48975070384,0.894776,0.0,-2.013246,29.3,6.7,4.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.707,3.696,0,0,0,0,4.605,79.88,722.3203295447,1.312336,11,AutoTakeoff,,0.4
629200,2026-01-08 12:39:14,,,722.9764975447,1.64042,0.671082,0.271988525764,1.5620243282,18,5,7.403,722.9764975447,1.968504,1.006623,1.48975070384,0.671082,0.0,-2.23694,29.3,6.9,3.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.707,3.696,0,0,0,0,4.605,79.88,722.9764975447,1.968504,11,AutoTakeoff,,0.6
629300,2026-01-08 12:39:14,,,723.3045815447,2.296588,0.671082,0.314697844716,1.68006238972,18,5,7.403,723.3045815447,2.296588,1.006623,1.48975070384,0.671082,0.0,-2.23694,29.4,8.5,2.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.707,3.696,0,0,0,0,4.605,79.88,723.3045815447,2.296588,11,AutoTakeoff,,0.7
629400,2026-01-08 12:39:14,,,723.6326655447,2.952756,0.7158208,0.39945539336,1.79825465072,18,5,7.403,723.6326655447,2.624672,1.006623,1.48975070384,0.671082,0.223694,-2.013246,29.4,7.5,1.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.707,3.696,0,0,0,0,4.605,79.88,723.6326655447,2.624672,6,P-GPS,,0.8
629500,2026-01-08 12:39:14,,,723.9607495447,3.28084,0.7158208,0.54843833776,1.95276252968,18,5,7.403,723.9607495447,2.952756,1.006623,1.48975070384,0.671082,0.223694,-1.789552,29.4,8.3,2.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,59,3.707,3.696,0,0,0,0,4.605,79.88,723.9607495447,2.952756,6,P-GPS,,0.9
629600,2026-01-08 12:39:14,,,724.2888335447,3.608924,0.7158208,0.66146983744,2.07945544712,19,5,7.403,724.2888335447,3.28084,1.006623,1.48975070384,0.894776,0.223694,-1.342164,29.3,8.1,2.1,0,0,1024,1024,1259,1024,0,0,36,0,0,0,0,59,3.707,3.696,0,0,0,0,4.605,79.88,724.2888335447,3.28084,6,P-GPS,,1.0
629700,2026-01-08 12:39:14,,,724.6169175447,3.937008,0.9171454,0.7893865082,2.24459980936,19,5,7.403,724.6169175447,3.608924,1.006623,1.48975070384,0.894776,0.223694,-0.894776,29.4,8.4,2.4,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,59,3.707,3.696,0,0,0,0,4.605,79.88,724.6169175447,3.608924,6,P-GPS,,1.1
629800,2026-01-08 12:39:14,,,724.6169175447,3.937008,0.9171454,0.94773953164,2.43327763692,19,5,7.403,724.6169175447,3.608924,1.006623,1.48975070384,0.894776,0.223694,-0.447388,29.4,9.2,2.3,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,59,3.707,3.696,0,0,0,0,4.605,79.88,724.6169175447,3.608924,6,P-GPS,,1.1
629900,2026-01-08 12:39:14,,,724.6169175447,4.265092,0.9171454,1.089484943,2.6120079576,19,5,7.437,724.6169175447,3.608924,1.006623,1.48975070384,0.894776,0.223694,0.0,29.2,9.1,1.9,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,59,3.721,3.717,0,0,0,0,4.853,79.88,724.6169175447,3.608924,6,P-GPS,,1.1
630000,2026-01-08 12:39:14,,,724.9450015447,4.265092,0.894776,1.21326119368,2.74318578332,19,5,7.437,724.9450015447,3.937008,1.006623,1.48975070384,0.894776,0.0,-0.223694,29.0,7.8,1.8,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,59,3.721,3.717,0,0,0,0,4.853,79.88,724.9450015447,3.937008,6,P-GPS,,1.2
630100,2026-01-08 12:39:14,,,724.9450015447,4.593176,0.894776,1.35269361284,2.90281833436,19,5,7.437,724.9450015447,3.937008,1.006623,1.48975070384,0.894776,0.0,-0.894776,28.9,8.0,2.5,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,59,3.721,3.717,0,0,0,0,4.853,79.88,724.9450015447,3.937008,6,P-GPS,,1.2
630200,2026-01-08 12:39:15,,,725.2730855447,5.249344,0.894776,1.51323167572,3.08691939012,19,5,7.437,725.2730855447,4.265092,1.006623,1.51323167572,0.894776,0.0,-1.565858,28.9,9.5,3.8,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,59,3.721,3.717,0,0,0,0,4.853,79.88,725.2730855447,4.265092,6,P-GPS,,1.3
630300,2026-01-08 12:39:15,,,725.9292535447,5.577428,0.894776,1.65295937048,3.23115823988,19,5,7.437,725.9292535447,4.92126,1.006623,1.65295937048,0.894776,0.0,-2.23694,29.1,10.8,3.5,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,59,3.721,3.717,0,0,0,0,4.853,79.88,725.9292535447,4.92126,6,P-GPS,,1.5
