time(millisecond),timestamp,height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
161800,2026-01-08 12:30:36,Available with any HD 360 subscription,Available with any HD 360 subscription,720.98977110317,0.656168,0.0,0.0,0.0,17,5,0.0,720.98977110317,0.0,0.0,0.0,0.0,0.0,0.0,8.2,2.9,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.0,69.08,720.98977110317,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),0.0
161900,2026-01-08 12:30:36,,,720.98977110317,0.656168,0.0,0.0131885174824,0.0131885174824,17,5,0.0,720.98977110317,0.0,0.0,0.0131885174824,0.0,0.0,0.0,8.2,2.9,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.0,69.08,720.98977110317,0.0,41,Motors_Started,,0.0
162000,2026-01-08 12:30:36,,,720.98977110317,0.328084,0.0,0.0258253945272,0.025826116312,17,5,0.0,720.98977110317,0.0,0.0,0.0258253945272,0.0,0.0,0.0,8.2,2.9,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.0,69.08,720.98977110317,0.0,41,Motors_Started,,0.0
162100,2026-01-08 12:30:36,,,720.98977110317,0.328084,0.0,0.035338583808,0.037746392284,17,5,0.0,720.98977110317,0.0,0.0,0.035338583808,0.0,0.0,0.0,8.2,2.9,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.0,69.08,720.98977110317,0.0,41,Motors_Started,,0.0
162200,2026-01-08 12:30:36,,,720.98977110317,0.328084,0.0,0.038294292564,0.04099081496,17,5,0.0,720.98977110317,0.0,0.0,0.038294292564,0.0,0.0,0.0,8.2,2.8,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.0,69.08,720.98977110317,0.0,41,Motors_Started,,0.0
162300,2026-01-08 12:30:37,,,720.98977110317,0.328084,0.0,0.037537402776,0.041979332052,17,5,0.0,720.98977110317,0.0,0.0,0.038294292564,0.0,0.0,0.0,8.2,2.8,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.0,69.08,720.98977110317,0.0,41,Motors_Started,,0.0
162400,2026-01-08 12:30:37,,,720.98977110317,0.328084,0.0,0.037273295156,0.042486221832,17,5,8.012,720.98977110317,0.0,0.0,0.038294292564,0.0,0.0,0.0,8.5,2.9,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.798,69.08,720.98977110317,0.0,41,Motors_Started,,0.0
162500,2026-01-08 12:30:37,,,720.98977110317,0.328084,0.0,0.0184583995408,0.063081038764,17,5,8.012,720.98977110317,0.0,0.0,0.038294292564,0.0,0.0,0.0,8.7,2.8,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.798,69.08,720.98977110317,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 90m (295 ft). Data Recorder File Index is 30. Setting new Maximum Flight Altitude to 90m (295 ft),0.0
162600,2026-01-08 12:30:37,,,720.98977110317,0.328084,0.0,0.93293638156,0.065233925972,17,5,8.012,720.98977110317,0.0,0.0,0.93293638156,0.0,0.0,0.0,8.7,2.9,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.798,69.08,720.98977110317,0.0,41,Motors_Started,SD card speed low. Normal use may be affected. Replace SD card (Code: 10028),0.0
162700,2026-01-08 12:30:37,,,720.98977110317,0.328084,0.0,0.9500328388,0.084734910848,17,5,8.012,720.98977110317,0.0,0.0,0.9500328388,0.0,0.0,0.0,8.7,2.8,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.798,69.08,720.98977110317,0.0,41,Motors_Started,,0.0
162800,2026-01-08 12:30:37,,,720.98977110317,0.328084,0.0,0.96626971596,0.103174543984,17,5,8.012,720.98977110317,0.0,0.0,0.96626971596,0.0,0.0,0.0,8.6,2.9,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.798,69.08,720.98977110317,0.0,41,Motors_Started,,0.0
162900,2026-01-08 12:30:37,,,720.98977110317,0.328084,0.0,0.99456039928,0.138306762956,17,5,8.012,720.98977110317,0.0,0.0,0.99456039928,0.0,0.0,0.0,8.6,2.8,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.798,69.08,720.98977110317,0.0,11,AutoTakeoff,,0.0
163000,2026-01-08 12:30:37,,,720.98977110317,0.328084,0.0,0.99882877212,0.143304138444,17,5,8.012,720.98977110317,0.0,0.0,0.99882877212,0.0,0.0,0.0,8.6,2.8,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.798,69.08,720.98977110317,0.0,11,AutoTakeoff,,0.0
163100,2026-01-08 12:30:37,,,720.98977110317,0.328084,0.0,0.99713913952,0.1449967238,17,5,8.012,720.98977110317,0.0,0.0,0.99882877212,0.0,0.0,0.0,8.7,2.8,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.798,69.08,720.98977110317,0.0,11,AutoTakeoff,,0.0
163200,2026-01-08 12:30:38,,,720.98977110317,0.328084,0.0,0.99517063552,0.14697014906,17,5,8.012,720.98977110317,0.0,0.0,0.99882877212,0.0,0.0,0.0,8.6,2.8,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.798,69.08,720.98977110317,0.0,11,AutoTakeoff,,0.0
163300,2026-01-08 12:30:38,,,720.98977110317,0.328084,0.0,0.99193900812,0.150453744972,17,5,8.012,720.98977110317,0.0,0.0,0.99882877212,0.0,0.0,0.0,8.7,2.8,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.798,69.08,720.98977110317,0.0,11,AutoTakeoff,,0.0
163400,2026-01-08 12:30:38,,,720.98977110317,0.328084,0.0,0.97434714404,0.169538063168,17,5,8.012,720.98977110317,0.0,0.0,0.99882877212,0.0,0.0,0.0,9.1,2.8,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,88,4.01,4.004,0,0,0,0,0.798,69.08,720.98977110317,0.0,11,AutoTakeoff,,0.0
