time(millisecond),timestamp,height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
0,2026-01-06 16:37:25,Available with any HD 360 subscription,Available with any HD 360 subscription,721.21124387928,0.328084,0.0,0.0,0.0,12,4,0.0,721.21124387928,0.0,0.0,0.0,0.0,0.0,0.0,337.0,1.7,0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,78,3.938,3.933,0,0,0,0,0.0,63.32,721.21124387928,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002). Home Point updated. RTH altitude adjusted to 1640 ft (Cod,0.0
100,2026-01-06 16:37:25,,,721.21124387928,0.328084,0.0,0.92928480664,0.92928480664,12,4,0.0,721.21124387928,0.0,0.0,0.92928480664,0.0,0.0,0.0,337.0,1.7,0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,78,3.938,3.933,0,0,0,0,0.0,63.32,721.21124387928,0.0,41,Motors_Started,,0.0
200,2026-01-06 16:37:25,,,721.21124387928,0.328084,0.0,1.1287237894,1.12875331696,12,4,0.0,721.21124387928,0.0,0.0,1.1287237894,0.0,0.0,0.0,336.9,1.7,0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,78,3.938,3.933,0,0,0,0,0.0,63.32,721.21124387928,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 500m (1640 ft). Data Recorder File Index is 25. Setting new Maximum Flight Altitude to 500m (1640 ft) Home Point updated. RTH altitude adjusted to 1640 ft (Code: 120852),0.0
300,2026-01-06 16:37:25,,,721.21124387928,0.328084,0.0,1.292404897,1.29263127496,12,4,0.0,721.21124387928,0.0,0.0,1.292404897,0.0,0.0,0.0,336.9,1.7,0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,78,3.938,3.933,0,0,0,0,0.0,63.32,721.21124387928,0.0,41,Motors_Started,,0.0
400,2026-01-06 16:37:25,,,721.21124387928,0.328084,0.0,1.38545280024,1.38874348276,12,4,0.0,721.21124387928,0.0,0.0,1.38545280024,0.0,0.0,0.0,337.0,1.7,0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,78,3.938,3.933,0,0,0,0,0.0,63.32,721.21124387928,0.0,41,Motors_Started,,0.0
500,2026-01-06 16:37:25,,,721.21124387928,0.328084,0.0,1.30405844068,1.54691934084,12,4,0.0,721.21124387928,0.0,0.0,1.38545280024,0.0,0.0,0.0,337.0,1.8,0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,78,3.938,3.933,0,0,0,0,0.0,63.32,721.21124387928,0.0,41,Motors_Started,,0.0
600,2026-01-06 16:37:26,,,721.21124387928,0.328084,0.0,1.31597117072,1.5907808908,12,4,0.0,721.21124387928,0.0,0.0,1.38545280024,0.0,0.0,0.0,337.0,1.8,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,78,3.938,3.933,0,0,0,0,0.0,63.32,721.21124387928,0.0,41,Motors_Started,,0.0
700,2026-01-06 16:37:26,,,721.21124387928,0.328084,0.0,1.3062172334,1.64266409456,13,4,0.0,721.21124387928,0.0,0.0,1.38545280024,0.0,0.0,0.0,337.0,1.7,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,78,3.938,3.933,0,0,0,0,0.0,63.32,721.21124387928,0.0,41,Motors_Started,,0.0
800,2026-01-06 16:37:26,,,721.21124387928,0.328084,0.0,1.2836942668,1.6893209202,13,4,0.0,721.21124387928,0.0,0.0,1.38545280024,0.0,0.0,0.0,337.0,1.7,0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,78,3.938,3.933,0,0,0,0,0.0,63.32,721.21124387928,0.0,41,Motors_Started,,0.0
900,2026-01-06 16:37:26,,,721.21124387928,0.328084,0.0,0.93648953128,2.09423891216,13,4,0.0,721.21124387928,0.0,0.0,1.38545280024,0.0,0.0,0.0,337.0,1.8,0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,78,3.938,3.933,0,0,0,0,0.0,63.32,721.21124387928,0.0,41,Motors_Started,,0.0
