time(millisecond),timestamp,altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
0,2026-01-09 12:36:45,720.98977110317,0.328084,0.0,0.0,0.0,16,5,0.0,720.98977110317,0.0,0.0,0.0,0.0,0.0,0.0,44.1,2.8,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.066,4.059,0,0,0,0,0.0,61.34,720.98977110317,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),0.0
100,2026-01-09 12:36:45,720.98977110317,0.328084,0.0,0.030649443238,0.030649443238,16,5,0.0,720.98977110317,0.0,0.0,0.030649443238,0.0,0.0,0.0,44.0,2.7,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.066,4.059,0,0,0,0,0.0,61.34,720.98977110317,0.0,41,Motors_Started,,0.0
200,2026-01-09 12:36:45,720.98977110317,0.328084,0.0,0.052434712964,0.053206366532,16,5,0.0,720.98977110317,0.0,0.0,0.052434712964,0.0,0.0,0.0,44.0,2.7,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.066,4.059,0,0,0,0,0.0,61.34,720.98977110317,0.0,41,Motors_Started,,0.0
300,2026-01-09 12:36:45,720.98977110317,0.328084,0.0,0.08372375596,0.085818244216,16,5,0.0,720.98977110317,0.0,0.0,0.08372375596,0.0,0.0,0.0,44.0,2.8,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.066,4.059,0,0,0,0,0.0,61.34,720.98977110317,0.0,41,Motors_Started,,0.0
400,2026-01-09 12:36:45,720.98977110317,0.328084,0.0,0.122527234892,0.125556434464,16,5,0.0,720.98977110317,0.0,0.0,0.122527234892,0.0,0.0,0.0,43.9,2.8,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.066,4.059,0,0,0,0,0.0,61.34,720.98977110317,0.0,41,Motors_Started,,0.0
500,2026-01-09 12:36:45,720.98977110317,0.328084,0.0,0.139225398156,0.142693246036,16,5,0.0,720.98977110317,0.0,0.0,0.139225398156,0.0,0.0,0.0,43.8,2.7,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.066,4.059,0,0,0,0,0.0,61.34,720.98977110317,0.0,41,Motors_Started,,0.0
600,2026-01-09 12:36:45,720.98977110317,0.328084,0.0,0.13389764208,0.16582021528,16,5,0.0,720.98977110317,0.0,0.0,0.139225398156,0.0,0.0,0.0,43.8,2.8,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.066,4.059,0,0,0,0,0.0,61.34,720.98977110317,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 90m (295 ft). Data Recorder File Index is 31. Setting new Maximum Flight Altitude to 90m (295 ft),0.0
700,2026-01-09 12:36:45,720.98977110317,0.328084,0.0,0.156343180856,0.188271331484,16,5,0.0,720.98977110317,0.0,0.0,0.156343180856,0.0,0.0,0.0,43.9,2.7,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.066,4.059,0,0,0,0,0.0,61.34,720.98977110317,0.0,41,Motors_Started,,0.0
800,2026-01-09 12:36:45,720.98977110317,0.328084,0.0,0.18888288006,0.220812671108,16,5,0.0,720.98977110317,0.0,0.0,0.18888288006,0.0,0.0,0.0,43.9,2.7,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.066,4.059,0,0,0,0,0.0,61.34,720.98977110317,0.0,41,Motors_Started,,0.0
900,2026-01-09 12:36:46,720.98977110317,0.328084,0.0,0.214601056736,0.246534456708,16,5,0.0,720.98977110317,0.0,0.0,0.214601056736,0.0,0.0,0.0,43.9,2.7,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,4.066,4.059,0,0,0,0,0.0,61.34,720.98977110317,0.0,41,Motors_Started,,0.0
