time(millisecond),timestamp,height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
299700,2026-01-07 12:34:02,Available with any HD 360 subscription,Available with any HD 360 subscription,721.03587773194,0.0,0.0,0.0,0.0,18,5,0.0,721.03587773194,0.0,0.0,0.0,0.0,0.0,0.0,21.9,2.7,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,77,3.921,3.92,0,0,0,0,0.0,71.6,721.03587773194,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),0.0
299800,2026-01-07 12:34:02,,,721.03587773194,0.0,0.0,0.0083857286148,0.0083857286148,18,5,0.0,721.03587773194,0.0,0.0,0.0083857286148,0.0,0.0,0.0,21.9,2.7,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,77,3.921,3.92,0,0,0,0,0.0,71.6,721.03587773194,0.0,41,Motors_Started,,0.0
299900,2026-01-07 12:34:02,,,721.03587773194,0.328084,0.0,0.0233391739752,0.023354167414,18,5,0.0,721.03587773194,0.0,0.0,0.0233391739752,0.0,0.0,0.0,22.0,2.7,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,77,3.921,3.92,0,0,0,0,0.0,71.6,721.03587773194,0.0,41,Motors_Started,,0.0
300000,2026-01-07 12:34:02,,,721.03587773194,0.328084,0.0,0.079244425108,0.082570868784,18,5,0.0,721.03587773194,0.0,0.0,0.079244425108,0.0,0.0,0.0,21.9,2.7,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,77,3.921,3.92,0,0,0,0,0.0,71.6,721.03587773194,0.0,41,Motors_Started,,0.0
300100,2026-01-07 12:34:02,,,721.03587773194,0.328084,0.0,0.104164045328,0.108151578264,18,5,0.0,721.03587773194,0.0,0.0,0.104164045328,0.0,0.0,0.0,22.0,2.7,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,77,3.921,3.92,0,0,0,0,0.0,71.6,721.03587773194,0.0,41,Motors_Started,,0.0
300200,2026-01-07 12:34:02,,,721.03587773194,0.328084,0.0,0.112459649268,0.1168225103,18,5,0.0,721.03587773194,0.0,0.0,0.112459649268,0.0,0.0,0.0,21.9,2.7,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,77,3.921,3.92,0,0,0,0,0.0,71.6,721.03587773194,0.0,41,Motors_Started,,0.0
300300,2026-01-07 12:34:03,,,721.03587773194,0.328084,0.0,0.117791014268,0.12258202492,18,5,0.0,721.03587773194,0.0,0.0,0.117791014268,0.0,0.0,0.0,22.0,2.8,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,77,3.921,3.92,0,0,0,0,0.0,71.6,721.03587773194,0.0,41,Motors_Started,,0.0
300400,2026-01-07 12:34:03,,,721.03587773194,0.328084,0.0,0.131769033088,0.144644361584,18,5,0.0,721.03587773194,0.0,0.0,0.131769033088,0.0,0.0,0.0,22.0,2.7,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,77,3.921,3.92,0,0,0,0,0.0,71.6,721.03587773194,0.0,41,Motors_Started,,0.0
300500,2026-01-07 12:34:03,,,721.03587773194,0.328084,0.0,0.151461947104,0.164702433092,18,5,0.0,721.03587773194,0.0,0.0,0.151461947104,0.0,0.0,0.0,22.1,2.6,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,77,3.921,3.92,0,0,0,0,0.0,71.6,721.03587773194,0.0,41,Motors_Started,,0.0
300600,2026-01-07 12:34:03,,,721.03587773194,0.328084,0.0,0.156273955132,0.169845477876,18,5,0.0,721.03587773194,0.0,0.0,0.156273955132,0.0,0.0,0.0,22.1,2.7,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,77,3.921,3.92,0,0,0,0,0.0,71.6,721.03587773194,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 500m (1640 ft). Data Recorder File Index is 26. Setting new Maximum Flight Altitude to 500m (1640 ft),0.0
