time(millisecond),timestamp,altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
325500,2026-01-13 17:38:31,720.7103268685,0.328084,0.0,0.0,0.0,17,5,0.0,720.7103268685,0.0,0.0,0.0,0.0,0.0,0.0,42.6,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.921,3.92,0,0,0,0,0.0,72.5,720.7103268685,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028),0.0
325600,2026-01-13 17:38:31,720.7103268685,0.328084,0.0,0.0165579401624,0.0165579401624,17,5,0.0,720.7103268685,0.0,0.0,0.0165579401624,0.0,0.0,0.0,42.6,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.921,3.92,0,0,0,0,0.0,72.5,720.7103268685,0.0,41,Motors_Started,,0.0
325700,2026-01-13 17:38:31,720.7103268685,0.328084,0.0,0.0269163722524,0.030271818554,17,5,0.0,720.7103268685,0.0,0.0,0.0269163722524,0.0,0.0,0.0,42.6,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.921,3.92,0,0,0,0,0.0,72.5,720.7103268685,0.0,41,Motors_Started,,0.0
325800,2026-01-13 17:38:31,720.7103268685,0.328084,0.0,0.038677166592,0.042051838616,17,5,0.0,720.7103268685,0.0,0.0,0.038677166592,0.0,0.0,0.0,42.6,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.921,3.92,0,0,0,0,0.0,72.5,720.7103268685,0.0,41,Motors_Started,,0.0
325900,2026-01-13 17:38:31,720.7103268685,0.328084,0.0,0.054601707784,0.07043635396,17,5,0.0,720.7103268685,0.0,0.0,0.054601707784,0.0,0.0,0.0,42.6,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.921,3.92,0,0,0,0,0.0,72.5,720.7103268685,0.0,41,Motors_Started,,0.0
326000,2026-01-13 17:38:31,720.7103268685,0.328084,0.0,0.040208990788,0.143934715892,17,5,0.0,720.7103268685,0.0,0.0,0.054601707784,0.0,0.0,0.0,42.6,2.2,0.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.921,3.92,0,0,0,0,0.0,72.5,720.7103268685,0.0,41,Motors_Started,,0.0
326100,2026-01-13 17:38:32,720.7103268685,0.328084,0.0,0.038697179716,0.153540359244,17,5,0.0,720.7103268685,0.0,0.0,0.054601707784,0.0,0.0,0.0,42.5,2.3,0.0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.921,3.92,0,0,0,0,0.0,72.5,720.7103268685,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 90m (295 ft). Data Recorder File Index is 37. Setting new Maximum Flight Altitude to 90m (295 ft),0.0
326200,2026-01-13 17:38:32,720.7103268685,0.328084,0.0,1.30389111784,0.160783797796,17,5,0.0,720.7103268685,0.0,0.0,1.30389111784,0.0,0.0,0.0,42.6,2.2,0.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.921,3.92,0,0,0,0,0.0,72.5,720.7103268685,0.0,41,Motors_Started,,0.0
326300,2026-01-13 17:38:32,720.7103268685,0.328084,0.0,1.30083337496,0.173846462256,17,5,0.0,720.7103268685,0.0,0.0,1.30389111784,0.0,0.0,0.0,42.6,2.1,0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.921,3.92,0,0,0,0,0.0,72.5,720.7103268685,0.0,41,Motors_Started,,0.0
326400,2026-01-13 17:38:32,720.7103268685,0.328084,0.0,1.384350438,0.269595152984,17,5,0.0,720.7103268685,0.0,0.0,1.384350438,0.0,0.0,0.0,42.7,2.1,0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.921,3.92,0,0,0,0,0.0,72.5,720.7103268685,0.0,41,Motors_Started,,0.0
326500,2026-01-13 17:38:32,720.7103268685,0.328084,0.0,1.38644361392,0.29002297516,17,5,0.0,720.7103268685,0.0,0.0,1.38644361392,0.0,0.0,0.0,42.6,2.0,0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.921,3.92,0,0,0,0,0.0,72.5,720.7103268685,0.0,41,Motors_Started,,0.0
326600,2026-01-13 17:38:32,720.7103268685,0.328084,0.0,1.38638127796,0.308099091224,17,5,7.841,720.7103268685,0.0,0.0,1.38644361392,0.0,0.0,0.0,42.6,2.0,0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.922,3.919,0,0,0,0,1.11,72.5,720.7103268685,0.0,11,AutoTakeoff,,0.0
326700,2026-01-13 17:38:32,720.7103268685,0.328084,0.0,1.3762959758,0.325717858192,17,5,7.841,720.7103268685,0.0,0.0,1.38644361392,0.0,0.0,0.0,42.6,2.0,0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.922,3.919,0,0,0,0,1.11,72.5,720.7103268685,0.0,11,AutoTakeoff,,0.0
326800,2026-01-13 17:38:32,720.7103268685,0.328084,0.0,1.41264440216,0.39879922536,17,5,7.841,720.7103268685,0.0,0.0,1.41264440216,0.0,0.0,0.0,42.6,2.0,0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.922,3.919,0,0,0,0,1.11,72.5,720.7103268685,0.0,11,AutoTakeoff,,0.0
326900,2026-01-13 17:38:32,720.7103268685,0.328084,0.0,1.39835306312,0.41857612888,17,5,7.841,720.7103268685,0.0,0.0,1.41264440216,0.0,0.0,0.0,42.6,2.0,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.922,3.919,0,0,0,0,1.11,72.5,720.7103268685,0.0,11,AutoTakeoff,,0.0
327000,2026-01-13 17:38:33,720.7103268685,0.328084,0.0,1.38276907312,0.44044620832,17,5,7.841,720.7103268685,0.0,0.0,1.41264440216,0.0,0.0,0.0,42.9,2.0,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.922,3.919,0,0,0,0,1.11,72.5,720.7103268685,0.0,11,AutoTakeoff,,0.0
327100,2026-01-13 17:38:33,720.7103268685,0.328084,0.0,1.36139440052,0.47599739056,17,5,7.841,720.7103268685,0.0,0.0,1.41264440216,0.0,0.0,0.0,42.7,2.0,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.922,3.919,0,0,0,0,1.11,72.5,720.7103268685,0.0,11,AutoTakeoff,,0.0
327200,2026-01-13 17:38:33,720.7103268685,0.328084,0.0,1.34148298256,0.517634531,17,5,7.841,720.7103268685,0.0,0.0,1.41264440216,0.0,0.0,0.0,43.5,2.0,0.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.922,3.919,0,0,0,0,1.11,72.5,720.7103268685,0.0,11,AutoTakeoff,,0.0
327300,2026-01-13 17:38:33,720.7103268685,0.328084,0.0,1.33285109252,0.52786090928,17,5,7.841,720.7103268685,0.0,0.0,1.41264440216,0.0,0.0,0.0,45.2,2.1,0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.922,3.919,0,0,0,0,1.11,72.5,720.7103268685,0.0,11,AutoTakeoff,,0.0
327400,2026-01-13 17:38:33,720.7103268685,0.328084,0.0,1.33090883524,0.53171917712,17,5,7.841,720.7103268685,0.0,0.0,1.41264440216,0.0,0.0,0.0,46.7,0.8,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.922,3.919,0,0,0,0,1.11,72.5,720.7103268685,0.0,11,AutoTakeoff,,0.0
327500,2026-01-13 17:38:33,720.7103268685,0.328084,0.0,1.33271329724,0.54434384944,17,5,7.841,720.7103268685,0.0,0.0,1.41264440216,0.0,0.0,-0.447388,48.0,1.0,-0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,75,3.922,3.919,0,0,0,0,1.11,72.5,720.7103268685,0.0,11,AutoTakeoff,,0.0
