time(millisecond),timestamp,height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
584500,2026-01-07 12:42:29,Available with any HD 360 subscription,Available with any HD 360 subscription,720.94576683667,0.328084,0.0,0.0,0.0,17,5,0.0,720.94576683667,0.0,0.0,0.0,0.0,0.0,0.0,25.6,3.7,1.0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,3.789,3.789,0,0,0,0,0.0,73.76,720.94576683667,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),0.0
584600,2026-01-07 12:42:29,,,720.94576683667,0.328084,0.0,0.0058475723656,0.0058475723656,17,5,0.0,720.94576683667,0.0,0.0,0.0058475723656,0.0,0.0,0.0,25.6,3.7,1.0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,3.789,3.789,0,0,0,0,0.0,73.76,720.94576683667,0.0,41,Motors_Started,SD card speed low. Normal use may be affected. Replace SD card (Code: 40112),0.0
584700,2026-01-07 12:42:29,,,720.94576683667,0.328084,0.0,0.0232988196432,0.0267573171292,17,5,7.58,720.94576683667,0.0,0.0,0.0232988196432,0.0,0.0,0.0,25.6,3.7,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,3.789,3.789,0,0,0,0,0.678,73.76,720.94576683667,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 500m (1640 ft). Data Recorder File Index is 26. Setting new Maximum Flight Altitude to 500m (1640 ft),0.0
584800,2026-01-07 12:42:29,,,720.94576683667,0.328084,0.0,1.18737208524,0.0281990822672,17,5,7.58,720.94576683667,0.0,0.0,1.18737208524,0.0,0.0,0.0,25.6,3.7,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,3.789,3.789,0,0,0,0,0.678,73.76,720.94576683667,0.0,41,Motors_Started,,0.0
584900,2026-01-07 12:42:29,,,720.94576683667,0.328084,0.0,1.18829072044,0.0291342200924,17,5,7.58,720.94576683667,0.0,0.0,1.18829072044,0.0,0.0,0.0,25.6,3.7,1.0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,3.789,3.789,0,0,0,0,0.678,73.76,720.94576683667,0.0,41,Motors_Started,,0.0
585000,2026-01-07 12:42:29,,,720.94576683667,0.328084,0.0,1.18714570728,0.0317187674192,17,5,7.58,720.94576683667,0.0,0.0,1.18829072044,0.0,0.0,0.0,25.6,3.7,1.0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,3.789,3.789,0,0,0,0,0.678,73.76,720.94576683667,0.0,41,Motors_Started,,0.0
585100,2026-01-07 12:42:29,,,720.94576683667,0.328084,0.0,1.16607287196,0.07517552734,17,5,7.58,720.94576683667,0.0,0.0,1.18829072044,0.0,0.0,0.0,25.6,3.7,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,3.789,3.789,0,0,0,0,0.678,73.76,720.94576683667,0.0,41,Motors_Started,,0.0
585200,2026-01-07 12:42:30,,,720.94576683667,0.328084,0.0,1.15439308156,0.09161909742,17,5,7.58,720.94576683667,0.0,0.0,1.18829072044,0.0,0.0,0.0,25.4,3.7,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,3.789,3.789,0,0,0,0,0.678,73.76,720.94576683667,0.0,41,Motors_Started,,0.0
585300,2026-01-07 12:42:30,,,720.94576683667,0.328084,0.0,1.13967195248,0.106900265888,17,5,7.58,720.94576683667,0.0,0.0,1.18829072044,0.0,0.0,0.0,25.4,3.6,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,3.789,3.789,0,0,0,0,0.678,73.76,720.94576683667,0.0,41,Motors_Started,,0.0
585400,2026-01-07 12:42:30,,,720.94576683667,0.328084,0.0,1.1269029232,0.12031496448,16,5,7.58,720.94576683667,0.0,0.0,1.18829072044,0.0,0.0,0.0,25.4,3.7,1.0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,57,3.789,3.789,0,0,0,0,0.678,73.76,720.94576683667,0.0,41,Motors_Started,,0.0
