time(millisecond),timestamp,height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
197200,2026-01-06 16:41:22,Available with any HD 360 subscription,Available with any HD 360 subscription,721.21124387928,0.328084,0.0,0.0,0.0,14,5,0.0,721.21124387928,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.0,70.7,721.21124387928,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),0.0
197300,2026-01-06 16:41:23,,,721.21124387928,0.328084,0.0,0.05403215396,0.05403215396,14,5,0.0,721.21124387928,0.0,0.0,0.05403215396,0.0,0.0,0.0,16.6,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.0,70.7,721.21124387928,0.0,41,Motors_Started,,0.0
197400,2026-01-06 16:41:23,,,721.21124387928,0.328084,0.0,0.084929792744,0.085120081464,14,5,0.0,721.21124387928,0.0,0.0,0.084929792744,0.0,0.0,0.0,16.6,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.0,70.7,721.21124387928,0.0,41,Motors_Started,,0.0
197500,2026-01-06 16:41:23,,,721.21124387928,0.328084,0.0,0.128047248192,0.132689308708,14,5,0.0,721.21124387928,0.0,0.0,0.128047248192,0.0,0.0,0.0,16.6,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.0,70.7,721.21124387928,0.0,41,Motors_Started,,0.0
197600,2026-01-06 16:41:23,,,721.21124387928,0.328084,0.0,0.123070541996,0.147814637276,14,5,7.653,721.21124387928,0.0,0.0,0.128047248192,0.0,0.0,0.0,16.6,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.723,70.7,721.21124387928,0.0,41,Motors_Started,,0.0
197700,2026-01-06 16:41:23,,,721.21124387928,0.328084,0.0,0.11961614556,0.161378286004,14,5,7.653,721.21124387928,0.0,0.0,0.128047248192,0.0,0.0,0.0,16.5,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.723,70.7,721.21124387928,0.0,41,Motors_Started,,0.0
197800,2026-01-06 16:41:23,,,721.21124387928,0.328084,0.0,0.12565125074,0.168755910912,14,5,7.653,721.21124387928,0.0,0.0,0.128047248192,0.0,0.0,0.0,16.9,2.0,-0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.723,70.7,721.21124387928,0.0,41,Motors_Started,,0.0
197900,2026-01-06 16:41:23,,,721.21124387928,0.328084,0.0,0.078023624544,0.249225401676,14,5,7.653,721.21124387928,0.0,0.0,0.128047248192,0.0,0.0,0.0,16.8,1.9,-0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.723,70.7,721.21124387928,0.0,41,Motors_Started,,0.0
198000,2026-01-06 16:41:23,,,721.21124387928,0.328084,0.0,0.089042653768,0.263002961172,14,5,7.653,721.21124387928,0.0,0.0,0.128047248192,0.0,0.0,0.0,16.9,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.723,70.7,721.21124387928,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 500m (1640 ft). Data Recorder File Index is 25. Setting new Maximum Flight Altitude to 500m (1640 ft),0.0
198100,2026-01-06 16:41:23,,,721.21124387928,0.328084,0.0,14.9231632072,0.276342856612,14,5,7.653,721.21124387928,0.0,0.0,14.9231632072,0.0,0.0,0.0,16.9,1.9,-0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.723,70.7,721.21124387928,0.0,41,Motors_Started,,0.0
198200,2026-01-06 16:41:23,,,721.21124387928,0.328084,0.0,14.9374020528,0.299134852092,14,5,7.653,721.21124387928,0.0,0.0,14.9374020528,0.0,0.0,0.0,16.9,1.9,-0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.723,70.7,721.21124387928,0.0,41,Motors_Started,SD card speed low. Normal use may be affected. Replace SD card (Code: 10028),0.0
198300,2026-01-06 16:41:23,,,721.21124387928,0.328084,0.0,14.9533141268,0.325522976296,14,5,7.653,721.21124387928,0.0,0.0,14.9533141268,0.0,0.0,0.0,16.9,1.9,-0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.723,70.7,721.21124387928,0.0,11,AutoTakeoff,,0.0
198400,2026-01-06 16:41:24,,,721.21124387928,0.328084,0.0,14.9561028408,0.33528872464,14,5,7.653,721.21124387928,0.0,0.0,14.9561028408,0.0,0.0,0.0,16.9,1.9,-0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.723,70.7,721.21124387928,0.0,11,AutoTakeoff,,0.0
198500,2026-01-06 16:41:24,,,721.21124387928,0.328084,0.0,14.9593508724,0.34536090344,13,5,7.653,721.21124387928,0.0,0.0,14.9593508724,0.0,0.0,0.0,16.9,1.9,-0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,67,3.827,3.826,0,0,0,0,0.723,70.7,721.21124387928,0.0,11,AutoTakeoff,,0.0
