time(millisecond),timestamp,altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
142500,2026-01-12 12:08:17,720.72734786642,0.328084,0.0,0.0,0.0,18,5,0.0,720.72734786642,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.0,66.2,720.72734786642,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),0.0
142600,2026-01-12 12:08:18,720.72734786642,0.328084,0.0,0.0162757879224,0.0162757879224,18,5,0.0,720.72734786642,0.0,0.0,0.0162757879224,0.0,0.0,0.0,14.0,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.0,66.2,720.72734786642,0.0,41,Motors_Started,,0.0
142700,2026-01-12 12:08:18,720.72734786642,0.328084,0.0,0.0282232948664,0.0290084654952,18,5,8.015,720.72734786642,0.0,0.0,0.0282232948664,0.0,0.0,0.0,13.9,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.655,66.2,720.72734786642,0.0,41,Motors_Started,,0.0
142800,2026-01-12 12:08:18,720.72734786642,0.328084,0.0,0.040105316244,0.04135826904,18,5,8.015,720.72734786642,0.0,0.0,0.040105316244,0.0,0.0,0.0,13.9,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.655,66.2,720.72734786642,0.0,41,Motors_Started,,0.0
142900,2026-01-12 12:08:18,720.72734786642,0.328084,0.0,0.064421589988,0.075042325236,18,5,8.015,720.72734786642,0.0,0.0,0.064421589988,0.0,0.0,0.0,14.0,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.655,66.2,720.72734786642,0.0,41,Motors_Started,,0.0
143000,2026-01-12 12:08:18,720.72734786642,0.328084,0.0,0.076083007684,0.086726380728,18,5,8.015,720.72734786642,0.0,0.0,0.076083007684,0.0,0.0,0.0,13.9,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.655,66.2,720.72734786642,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 90m (295 ft). Data Recorder File Index is 35. Setting new Maximum Flight Altitude to 90m (295 ft),0.0
143100,2026-01-12 12:08:18,720.72734786642,0.328084,0.0,2.16604009556,0.108259189816,18,5,8.015,720.72734786642,0.0,0.0,2.16604009556,0.0,0.0,0.0,14.1,2.3,0.0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.655,66.2,720.72734786642,0.0,41,Motors_Started,SD card speed low. Normal use may be affected. Replace SD card (Code: 10028),0.0
143200,2026-01-12 12:08:18,720.72734786642,0.328084,0.0,2.187746133,0.133760831052,18,5,8.015,720.72734786642,0.0,0.0,2.187746133,0.0,0.0,0.0,14.3,2.1,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.655,66.2,720.72734786642,0.0,41,Motors_Started,,0.0
143300,2026-01-12 12:08:18,720.72734786642,0.328084,0.0,2.2340715938,0.188475727816,18,5,8.015,720.72734786642,0.0,0.0,2.2340715938,0.0,0.0,0.0,14.2,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.655,66.2,720.72734786642,0.0,41,Motors_Started,,0.0
143400,2026-01-12 12:08:18,720.72734786642,0.328084,0.0,2.24195873316,0.203022972376,18,5,8.015,720.72734786642,0.0,0.0,2.24195873316,0.0,0.0,0.0,14.3,2.2,0.0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.655,66.2,720.72734786642,0.0,41,Motors_Started,,0.0
143500,2026-01-12 12:08:18,720.72734786642,0.328084,0.0,2.25894692268,0.223954403492,18,5,8.015,720.72734786642,0.0,0.0,2.25894692268,0.0,0.0,0.0,14.3,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.655,66.2,720.72734786642,0.0,41,Motors_Started,,0.0
143600,2026-01-12 12:08:19,720.72734786642,0.328084,0.0,2.27829403616,0.246723433092,18,5,8.015,720.72734786642,0.0,0.0,2.27829403616,0.0,0.0,0.0,14.4,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.655,66.2,720.72734786642,0.0,41,Motors_Started,,0.0
143700,2026-01-12 12:08:19,720.72734786642,0.328084,0.0,2.2885007294,0.267879273664,18,5,8.015,720.72734786642,0.0,0.0,2.2885007294,0.0,0.0,0.0,14.4,2.2,0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,90,4.009,4.006,0,0,0,0,0.655,66.2,720.72734786642,0.0,11,AutoTakeoff,,0.0
143800,2026-01-12 12:08:19,720.72734786642,0.328084,0.0,2.29195545392,0.279016741212,18,5,7.951,720.72734786642,0.0,0.0,2.29195545392,0.0,0.0,0.0,14.3,2.2,0.1,0,0,1024,1024,1060,1024,0,0,5,0,0,0,0,90,3.992,3.976,0,0,0,0,1.512,66.2,720.72734786642,0.0,11,AutoTakeoff,,0.0
143900,2026-01-12 12:08:19,720.72734786642,0.328084,0.0,2.29064311792,0.280740166464,18,5,7.951,720.72734786642,0.0,0.0,2.29195545392,0.0,0.0,0.0,14.3,2.2,0.1,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.992,3.976,0,0,0,0,1.512,66.2,720.72734786642,0.0,11,AutoTakeoff,,0.0
144000,2026-01-12 12:08:19,720.72734786642,0.328084,0.0,2.28849088688,0.284200468412,18,5,7.951,720.72734786642,0.0,0.0,2.29195545392,0.0,0.0,0.0,14.4,2.2,0.0,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.992,3.976,0,0,0,0,1.512,66.2,720.72734786642,0.0,11,AutoTakeoff,,0.0
144100,2026-01-12 12:08:19,721.05543186642,0.328084,0.0,2.28376975812,0.292716216716,18,5,7.951,721.05543186642,0.328084,0.0,2.29195545392,0.0,0.0,0.0,15.6,2.2,0.0,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.992,3.976,0,0,0,0,1.512,66.2,721.05543186642,0.328084,11,AutoTakeoff,,0.1
144200,2026-01-12 12:08:19,721.05543186642,0.328084,0.0,2.24716542624,0.32932743836,18,5,7.951,721.05543186642,0.328084,0.0,2.29195545392,0.0,0.0,0.0,17.0,2.1,0.0,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.992,3.976,0,0,0,0,1.512,66.2,721.05543186642,0.328084,11,AutoTakeoff,,0.1
144300,2026-01-12 12:08:19,721.05543186642,0.328084,0.0,2.24787736852,0.33951116572,18,5,7.951,721.05543186642,0.328084,0.0,2.29195545392,0.0,0.0,0.0,18.0,0.5,-0.2,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.992,3.976,0,0,0,0,1.512,66.2,721.05543186642,0.328084,11,AutoTakeoff,,0.1
144400,2026-01-12 12:08:19,721.05543186642,0.328084,0.0,2.26399941628,0.36042980156,18,5,7.951,721.05543186642,0.328084,0.0,2.29195545392,0.0,0.0,-0.223694,18.7,-1.2,-1.5,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.992,3.976,0,0,0,0,1.512,66.2,721.05543186642,0.328084,11,AutoTakeoff,,0.1
144500,2026-01-12 12:08:19,721.05543186642,0.328084,0.0,2.30101385316,0.40437337252,18,5,7.951,721.05543186642,0.328084,0.0,2.30101385316,0.223694,0.0,-0.447388,19.2,-0.1,-0.1,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.992,3.976,0,0,0,0,1.512,66.2,721.05543186642,0.328084,11,AutoTakeoff,,0.1
144600,2026-01-12 12:08:20,721.05543186642,0.656168,0.3131716,2.33975073104,0.46290683896,18,5,7.951,721.05543186642,0.328084,0.3131716,2.33975073104,0.223694,0.223694,-0.894776,19.0,1.9,0.0,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.992,3.976,0,0,0,0,1.512,66.2,721.05543186642,0.328084,11,AutoTakeoff,,0.1
144700,2026-01-12 12:08:20,721.38351586642,0.656168,0.3131716,2.39660768824,0.5476050044,18,5,7.951,721.38351586642,0.656168,0.3131716,2.39660768824,0.223694,0.223694,-1.342164,18.6,2.9,-0.9,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.992,3.976,0,0,0,0,1.512,66.2,721.38351586642,0.656168,11,AutoTakeoff,,0.2
144800,2026-01-12 12:08:20,721.38351586642,0.656168,0.4921268,2.47120086648,0.64903873468,18,5,7.951,721.38351586642,0.656168,0.4921268,2.47120086648,0.447388,0.223694,-1.789552,18.6,4.0,-1.5,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.992,3.976,0,0,0,0,1.512,66.2,721.38351586642,0.656168,11,AutoTakeoff,,0.2
144900,2026-01-12 12:08:20,722.03968386642,0.984252,0.4921268,2.55887147296,0.7492454308,18,5,7.721,722.03968386642,1.312336,0.4921268,2.55887147296,0.447388,0.223694,-2.23694,18.7,5.6,-1.1,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.866,3.855,0,0,0,0,5.126,66.38,722.03968386642,1.312336,11,AutoTakeoff,,0.4
145000,2026-01-12 12:08:20,722.36776786642,1.312336,0.4921268,2.66759194888,0.87631564484,18,5,7.721,722.36776786642,1.64042,0.4921268,2.66759194888,0.447388,0.223694,-2.908022,18.8,5.9,-1.4,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.866,3.855,0,0,0,0,5.126,66.38,722.36776786642,1.64042,11,AutoTakeoff,Home Point updated. RTH altitude adjusted to 90 m (Code: 120852),0.5
145100,2026-01-12 12:08:20,722.69585186642,1.968504,0.4921268,2.765666099,0.98394360104,18,5,7.721,722.69585186642,1.968504,0.4921268,2.765666099,0.223694,0.223694,-3.35541,18.8,6.1,-1.7,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.866,3.855,0,0,0,0,5.126,66.38,722.69585186642,1.968504,11,AutoTakeoff,,0.6
145200,2026-01-12 12:08:20,723.35201986642,2.296588,0.223694,2.85941938284,1.08471788248,18,5,7.721,723.35201986642,2.624672,0.4921268,2.85941938284,0.223694,0.0,-3.802798,18.7,6.4,-1.5,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.866,3.855,0,0,0,0,5.126,66.38,723.35201986642,2.624672,11,AutoTakeoff,,0.8
145300,2026-01-12 12:08:20,724.00818786642,2.952756,0.223694,2.91230980448,1.16285764876,18,5,7.721,724.00818786642,3.28084,0.4921268,2.91230980448,0.223694,0.0,-4.250186,18.8,4.9,-1.2,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.866,3.855,0,0,0,0,5.126,66.38,724.00818786642,3.28084,6,P-GPS,,1.0
145400,2026-01-12 12:08:20,724.66435586642,3.608924,0.223694,3.00181440052,1.32097773256,18,5,7.721,724.66435586642,3.937008,0.4921268,3.00181440052,0.223694,0.0,-4.47388,18.9,4.2,-0.4,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.866,3.855,0,0,0,0,5.126,66.38,724.66435586642,3.937008,6,P-GPS,,1.2
145500,2026-01-12 12:08:20,725.32052386642,4.265092,0.223694,3.04443579296,1.37643049024,18,5,7.721,725.32052386642,4.593176,0.4921268,3.04443579296,0.223694,0.0,-4.697574,18.8,6.3,-0.6,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.866,3.855,0,0,0,0,5.126,66.38,725.32052386642,4.593176,6,P-GPS,,1.4
145600,2026-01-12 12:08:20,725.97669186642,4.92126,0.447388,3.09262149004,1.43619099084,18,5,7.721,725.97669186642,5.249344,0.4921268,3.09262149004,0.447388,0.0,-4.697574,18.6,8.5,-1.7,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.866,3.855,0,0,0,0,5.126,66.38,725.97669186642,5.249344,6,P-GPS,,1.6
145700,2026-01-12 12:08:21,726.96094386642,5.577428,0.223694,3.12216873508,1.470390467,18,5,7.721,726.96094386642,6.233596,0.4921268,3.12216873508,0.223694,0.0,-4.47388,18.7,8.5,-0.7,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.866,3.855,0,0,0,0,5.126,66.38,726.96094386642,6.233596,6,P-GPS,,1.9
145800,2026-01-12 12:08:21,727.61711186642,6.56168,0.223694,3.13802175396,1.49458010032,18,5,7.721,727.61711186642,6.889764,0.4921268,3.13802175396,0.223694,0.0,-4.250186,18.9,7.6,-0.9,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.866,3.855,0,0,0,0,5.126,66.38,727.61711186642,6.889764,6,P-GPS,,2.1
145900,2026-01-12 12:08:21,728.27327986642,7.217848,0.0,3.0697835628,1.56750661184,18,5,7.721,728.27327986642,7.545932,0.4921268,3.13802175396,0.0,0.0,-4.250186,18.6,8.8,-1.8,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.866,3.855,0,0,0,0,5.126,66.38,728.27327986642,7.545932,6,P-GPS,,2.3
146000,2026-01-12 12:08:21,728.92944786642,7.874016,0.223694,3.05209655436,1.585547951,18,5,7.721,728.92944786642,8.2021,0.4921268,3.13802175396,0.0,0.223694,-4.026492,18.4,8.4,-3.1,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.866,3.855,0,0,0,0,5.126,66.38,728.92944786642,8.2021,6,P-GPS,,2.5
146100,2026-01-12 12:08:21,729.58561586642,8.530184,0.0,3.02424878444,1.64388784788,18,5,7.726,729.58561586642,8.858268,0.4921268,3.13802175396,0.0,0.0,-4.250186,18.2,7.1,-2.6,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.857,3.845,0,0,0,0,6.345,66.38,729.58561586642,8.858268,6,P-GPS,,2.7
146200,2026-01-12 12:08:21,730.24178386642,9.186352,0.0,2.97528880912,1.71670281084,18,5,7.726,730.24178386642,9.514436,0.4921268,3.13802175396,0.0,0.0,-4.250186,18.4,5.4,-3.1,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.857,3.845,0,0,0,0,6.345,66.38,730.24178386642,9.514436,6,P-GPS,,2.9
146300,2026-01-12 12:08:21,730.89795186642,9.514436,0.0,2.97616807424,1.926099143,18,5,7.726,730.89795186642,10.170604,0.4921268,3.13802175396,0.0,0.0,-4.250186,18.6,4.9,-3.8,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.857,3.845,0,0,0,0,6.345,66.38,730.89795186642,10.170604,6,P-GPS,,3.1
146400,2026-01-12 12:08:21,731.22603586642,10.170604,0.223694,2.92642397816,1.9971457332,17,5,7.726,731.22603586642,10.498688,0.4921268,3.13802175396,-0.223694,0.0,-4.250186,18.6,4.5,-3.4,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.857,3.845,0,0,0,0,6.345,66.38,731.22603586642,10.498688,6,P-GPS,,3.2
146500,2026-01-12 12:08:21,731.88220386642,10.498688,0.0,2.880905604,2.04275597088,17,5,7.726,731.88220386642,11.154856,0.4921268,3.13802175396,0.0,0.0,-4.250186,18.7,3.9,-2.8,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.857,3.845,0,0,0,0,6.345,66.38,731.88220386642,11.154856,6,P-GPS,,3.4
146600,2026-01-12 12:08:22,732.53837186642,10.826772,0.3131716,2.83500337156,2.09260833468,17,5,7.726,732.53837186642,11.811024,0.4921268,3.13802175396,-0.223694,-0.223694,-4.250186,18.7,3.9,-2.2,0,0,1024,1024,1684,1024,0,0,100,0,0,0,0,90,3.857,3.845,0,0,0,0,6.345,66.38,732.53837186642,11.811024,6,P-GPS,,3.6
