time(millisecond),timestamp,height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
464800,2026-01-07 15:41:38,Available with any HD 360 subscription,Available with any HD 360 subscription,720.56905291385,0.328084,0.0,0.0,0.0,16,5,0.0,720.56905291385,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2.7,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.0,75.38,720.56905291385,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),0.0
464900,2026-01-07 15:41:38,,,720.56905291385,0.328084,0.0,0.0095981630368,0.0095981630368,16,5,0.0,720.56905291385,0.0,0.0,0.0095981630368,0.0,0.0,0.0,7.3,2.7,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.0,75.38,720.56905291385,0.0,41,Motors_Started,,0.0
465000,2026-01-07 15:41:38,,,720.56905291385,0.328084,0.0,0.0187955058508,0.0205153221788,16,5,7.424,720.56905291385,0.0,0.0,0.0187955058508,0.0,0.0,0.0,7.3,2.7,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.685,75.38,720.56905291385,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 500m (1640 ft). Data Recorder File Index is 27. Setting new Maximum Flight Altitude to 500m (1640 ft),0.0
465100,2026-01-07 15:41:39,,,720.56905291385,0.328084,0.0,2.59725073928,0.044154857056,16,5,7.424,720.56905291385,0.0,0.0,2.59725073928,0.0,0.0,0.0,7.3,2.7,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.685,75.38,720.56905291385,0.0,41,Motors_Started,,0.0
465200,2026-01-07 15:41:39,,,720.56905291385,0.328084,0.0,2.5861877468,0.059717193512,16,5,7.424,720.56905291385,0.0,0.0,2.59725073928,0.0,0.0,0.0,7.3,2.6,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.685,75.38,720.56905291385,0.0,41,Motors_Started,,0.0
465300,2026-01-07 15:41:39,,,720.56905291385,0.328084,0.0,2.58124352092,0.068072836824,16,5,7.424,720.56905291385,0.0,0.0,2.59725073928,0.0,0.0,0.0,7.4,2.7,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.685,75.38,720.56905291385,0.0,41,Motors_Started,,0.0
465400,2026-01-07 15:41:39,,,720.56905291385,0.328084,0.0,2.58191281228,0.0714977057,16,5,7.424,720.56905291385,0.0,0.0,2.59725073928,0.0,0.0,0.0,7.4,2.6,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.685,75.38,720.56905291385,0.0,41,Motors_Started,,0.0
465500,2026-01-07 15:41:39,,,720.56905291385,0.328084,0.0,2.59268709084,0.097449806268,16,5,7.424,720.56905291385,0.0,0.0,2.59725073928,0.0,0.0,0.0,7.4,2.6,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.685,75.38,720.56905291385,0.0,41,Motors_Started,,0.0
465600,2026-01-07 15:41:39,,,720.56905291385,0.328084,0.0,2.58522974152,0.109851709552,16,5,7.424,720.56905291385,0.0,0.0,2.59725073928,0.0,0.0,0.0,7.4,2.6,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.685,75.38,720.56905291385,0.0,41,Motors_Started,,0.0
465700,2026-01-07 15:41:39,,,720.56905291385,0.328084,0.0,2.57659457064,0.124551185088,16,5,7.424,720.56905291385,0.0,0.0,2.59725073928,0.0,0.0,0.0,7.4,2.6,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.685,75.38,720.56905291385,0.0,41,Motors_Started,,0.0
465800,2026-01-07 15:41:39,,,720.56905291385,0.328084,0.0,2.56610572516,0.142053482236,16,5,7.424,720.56905291385,0.0,0.0,2.59725073928,0.0,0.0,0.0,7.4,2.6,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.685,75.38,720.56905291385,0.0,41,Motors_Started,,0.0
465900,2026-01-07 15:41:39,,,720.56905291385,0.328084,0.0,2.56116806096,0.152575792284,16,5,7.424,720.56905291385,0.0,0.0,2.59725073928,0.0,0.0,0.0,7.3,2.6,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.685,75.38,720.56905291385,0.0,11,AutoTakeoff,,0.0
466000,2026-01-07 15:41:40,,,720.56905291385,0.328084,0.0,2.564304544,0.174959323184,16,5,7.424,720.56905291385,0.0,0.0,2.59725073928,0.0,0.0,0.0,7.3,2.7,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,48,3.714,3.71,0,0,0,0,0.685,75.38,720.56905291385,0.0,11,AutoTakeoff,,0.0
