time(millisecond),timestamp,altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
427900,2026-01-12 12:13:26,720.7721031172,0.656168,0.0,0.0,0.0,16,5,0.0,720.7721031172,0.0,0.0,0.0,0.0,0.0,0.0,20.6,3.5,1.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,72,3.873,3.867,0,0,0,0,0.0,72.68,720.7721031172,0.0,41,Motors_Started,SD card speed low. Setting new Return-To-Home altitude to 90m (295 ft). Data Recorder File Index is 35. Setting new Maximum Flight Altitude to 90m (295 ft) SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),0.0
428000,2026-01-12 12:13:26,720.7721031172,0.656168,0.0,1.34778875704,0.00263198499236,16,5,0.0,720.7721031172,0.0,0.0,1.34778875704,0.0,0.0,0.0,20.6,3.5,1.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,72,3.873,3.867,0,0,0,0,0.0,72.68,720.7721031172,0.0,41,Motors_Started,,0.0
428100,2026-01-12 12:13:26,720.7721031172,0.328084,0.0,1.33524282488,0.0163144034092,16,5,0.0,720.7721031172,0.0,0.0,1.34778875704,0.0,0.0,0.0,20.6,3.5,1.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,72,3.873,3.867,0,0,0,0,0.0,72.68,720.7721031172,0.0,41,Motors_Started,,0.0
428200,2026-01-12 12:13:26,720.7721031172,0.328084,0.0,1.32354663028,0.0288557423932,16,5,0.0,720.7721031172,0.0,0.0,1.34778875704,0.0,0.0,0.0,20.6,3.5,1.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,72,3.873,3.867,0,0,0,0,0.0,72.68,720.7721031172,0.0,41,Motors_Started,,0.0
428300,2026-01-12 12:13:26,721.1001871172,0.328084,0.0,1.30837274528,0.057074804976,16,5,7.739,721.1001871172,0.328084,0.0,1.34778875704,0.0,0.0,0.0,20.6,3.5,1.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,72,3.873,3.867,0,0,0,0,0.769,72.68,721.1001871172,0.328084,41,Motors_Started,,0.1
428400,2026-01-12 12:13:26,721.1001871172,0.328084,0.0,1.30270345376,0.063042324852,16,5,7.739,721.1001871172,0.328084,0.0,1.34778875704,0.0,0.0,0.0,20.6,3.5,1.4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,72,3.873,3.867,0,0,0,0,0.769,72.68,721.1001871172,0.328084,41,Motors_Started,,0.1
428500,2026-01-12 12:13:27,721.1001871172,0.328084,0.0,1.29054137988,0.084395671992,16,5,7.739,721.1001871172,0.328084,0.0,1.34778875704,0.0,0.0,0.0,20.5,3.4,1.4,0,0,1024,1024,1035,1024,0,0,2,0,0,0,0,72,3.873,3.867,0,0,0,0,0.769,72.68,721.1001871172,0.328084,41,Motors_Started,,0.1
428600,2026-01-12 12:13:27,721.1001871172,0.328084,0.0,1.27980975224,0.10460302172,17,5,7.739,721.1001871172,0.328084,0.0,1.34778875704,0.0,0.0,0.0,20.5,3.5,1.4,0,0,1024,1024,1101,1024,0,0,12,0,0,0,0,72,3.873,3.867,0,0,0,0,0.769,72.68,721.1001871172,0.328084,41,Motors_Started,,0.1
428700,2026-01-12 12:13:27,721.1001871172,0.328084,0.0,1.2763451852,0.113668966892,17,5,7.739,721.1001871172,0.328084,0.0,1.34778875704,0.0,0.0,0.0,20.5,3.5,1.4,0,0,1024,1024,1227,1024,0,0,31,0,0,0,0,72,3.873,3.867,0,0,0,0,0.769,72.68,721.1001871172,0.328084,41,Motors_Started,,0.1
428800,2026-01-12 12:13:27,721.1001871172,0.328084,0.0,1.27598101196,0.138100070036,17,5,7.739,721.1001871172,0.328084,0.0,1.34778875704,0.0,0.0,0.0,20.5,3.5,1.4,0,0,1024,1024,1540,1024,0,0,78,0,0,0,0,72,3.873,3.867,0,0,0,0,0.769,72.68,721.1001871172,0.328084,41,Motors_Started,,0.1
