time(millisecond),timestamp,height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
475800,2026-01-08 12:36:23,Available with any HD 360 subscription,Available with any HD 360 subscription,720.94576683667,0.656168,0.0,0.0,0.0,17,5,0.0,720.94576683667,0.0,0.0,0.0,0.0,0.0,0.0,24.3,1.4,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,69,3.871,3.868,0,0,0,0,0.0,77.54,720.94576683667,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),0.0
475900,2026-01-08 12:36:23,,,720.94576683667,0.656168,0.0,0.0018655020282,0.0018655020282,17,5,7.739,720.94576683667,0.0,0.0,0.0018655020282,0.0,0.0,0.0,24.3,1.4,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,69,3.871,3.868,0,0,0,0,0.647,77.54,720.94576683667,0.0,41,Motors_Started,,0.0
476000,2026-01-08 12:36:23,,,720.94576683667,0.328084,0.0,0.023462763218,0.0234705060004,17,5,7.739,720.94576683667,0.0,0.0,0.023462763218,0.0,0.0,0.0,24.3,1.4,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,69,3.871,3.868,0,0,0,0,0.647,77.54,720.94576683667,0.0,41,Motors_Started,,0.0
476100,2026-01-08 12:36:23,,,720.94576683667,0.328084,0.0,0.026456857802,0.0265991478328,17,5,7.739,720.94576683667,0.0,0.0,0.026456857802,0.0,0.0,0.0,24.3,1.4,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,69,3.871,3.868,0,0,0,0,0.647,77.54,720.94576683667,0.0,41,Motors_Started,,0.0
476200,2026-01-08 12:36:24,,,720.94576683667,0.328084,0.0,0.025746884026,0.0273307751528,17,5,7.739,720.94576683667,0.0,0.0,0.026456857802,0.0,0.0,0.0,24.3,1.4,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,69,3.871,3.868,0,0,0,0,0.647,77.54,720.94576683667,0.0,41,Motors_Started,,0.0
476300,2026-01-08 12:36:24,,,720.94576683667,0.328084,0.0,0.010329396656,0.043452757296,17,5,7.739,720.94576683667,0.0,0.0,0.026456857802,0.0,0.0,0.0,24.6,1.4,0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,69,3.871,3.868,0,0,0,0,0.647,77.54,720.94576683667,0.0,41,Motors_Started,,0.0
476400,2026-01-08 12:36:24,,,720.94576683667,0.328084,0.0,0.0223382881164,0.072815619128,17,5,7.739,720.94576683667,0.0,0.0,0.026456857802,0.0,0.0,0.0,24.3,1.3,1.0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,69,3.871,3.868,0,0,0,0,0.647,77.54,720.94576683667,0.0,41,Motors_Started,,0.0
476500,2026-01-08 12:36:24,,,720.94576683667,0.328084,0.0,0.0259111228764,0.076690947336,17,5,7.739,720.94576683667,0.0,0.0,0.026456857802,0.0,0.0,0.0,24.4,1.5,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,69,3.871,3.868,0,0,0,0,0.647,77.54,720.94576683667,0.0,41,Motors_Started,,0.0
476600,2026-01-08 12:36:24,,,720.94576683667,0.328084,0.0,0.0281509523444,0.079062338488,18,5,7.739,720.94576683667,0.0,0.0,0.0281509523444,0.0,0.0,0.0,24.4,1.4,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,69,3.871,3.868,0,0,0,0,0.647,77.54,720.94576683667,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 90m (295 ft). Data Recorder File Index is 30. Setting new Maximum Flight Altitude to 90m (295 ft),0.0
476700,2026-01-08 12:36:24,,,720.94576683667,0.328084,0.0,1.73857945196,0.081269359556,18,5,7.739,720.94576683667,0.0,0.0,1.73857945196,0.0,0.0,0.0,24.4,1.4,0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,69,3.871,3.868,0,0,0,0,0.647,77.54,720.94576683667,0.0,41,Motors_Started,SD card speed low. Normal use may be affected. Replace SD card (Code: 10028),0.0
