time(millisecond),timestamp,altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
304800,2026-01-07 15:38:20,720.56905291385,0.328084,0.0,0.0,0.0,16,5,0.0,720.56905291385,0.0,0.0,0.0,0.0,0.0,0.0,20.2,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.783,3.781,0,0,0,0,0.0,72.32,720.56905291385,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),0.0
304900,2026-01-07 15:38:20,720.56905291385,0.328084,0.0,0.0183575793276,0.0183575793276,16,5,0.0,720.56905291385,0.0,0.0,0.0183575793276,0.0,0.0,0.0,20.2,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.783,3.781,0,0,0,0,0.0,72.32,720.56905291385,0.0,41,Motors_Started,,0.0
305000,2026-01-07 15:38:20,720.56905291385,0.328084,0.0,0.064721458764,0.066263781648,16,5,0.0,720.56905291385,0.0,0.0,0.064721458764,0.0,0.0,0.0,20.2,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.783,3.781,0,0,0,0,0.0,72.32,720.56905291385,0.0,41,Motors_Started,,0.0
305100,2026-01-07 15:38:20,720.56905291385,0.328084,0.0,0.085979005376,0.087739176036,16,5,0.0,720.56905291385,0.0,0.0,0.085979005376,0.0,0.0,0.0,20.2,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.783,3.781,0,0,0,0,0.0,72.32,720.56905291385,0.0,41,Motors_Started,,0.0
305200,2026-01-07 15:38:20,720.56905291385,0.328084,0.0,0.109664373588,0.111915029828,16,5,0.0,720.56905291385,0.0,0.0,0.109664373588,0.0,0.0,0.0,20.2,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.783,3.781,0,0,0,0,0.0,72.32,720.56905291385,0.0,41,Motors_Started,,0.0
305300,2026-01-07 15:38:20,720.56905291385,0.328084,0.0,0.134878285156,0.137620739312,16,5,0.0,720.56905291385,0.0,0.0,0.134878285156,0.0,0.0,0.0,20.2,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.783,3.781,0,0,0,0,0.0,72.32,720.56905291385,0.0,41,Motors_Started,,0.0
305400,2026-01-07 15:38:20,720.56905291385,0.328084,0.0,0.140392721028,0.143340555768,16,5,0.0,720.56905291385,0.0,0.0,0.140392721028,0.0,0.0,0.0,20.2,3.0,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.783,3.781,0,0,0,0,0.0,72.32,720.56905291385,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 500m (1640 ft). Data Recorder File Index is 27. Setting new Maximum Flight Altitude to 500m (1640 ft),0.0
305500,2026-01-07 15:38:20,720.56905291385,0.328084,0.0,2.16233930804,0.153742130904,16,5,0.0,720.56905291385,0.0,0.0,2.16233930804,0.0,0.0,0.0,20.2,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.783,3.781,0,0,0,0,0.0,72.32,720.56905291385,0.0,41,Motors_Started,,0.0
305600,2026-01-07 15:38:21,720.56905291385,0.328084,0.0,2.17377303544,0.165190950168,16,5,0.0,720.56905291385,0.0,0.0,2.17377303544,0.0,0.0,0.0,20.2,2.8,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.783,3.781,0,0,0,0,0.0,72.32,720.56905291385,0.0,41,Motors_Started,,0.0
305700,2026-01-07 15:38:21,720.56905291385,0.328084,0.0,2.18736555556,0.178809717008,16,5,0.0,720.56905291385,0.0,0.0,2.18736555556,0.0,0.0,0.0,20.2,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.783,3.781,0,0,0,0,0.0,72.32,720.56905291385,0.0,41,Motors_Started,,0.0
305800,2026-01-07 15:38:21,720.56905291385,0.328084,0.0,2.18827762908,0.188146659564,16,5,7.567,720.56905291385,0.0,0.0,2.18827762908,0.0,0.0,0.0,20.1,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.785,3.781,0,0,0,0,0.7,72.32,720.56905291385,0.0,41,Motors_Started,,0.0
305900,2026-01-07 15:38:21,720.56905291385,0.328084,0.0,2.1736713294,0.206506568288,16,5,7.567,720.56905291385,0.0,0.0,2.18827762908,0.0,0.0,0.0,20.2,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.785,3.781,0,0,0,0,0.7,72.32,720.56905291385,0.0,41,Motors_Started,,0.0
306000,2026-01-07 15:38:21,720.56905291385,0.328084,0.0,2.18608602796,0.21983760546,16,5,7.567,720.56905291385,0.0,0.0,2.18827762908,0.0,0.0,0.0,20.2,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.785,3.781,0,0,0,0,0.7,72.32,720.56905291385,0.0,11,AutoTakeoff,,0.0
306100,2026-01-07 15:38:21,720.56905291385,0.328084,0.0,2.20119429616,0.235451779188,16,5,7.567,720.56905291385,0.0,0.0,2.20119429616,0.0,0.0,0.0,20.1,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.785,3.781,0,0,0,0,0.7,72.32,720.56905291385,0.0,11,AutoTakeoff,,0.0
306200,2026-01-07 15:38:21,720.56905291385,0.328084,0.0,2.2210630632,0.255343840192,16,5,7.567,720.56905291385,0.0,0.0,2.2210630632,0.0,0.0,0.0,20.1,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.785,3.781,0,0,0,0,0.7,72.32,720.56905291385,0.0,11,AutoTakeoff,,0.0
306300,2026-01-07 15:38:21,720.56905291385,0.328084,0.0,2.26729666048,0.302865495256,16,5,7.567,720.56905291385,0.0,0.0,2.26729666048,0.0,0.0,0.0,20.1,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.785,3.781,0,0,0,0,0.7,72.32,720.56905291385,0.0,11,AutoTakeoff,,0.0
306400,2026-01-07 15:38:21,720.56905291385,0.328084,0.0,2.27266083388,0.308311033488,16,5,7.567,720.56905291385,0.0,0.0,2.27266083388,0.0,0.0,0.0,20.1,2.9,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.785,3.781,0,0,0,0,0.7,72.32,720.56905291385,0.0,11,AutoTakeoff,,0.0
306500,2026-01-07 15:38:21,720.56905291385,0.328084,0.0,2.27653550592,0.312417004748,16,5,7.567,720.56905291385,0.0,0.0,2.27653550592,0.0,0.0,0.0,20.1,2.9,0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.785,3.781,0,0,0,0,0.7,72.32,720.56905291385,0.0,11,AutoTakeoff,,0.0
306600,2026-01-07 15:38:22,720.56905291385,0.328084,0.0,2.29130256676,0.33240158544,16,5,7.567,720.56905291385,0.0,0.0,2.29130256676,0.0,0.0,0.0,20.6,2.6,0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.785,3.781,0,0,0,0,0.7,72.32,720.56905291385,0.0,11,AutoTakeoff,,0.0
306700,2026-01-07 15:38:22,720.56905291385,0.328084,0.0,2.29847776384,0.3550853132,16,5,7.567,720.56905291385,0.0,0.0,2.29847776384,0.0,0.0,0.0,21.3,0.4,-0.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,58,3.785,3.781,0,0,0,0,0.7,72.32,720.56905291385,0.0,11,AutoTakeoff,,0.0
