time(millisecond),timestamp,height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,height_above_takeoff(meters)
446200,2026-01-07 12:37:27,Available with any HD 360 subscription,Available with any HD 360 subscription,720.94576683667,0.328084,0.0,0.0,0.0,18,5,0.0,720.94576683667,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.9,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,68,3.853,3.854,0,0,0,0,0.0,72.68,720.94576683667,0.0,41,Motors_Started,SD card speed low SD card speed low. Normal use may be affected. Replace SD card (Code: 10028). Gimbal stuck. Make sure gimbal cover is removed and manually check whether gimbal can rotate freely (Code: 40002),0.0
446300,2026-01-07 12:37:27,,,720.94576683667,0.328084,0.0,0.0042950132608,0.0042950132608,18,5,0.0,720.94576683667,0.0,0.0,0.0042950132608,0.0,0.0,0.0,0.2,1.9,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,68,3.853,3.854,0,0,0,0,0.0,72.68,720.94576683667,0.0,41,Motors_Started,,0.0
446400,2026-01-07 12:37:27,,,720.94576683667,0.328084,0.0,0.0103711289408,0.0176241475456,18,5,0.0,720.94576683667,0.0,0.0,0.0103711289408,0.0,0.0,0.0,0.2,1.9,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,68,3.853,3.854,0,0,0,0,0.0,72.68,720.94576683667,0.0,41,Motors_Started,,0.0
446500,2026-01-07 12:37:27,,,720.94576683667,0.328084,0.0,0.0206367460672,0.0279854339664,18,5,0.0,720.94576683667,0.0,0.0,0.0206367460672,0.0,0.0,0.0,0.2,1.9,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,68,3.853,3.854,0,0,0,0,0.0,72.68,720.94576683667,0.0,41,Motors_Started,,0.0
446600,2026-01-07 12:37:27,,,720.94576683667,0.328084,0.0,0.0260896333808,0.03351214018,18,5,0.0,720.94576683667,0.0,0.0,0.0260896333808,0.0,0.0,0.0,0.2,1.9,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,68,3.853,3.854,0,0,0,0,0.0,72.68,720.94576683667,0.0,41,Motors_Started,,0.0
446700,2026-01-07 12:37:28,,,720.94576683667,0.328084,0.0,0.048027232508,0.055453741932,18,5,0.0,720.94576683667,0.0,0.0,0.048027232508,0.0,0.0,0.0,0.2,1.9,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,68,3.853,3.854,0,0,0,0,0.0,72.68,720.94576683667,0.0,41,Motors_Started,,0.0
446800,2026-01-07 12:37:28,,,720.94576683667,0.328084,0.0,0.049143374276,0.057310697372,18,5,0.0,720.94576683667,0.0,0.0,0.049143374276,0.0,0.0,0.0,0.0,1.9,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,68,3.853,3.854,0,0,0,0,0.0,72.68,720.94576683667,0.0,41,Motors_Started,,0.0
446900,2026-01-07 12:37:28,,,720.94576683667,0.328084,0.0,0.04899442414,0.058786747288,18,5,0.0,720.94576683667,0.0,0.0,0.049143374276,0.0,0.0,0.0,0.0,1.9,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,68,3.853,3.854,0,0,0,0,0.0,72.68,720.94576683667,0.0,41,Motors_Started,,0.0
447000,2026-01-07 12:37:28,,,720.94576683667,0.328084,0.0,0.048989174796,0.060714240788,18,5,0.0,720.94576683667,0.0,0.0,0.049143374276,0.0,0.0,0.0,359.9,1.9,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,68,3.853,3.854,0,0,0,0,0.0,72.68,720.94576683667,0.0,41,Motors_Started,Setting new Return-To-Home altitude to 500m (1640 ft). Data Recorder File Index is 26. Setting new Maximum Flight Altitude to 500m (1640 ft),0.0
447100,2026-01-07 12:37:28,,,720.94576683667,0.328084,0.0,0.67001970648,0.075803480116,18,5,0.0,720.94576683667,0.0,0.0,0.67001970648,0.0,0.0,0.0,0.0,1.9,0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,68,3.853,3.854,0,0,0,0,0.0,72.68,720.94576683667,0.0,41,Motors_Started,SD card speed low. Normal use may be affected. Replace SD card (Code: 10028),0.0
