file_name,flight_time(seconds),altitude(m),zSpeed_avg,zSpeed_sd,speed_avg,speed_sd,power_avg,power_sd,power_intensity,tilt_avg,tilt_sd,turbulence_intensity
Jan11.3-29_50m,27.0,50,0.0025228646616541352,0.023666230048290236,0.0,0.0,37.25966331203008,2.0421731936898926,0.054735771175705494,12.235580790760306,1.1098864154001529,0.09034057357995416
Jan11.3-32_10m,27.0,10,0.0,0.0,0.02965640151515151,0.07600221703393865,36.67490764015152,1.1173241894964556,0.030424152470158422,5.421224379882786,1.3030763875233937,0.23816906364043333
Jan11.3-32_30m,26.0,30,0.023906229007633586,0.06924212385995254,0.03176113282442748,0.08930405593204394,32.85762627099237,2.7842393374286485,0.08460772328276131,7.90262388727064,1.0910755220390917,0.13719692236238165
Jan11.3-32_50m,27.0,50,0.0024763173431734315,0.023448541367626495,0.0,0.0,36.26586366420665,1.8261226353063902,0.0502844336070751,10.636850322927959,1.4094253113934017,0.1318840695625323
Jan11.3-34_10m,26.0,10,0.0,0.0,0.001720723076923077,0.019581350004932795,36.02229588461538,1.6526661015540556,0.04581538438364018,5.2404410362314895,0.8858654427379644,0.16744642585960812
Jan11.3-34_30m,26.0,30,0.005122763358778625,0.05514691286487543,0.0059765572519083964,0.03614119816570877,37.40323988931298,5.416801722192924,0.14462838831036806,11.589420808384714,3.01218803599821,0.2587919180504509
Jan11.3-34_50m,30.0,50,0.03627470270270271,0.09043569707283898,0.0250900027027027,0.08579643838809646,31.120794597972978,3.1497960826434896,0.10104959219898486,10.519195176641393,2.0711936453464506,0.19596512418693174
Jan11.3-37_10m,25.0,10,0.0,0.0,0.037742609053497946,0.08394814978596625,36.155786131687236,1.1461889412875448,0.03165761784922003,4.523403246685737,1.6162705841570149,0.3534065327233712
Jan11.3-37_30m,24.0,30,0.01571404132231405,0.057286705999129064,0.004621776859504131,0.031885799165897157,32.34270216115702,1.4620453224520757,0.04513502193112048,7.625790196168096,1.507150838894429,0.1963512290430799
Jan11.3-37_50m,23.0,50,0.013675615720524014,0.06481931594819582,0.0009768296943231441,0.014782115601020088,33.341634537117905,3.275910195953489,0.09810571543935685,9.696363102734873,1.3069387205632124,0.13409501644736377
Jan11.5-17_10m,24.0,10,0.008459016806722692,0.15559136632829887,0.08609399327731092,0.12359077695175115,35.8491401932773,1.738220499755976,0.048419557972630395,6.239268963983863,1.7946620631153138,0.28535304713355847
Jan11.5-17_30m,22.0,30,0.037779431111111116,0.15357683937701044,0.03181425777777778,0.07830558003895269,33.68335094666667,2.485058476223485,0.07366770292558332,12.792703204167791,2.0325449874951134,0.15826457679373135
Jan11.5-17_50m,22.0,50,0.004993169642857143,0.033119590190589875,0.016976776785714284,0.059372799671473096,37.617055691964296,3.6247248969561268,0.09623064055227996,11.744238554101537,1.2083803333490737,0.10245513754924433
Jan11.5-20_10m,23.0,10,0.004759446808510637,0.0323490399141595,0.022845344680851063,0.06788273380633483,35.503772055319146,1.5441351479121435,0.04343097957396978,3.7388975842475043,1.2731808554319954,0.3360293666224436
Jan11.5-20_30m,24.0,30,-0.00761511489361702,0.06816365675455953,0.010851538723404256,0.04938916939952557,36.328825906382974,4.232142951090832,0.11633533643943872,10.91904899454119,1.9148394053302824,0.17456749498367752
Jan11.5-20_50m,23.0,50,0.0066917008547008544,0.07863243414848696,0.01720723076923077,0.05973537224336861,36.04038251709401,2.8444410383296135,0.07881437768032411,12.86378904966755,2.0082618206045932,0.15551298018580328
Jan11.5-22_10m,24.0,10,0.010737311999999999,0.06860964806278966,0.055655067200000005,0.10064447077785657,36.72544402000001,1.9493334819747106,0.053006388744472596,6.141713845185441,1.4314563608821258,0.2311890369409108
Jan11.5-22_30m,24.0,30,0.006443860082304527,0.06865914612158844,0.020620352263374487,0.06573086341343812,41.66710814403292,4.602548477850645,0.11032760137543184,15.328047655517326,1.5397113634952937,0.10012398179445602
Jan11.5-22_50m,25.0,50,-0.005347266932270916,0.048715137625059246,0.014259378486055777,0.054757220221594294,40.24528770119522,5.374360477321808,0.1333744163132603,15.034060647433371,1.916133745617056,0.12703036605352655
Jan11.5-24_10m,24.0,10,0.010382421940928269,0.05542737438282419,0.01887713080168776,0.06562619187104743,35.84874953164557,2.132177198563777,0.05939419134040348,6.355990291593712,1.2808710240189767,0.19994894867383817
Jan11.5-24_30m,23.0,30,0.019201201716738198,0.11590335763871969,0.07046841030042919,0.10954532634899344,34.88896874678111,5.968524685169649,0.17082715658914585,10.171826120539812,3.686275299854972,0.36062786202631086
Jan11.5-24_50m,24.0,50,0.006417450819672131,0.05520393421874952,0.010084565573770491,0.04650831321192725,38.37452261885247,4.000189257914721,0.10410511270612595,13.571578719538559,1.3636058143078236,0.1001062976901415
Jan12.12-05_10m,25.0,10,0.0,0.0,0.023271391935483873,0.0700706331445769,36.16911323790323,1.6494977757015172,0.045542191076487236,5.087841380282014,1.6843525914142,0.32783273494553594
Jan12.12-05_30m,24.0,30,0.014039372384937238,0.05810578752028359,0.02433491213389121,0.06979806487737823,36.3938240167364,2.0587731717535753,0.05649168898434225,6.4881359133411545,1.010383229634724,0.15453689599401313
Jan12.12-05_50m,24.0,50,0.009130367346938775,0.04435170411029833,0.0,0.0,36.226926710204076,4.348324470151596,0.11986474226132522,9.265582495533694,1.021611451120153,0.10966694263187075
Jan12.12-08_10m,27.0,10,0.0,0.0,0.025516425855513305,0.07124664256507147,35.3180044296578,2.524168809084753,0.07136870880303652,5.437832396978608,1.7883576309978946,0.3258768675192224
Jan12.12-08_30m,25.0,30,0.0061166328125,0.03655215242874828,0.018349898437499998,0.06150463437196305,34.7109483515625,2.4891542590260434,0.07160777760869566,7.5409356439307835,0.9907773561419412,0.1305211113117659
